code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,25334_date,25334_score,25335_date,25335_score,25336_date,25336_score,25337_date,25337_score,25338_date,25338_score,25339_date,25339_score,25340_date,25340_score,25341_date,25341_score,25342_date,25342_score,25343_date,25343_score,25344_date,25344_score,25345_date,25345_score,25346_date,25346_score,25347_date,25347_score,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_resource,clicks_subpage,clicks_url
DDD,2013B,412754,F,East Anglian Region,Lower Than A Level,20-30%,0-35,2,60,N,Withdrawn,-30.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDD,2013B,412772,M,East Midlands Region,HE Qualification,30-40%,0-35,1,150,N,Pass,-27.0,NA,25.0,98.0,53.0,89.0,81.0,100.0,116.0,97.0,151.0,81.0,198.0,74.0,229.0,69.0,25.0,90.0,54.0,89.0,81.0,94.0,117.0,90.0,152.0,98.0,NA,NA,209.0,80.0,10.0,131.0,0.0,279.0,192.0,6.0,96.0,1.0,58.0,202.0,44.0
DDD,2013B,413580,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn,-23.0,168.0,19.0,69.0,52.0,69.0,82.0,81.0,111.0,24.0,NA,NA,NA,NA,NA,NA,25.0,40.0,54.0,75.0,81.0,50.0,117.0,38.0,NA,NA,NA,NA,NA,NA,7.0,47.0,0.0,105.0,143.0,3.0,23.0,0.0,41.0,71.0,42.0
DDD,2013B,413934,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-30.0,NA,46.0,80.0,73.0,72.0,NA,NA,NA,NA,172.0,33.0,221.0,NA,NA,NA,NA,NA,54.0,81.0,81.0,69.0,117.0,52.0,152.0,70.0,173.0,61.0,209.0,55.0,7.0,36.0,0.0,219.0,436.0,0.0,65.0,1.0,98.0,595.0,21.0
DDD,2013B,414304,F,South West Region,A Level or Equivalent,70-80%,35-55,0,80,N,Pass,-58.0,NA,17.0,73.0,50.0,85.0,81.0,79.0,116.0,86.0,151.0,85.0,199.0,82.0,230.0,51.0,25.0,90.0,54.0,86.0,81.0,97.0,117.0,92.0,152.0,98.0,173.0,81.0,209.0,88.0,20.0,448.0,0.0,690.0,158.0,11.0,259.0,0.0,137.0,377.0,131.0
DDD,2013B,414587,F,South West Region,HE Qualification,90-100%,0-35,1,60,N,Pass,-3.0,NA,NA,NA,67.0,28.0,81.0,71.0,116.0,98.0,164.0,75.0,201.0,52.0,230.0,82.0,25.0,53.0,54.0,50.0,81.0,86.0,117.0,88.0,NA,NA,NA,NA,209.0,76.0,27.0,64.0,0.0,111.0,160.0,3.0,22.0,0.0,56.0,179.0,6.0
DDD,2013B,414758,M,South Region,Lower Than A Level,90-100%,0-35,3,120,N,Pass,-28.0,NA,25.0,95.0,53.0,81.0,NA,NA,NA,NA,165.0,30.0,207.0,62.0,229.0,56.0,25.0,47.0,54.0,86.0,81.0,69.0,NA,NA,NA,NA,173.0,61.0,209.0,67.0,11.0,139.0,0.0,90.0,103.0,6.0,56.0,0.0,21.0,51.0,2.0
DDD,2013B,414803,F,South West Region,A Level or Equivalent,70-80%,0-35,1,120,N,Fail,-245.0,NA,25.0,36.0,NA,NA,81.0,76.0,115.0,74.0,151.0,62.0,NA,NA,NA,NA,25.0,43.0,NA,NA,81.0,97.0,117.0,92.0,152.0,91.0,173.0,75.0,NA,NA,13.0,50.0,0.0,105.0,124.0,0.0,29.0,0.0,29.0,91.0,7.0
DDD,2013B,415695,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-16.0,NA,26.0,65.0,54.0,67.0,81.0,49.0,116.0,37.0,NA,NA,214.0,NA,NA,NA,25.0,40.0,54.0,81.0,81.0,58.0,117.0,60.0,152.0,96.0,173.0,64.0,209.0,49.0,59.0,771.0,21.0,660.0,481.0,3.0,266.0,1.0,46.0,289.0,38.0
DDD,2013B,415812,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-16.0,163.0,NA,NA,53.0,50.0,81.0,67.0,NA,NA,NA,NA,NA,NA,NA,NA,25.0,60.0,54.0,94.0,81.0,75.0,117.0,62.0,NA,NA,NA,NA,NA,NA,4.0,3.0,0.0,46.0,127.0,0.0,0.0,0.0,19.0,139.0,4.0
DDD,2013B,416000,F,London Region,Lower Than A Level,80-90%,0-35,1,210,N,Withdrawn,-238.0,-145.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,416008,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-96.0,NA,25.0,63.0,52.0,62.0,78.0,67.0,115.0,32.0,157.0,33.0,199.0,28.0,NA,NA,25.0,77.0,54.0,89.0,81.0,58.0,117.0,43.0,NA,NA,NA,NA,NA,NA,5.0,102.0,0.0,202.0,165.0,3.0,76.0,0.0,47.0,172.0,59.0
DDD,2013B,417242,F,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-86.0,NA,24.0,88.0,52.0,82.0,80.0,83.0,115.0,71.0,150.0,78.0,199.0,72.0,229.0,78.0,25.0,73.0,54.0,89.0,81.0,67.0,117.0,90.0,152.0,91.0,173.0,94.0,209.0,80.0,22.0,130.0,8.0,236.0,85.0,0.0,131.0,0.0,93.0,188.0,70.0
DDD,2013B,417410,F,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,N,Fail,-60.0,NA,32.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,9.0,0.0,22.0,15.0,0.0,0.0,0.0,4.0,31.0,8.0
DDD,2013B,417974,M,North Western Region,A Level or Equivalent,90-100%,0-35,2,120,N,Withdrawn,-53.0,157.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,67.0,0.0,59.0,22.0,1.0,20.0,0.0,8.0,21.0,5.0
DDD,2013B,418122,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-48.0,NA,20.0,86.0,55.0,80.0,77.0,83.0,116.0,62.0,151.0,81.0,NA,NA,230.0,56.0,25.0,90.0,NA,NA,81.0,75.0,117.0,80.0,152.0,78.0,173.0,67.0,209.0,69.0,15.0,142.0,0.0,201.0,192.0,20.0,26.0,1.0,54.0,62.0,11.0
DDD,2013B,418490,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-97.0,NA,16.0,83.0,51.0,93.0,NA,NA,114.0,48.0,158.0,34.0,NA,NA,229.0,60.0,25.0,73.0,54.0,89.0,81.0,72.0,117.0,63.0,152.0,54.0,173.0,81.0,209.0,37.0,74.0,739.0,1.0,1065.0,328.0,16.0,243.0,1.0,244.0,1154.0,206.0
DDD,2013B,418956,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,-99.0,NA,25.0,84.0,53.0,78.0,80.0,87.0,115.0,80.0,150.0,71.0,199.0,77.0,230.0,64.0,25.0,70.0,54.0,81.0,81.0,92.0,117.0,82.0,152.0,85.0,173.0,100.0,209.0,80.0,23.0,336.0,0.0,396.0,24.0,30.0,180.0,0.0,77.0,267.0,110.0
DDD,2013B,419273,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-88.0,NA,31.0,49.0,53.0,63.0,81.0,81.0,122.0,70.0,155.0,64.0,NA,NA,NA,NA,25.0,70.0,54.0,67.0,81.0,61.0,117.0,72.0,152.0,83.0,NA,NA,NA,NA,10.0,362.0,31.0,226.0,236.0,4.0,133.0,0.0,42.0,126.0,29.0
DDD,2013B,420388,F,South West Region,Lower Than A Level,60-70%,35-55,0,60,Y,Pass,-53.0,NA,21.0,77.0,53.0,90.0,88.0,31.0,123.0,31.0,NA,NA,209.0,50.0,230.0,38.0,25.0,60.0,54.0,83.0,81.0,61.0,117.0,57.0,152.0,50.0,173.0,56.0,209.0,41.0,21.0,310.0,0.0,632.0,138.0,1.0,100.0,2.0,64.0,182.0,64.0
DDD,2013B,421221,F,South West Region,A Level or Equivalent,70-80%,0-35,0,130,N,Withdrawn,-74.0,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,422164,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,-46.0,NA,24.0,61.0,60.0,41.0,80.0,67.0,116.0,52.0,151.0,56.0,NA,NA,NA,NA,25.0,60.0,NA,NA,81.0,31.0,117.0,73.0,152.0,56.0,173.0,64.0,NA,NA,5.0,25.0,0.0,88.0,51.0,1.0,27.0,0.0,27.0,83.0,6.0
DDD,2013B,422768,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-25.0,NA,24.0,66.0,53.0,80.0,81.0,75.0,116.0,59.0,151.0,93.0,NA,NA,229.0,58.0,25.0,73.0,54.0,94.0,81.0,75.0,117.0,62.0,152.0,83.0,NA,NA,NA,NA,19.0,414.0,0.0,300.0,122.0,4.0,146.0,0.0,83.0,241.0,26.0
DDD,2013B,423061,M,Wales,HE Qualification,40-50%,35-55,2,120,N,Fail,-67.0,NA,25.0,95.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,83.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,113.0,0.0,39.0,17.0,0.0,8.0,0.0,30.0,60.0,3.0
DDD,2013B,423386,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-72.0,223.0,15.0,93.0,44.0,96.0,79.0,87.0,128.0,100.0,158.0,63.0,NA,NA,NA,NA,25.0,83.0,54.0,94.0,81.0,83.0,117.0,87.0,152.0,78.0,NA,NA,NA,NA,22.0,439.0,15.0,402.0,46.0,37.0,141.0,1.0,58.0,315.0,93.0
DDD,2013B,423474,F,East Anglian Region,HE Qualification,30-40%,35-55,0,120,N,Withdrawn,-304.0,-99.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,423757,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-97.0,NA,25.0,93.0,53.0,71.0,79.0,80.0,115.0,60.0,149.0,57.0,NA,NA,230.0,38.0,25.0,47.0,54.0,83.0,81.0,53.0,117.0,30.0,152.0,39.0,173.0,69.0,209.0,21.0,24.0,157.0,0.0,283.0,310.0,13.0,109.0,0.0,37.0,108.0,42.0
DDD,2013B,423876,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Withdrawn,-48.0,51.0,25.0,67.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,33.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,210.0,0.0,146.0,64.0,3.0,46.0,3.0,26.0,102.0,42.0
DDD,2013B,424987,M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-11.0,NA,22.0,71.0,53.0,85.0,81.0,72.0,120.0,67.0,155.0,69.0,NA,NA,229.0,38.0,25.0,83.0,54.0,89.0,81.0,50.0,117.0,70.0,152.0,76.0,173.0,64.0,NA,NA,8.0,145.0,0.0,335.0,189.0,6.0,70.0,5.0,156.0,209.0,89.0
DDD,2013B,425136,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-94.0,NA,25.0,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,21.0,26.0,0.0,0.0,0.0,20.0,36.0,8.0
DDD,2013B,426059,M,North Region,A Level or Equivalent,NA,0-35,0,60,N,Withdrawn,-43.0,219.0,22.0,46.0,52.0,58.0,81.0,44.0,116.0,38.0,151.0,24.0,200.0,0.0,NA,NA,25.0,47.0,54.0,61.0,81.0,42.0,117.0,53.0,152.0,39.0,173.0,19.0,209.0,4.0,19.0,114.0,0.0,222.0,168.0,7.0,56.0,2.0,92.0,164.0,35.0
DDD,2013B,426094,M,London Region,A Level or Equivalent,40-50%,0-35,1,240,N,Withdrawn,-92.0,136.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,1.0,32.0,13.0,2.0,1.0,3.0,24.0,67.0,15.0
DDD,2013B,426137,M,South West Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,-23.0,19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,33.0,1.0,70.0,5.0,2.0,2.0,2.0,9.0,115.0,36.0
DDD,2013B,426701,F,London Region,A Level or Equivalent,50-60%,0-35,0,240,N,Withdrawn,-16.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,14.0,7.0,0.0,0.0,1.0,2.0,3.0,3.0
DDD,2013B,426871,M,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,-66.0,NA,20.0,94.0,51.0,90.0,79.0,94.0,115.0,86.0,150.0,80.0,199.0,81.0,230.0,49.0,25.0,80.0,54.0,94.0,81.0,97.0,117.0,90.0,152.0,91.0,173.0,100.0,209.0,76.0,55.0,982.0,1.0,1162.0,198.0,35.0,254.0,2.0,280.0,722.0,151.0
DDD,2013B,428411,F,East Anglian Region,HE Qualification,20-30%,35-55,0,150,N,Withdrawn,-107.0,-87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,429833,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-61.0,NA,23.0,45.0,53.0,61.0,88.0,43.0,127.0,39.0,151.0,28.0,208.0,36.0,231.0,31.0,25.0,33.0,54.0,81.0,81.0,58.0,117.0,62.0,152.0,63.0,173.0,33.0,209.0,43.0,23.0,35.0,0.0,127.0,223.0,1.0,20.0,1.0,36.0,106.0,13.0
DDD,2013B,430055,F,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,-30.0,-3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DDD,2013B,430279,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-68.0,38.0,19.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,47.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,275.0,0.0,156.0,22.0,4.0,29.0,5.0,30.0,126.0,40.0
DDD,2013B,430516,M,East Midlands Region,Lower Than A Level,10-20,0-35,1,180,N,Withdrawn,-43.0,-3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,1.0,2.0,9.0
DDD,2013B,431005,M,London Region,A Level or Equivalent,20-30%,0-35,1,150,N,Withdrawn,-24.0,194.0,25.0,66.0,NA,NA,NA,NA,137.0,25.0,151.0,10.0,NA,NA,NA,NA,25.0,70.0,54.0,89.0,81.0,75.0,117.0,70.0,152.0,57.0,173.0,64.0,NA,NA,11.0,0.0,0.0,113.0,104.0,0.0,0.0,1.0,10.0,98.0,5.0
DDD,2013B,432204,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-23.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,433151,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,Y,Pass,-30.0,NA,25.0,78.0,58.0,80.0,81.0,93.0,116.0,74.0,151.0,80.0,NA,NA,230.0,53.0,25.0,80.0,54.0,86.0,81.0,69.0,117.0,78.0,152.0,72.0,173.0,72.0,209.0,32.0,20.0,255.0,0.0,330.0,212.0,5.0,61.0,0.0,68.0,273.0,53.0
DDD,2013B,433386,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-52.0,NA,16.0,78.0,49.0,94.0,77.0,90.0,112.0,79.0,150.0,67.0,197.0,37.0,230.0,56.0,25.0,73.0,54.0,72.0,81.0,75.0,117.0,63.0,152.0,67.0,173.0,64.0,209.0,56.0,52.0,307.0,6.0,462.0,78.0,49.0,219.0,2.0,209.0,671.0,97.0
DDD,2013B,434767,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-78.0,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,28.0,5.0,0.0,0.0,3.0,10.0,25.0,13.0
DDD,2013B,434977,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,-44.0,NA,23.0,82.0,53.0,78.0,79.0,90.0,115.0,44.0,151.0,27.0,199.0,28.0,231.0,64.0,25.0,87.0,54.0,97.0,81.0,86.0,117.0,72.0,152.0,89.0,173.0,28.0,209.0,61.0,16.0,291.0,0.0,420.0,65.0,7.0,71.0,5.0,76.0,116.0,52.0
DDD,2013B,435101,M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,240,N,Fail,-44.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,13.0,22.0,10.0
DDD,2013B,435423,M,South West Region,A Level or Equivalent,60-70%,35-55,1,130,N,Pass,-25.0,NA,23.0,80.0,51.0,77.0,80.0,97.0,115.0,86.0,150.0,79.0,196.0,76.0,231.0,62.0,25.0,93.0,54.0,100.0,81.0,92.0,117.0,88.0,152.0,98.0,173.0,97.0,209.0,96.0,61.0,1017.0,17.0,1309.0,171.0,8.0,203.0,2.0,252.0,1029.0,108.0
DDD,2013B,435780,F,Scotland,Lower Than A Level,50-60%,0-35,1,180,N,Withdrawn,-46.0,90.0,15.0,63.0,48.0,69.0,74.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,25.0,73.0,54.0,78.0,81.0,64.0,NA,NA,NA,NA,NA,NA,NA,NA,29.0,707.0,8.0,709.0,40.0,14.0,31.0,0.0,44.0,287.0,52.0
DDD,2013B,436554,M,South East Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn,-23.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,2.0,0.0,31.0,4.0,1.0,0.0,1.0,6.0,46.0,22.0
DDD,2013B,437281,M,South Region,A Level or Equivalent,70-80%,0-35,0,80,N,Pass,-30.0,NA,11.0,89.0,52.0,85.0,70.0,96.0,111.0,99.0,138.0,82.0,190.0,80.0,229.0,64.0,25.0,90.0,54.0,97.0,81.0,100.0,117.0,95.0,152.0,96.0,173.0,83.0,209.0,88.0,73.0,829.0,0.0,921.0,58.0,21.0,136.0,2.0,91.0,576.0,77.0
DDD,2013B,437747,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,105,N,Withdrawn,-68.0,-61.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,438244,M,South East Region,HE Qualification,10-20,0-35,0,60,N,Fail,-90.0,NA,24.0,82.0,53.0,62.0,80.0,86.0,116.0,75.0,NA,NA,NA,NA,NA,NA,25.0,53.0,54.0,78.0,81.0,81.0,117.0,68.0,152.0,72.0,NA,NA,NA,NA,20.0,120.0,0.0,235.0,205.0,0.0,15.0,0.0,47.0,139.0,41.0
DDD,2013B,438662,M,Ireland,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-78.0,NA,18.0,77.0,51.0,85.0,80.0,84.0,116.0,64.0,152.0,40.0,NA,NA,231.0,38.0,25.0,63.0,54.0,69.0,81.0,67.0,117.0,65.0,152.0,80.0,173.0,81.0,NA,NA,30.0,333.0,0.0,205.0,412.0,20.0,67.0,0.0,63.0,445.0,33.0
DDD,2013B,439013,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,34.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
DDD,2013B,439542,F,Scotland,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-23.0,NA,25.0,64.0,53.0,63.0,88.0,72.0,116.0,43.0,NA,NA,NA,NA,NA,NA,25.0,70.0,54.0,81.0,81.0,47.0,117.0,68.0,NA,NA,173.0,83.0,NA,NA,15.0,206.0,0.0,172.0,178.0,0.0,59.0,0.0,53.0,119.0,15.0
DDD,2013B,440375,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-72.0,NA,23.0,77.0,51.0,90.0,79.0,62.0,115.0,67.0,150.0,59.0,NA,NA,NA,NA,25.0,87.0,54.0,78.0,81.0,64.0,117.0,78.0,152.0,83.0,173.0,53.0,NA,NA,8.0,258.0,0.0,163.0,183.0,6.0,50.0,1.0,38.0,94.0,4.0
DDD,2013B,440499,M,London Region,HE Qualification,30-40%,55<=,0,60,N,Pass,-50.0,NA,23.0,70.0,51.0,85.0,79.0,91.0,116.0,67.0,150.0,70.0,NA,NA,229.0,60.0,25.0,90.0,54.0,94.0,81.0,86.0,117.0,68.0,152.0,89.0,173.0,64.0,NA,NA,20.0,110.0,0.0,353.0,176.0,12.0,88.0,1.0,135.0,208.0,89.0
DDD,2013B,440857,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,N,Withdrawn,-106.0,86.0,31.0,16.0,52.0,34.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,16.0,0.0,66.0,118.0,0.0,4.0,1.0,41.0,38.0,34.0
DDD,2013B,441113,M,South Region,Lower Than A Level,90-100%,0-35,0,75,N,Pass,-58.0,NA,24.0,88.0,52.0,89.0,80.0,87.0,115.0,65.0,NA,NA,NA,NA,230.0,56.0,25.0,83.0,54.0,94.0,81.0,94.0,117.0,78.0,NA,NA,173.0,81.0,NA,NA,12.0,283.0,0.0,259.0,128.0,6.0,96.0,1.0,87.0,197.0,54.0
DDD,2013B,441132,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,-68.0,NA,22.0,84.0,52.0,74.0,79.0,80.0,114.0,60.0,NA,NA,199.0,70.0,229.0,53.0,25.0,73.0,54.0,94.0,81.0,92.0,117.0,35.0,NA,NA,173.0,56.0,NA,NA,27.0,836.0,110.0,345.0,131.0,4.0,99.0,1.0,68.0,450.0,63.0
DDD,2013B,441201,M,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-93.0,NA,17.0,80.0,53.0,76.0,79.0,79.0,112.0,84.0,143.0,77.0,196.0,75.0,231.0,51.0,25.0,87.0,54.0,83.0,81.0,86.0,117.0,95.0,152.0,87.0,173.0,92.0,209.0,79.0,70.0,567.0,0.0,530.0,113.0,24.0,96.0,3.0,115.0,627.0,46.0
DDD,2013B,441302,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-23.0,NA,39.0,87.0,53.0,85.0,81.0,89.0,123.0,92.0,157.0,83.0,200.0,90.0,229.0,76.0,25.0,70.0,54.0,94.0,81.0,89.0,117.0,88.0,152.0,89.0,173.0,75.0,209.0,79.0,30.0,115.0,0.0,313.0,279.0,1.0,87.0,1.0,54.0,279.0,66.0
DDD,2013B,441389,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-16.0,NA,24.0,78.0,52.0,84.0,80.0,92.0,116.0,73.0,151.0,93.0,200.0,71.0,230.0,51.0,25.0,90.0,54.0,92.0,81.0,81.0,117.0,98.0,152.0,94.0,173.0,81.0,209.0,76.0,30.0,675.0,0.0,660.0,70.0,10.0,116.0,6.0,70.0,134.0,54.0
DDD,2013B,442131,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-22.0,NA,21.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,146.0,0.0,120.0,22.0,2.0,4.0,0.0,26.0,43.0,15.0
DDD,2013B,442545,F,Wales,HE Qualification,60-70%,35-55,0,60,N,Pass,-52.0,NA,18.0,92.0,50.0,94.0,78.0,94.0,114.0,86.0,150.0,63.0,200.0,42.0,230.0,60.0,25.0,83.0,54.0,86.0,81.0,89.0,117.0,85.0,152.0,94.0,NA,NA,209.0,75.0,44.0,449.0,1.0,369.0,204.0,3.0,231.0,0.0,95.0,517.0,56.0
DDD,2013B,442865,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-28.0,NA,23.0,80.0,53.0,68.0,80.0,66.0,116.0,67.0,151.0,32.0,NA,NA,231.0,47.0,25.0,97.0,54.0,100.0,81.0,81.0,117.0,90.0,152.0,93.0,173.0,94.0,209.0,68.0,15.0,483.0,0.0,389.0,193.0,39.0,59.0,32.0,82.0,553.0,74.0
DDD,2013B,442886,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-51.0,NA,24.0,91.0,53.0,71.0,81.0,91.0,116.0,34.0,151.0,46.0,200.0,32.0,230.0,51.0,25.0,73.0,54.0,97.0,81.0,56.0,117.0,60.0,152.0,63.0,173.0,94.0,209.0,40.0,31.0,657.0,18.0,635.0,126.0,27.0,160.0,6.0,113.0,401.0,90.0
