code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34860_date,34860_score,34861_date,34861_score,34862_date,34862_score,34863_date,34863_score,34864_date,34864_score,34865_date,34865_score,34866_date,34866_score,34867_date,34867_score,34868_date,34868_score,34869_date,34869_score,34870_date,34870_score,34871_date,34871_score,clicks_dataplus,clicks_dualpane,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
FFF,2013B,345064,M,Ireland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-53.0,NA,19.0,80.0,46.0,92.0,88.0,82.0,130.0,85.0,169.0,86.0,30.0,86.0,31.0,94.0,87.0,87.0,126.0,90.0,172.0,81.0,208.0,82.0,207.0,93.0,31.0,10.0,1248.0,2.0,1378.0,2305.0,28.0,59.0,10.0,22.0,708.0,39.0,429.0,74.0
FFF,2013B,346207,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-53.0,NA,19.0,74.0,47.0,72.0,88.0,78.0,127.0,80.0,165.0,83.0,185.0,89.0,185.0,97.0,185.0,87.0,185.0,80.0,210.0,91.0,210.0,84.0,207.0,87.0,28.0,10.0,277.0,0.0,351.0,1601.0,5.0,19.0,26.0,39.0,479.0,44.0,254.0,39.0
FFF,2013B,346853,M,North Western Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-18.0,NA,19.0,82.0,47.0,84.0,93.0,85.0,NA,NA,NA,NA,73.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,21.0,424.0,0.0,190.0,1099.0,9.0,139.0,13.0,10.0,125.0,21.0,215.0,22.0
FFF,2013B,347410,F,Wales,Lower Than A Level,0-10%,0-35,0,135,N,Withdrawn,-123.0,-53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,348159,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-29.0,NA,15.0,88.0,45.0,84.0,85.0,99.0,120.0,96.0,162.0,96.0,66.0,91.0,60.0,91.0,66.0,97.0,123.0,93.0,150.0,96.0,184.0,94.0,184.0,99.0,10.0,3.0,502.0,0.0,543.0,1401.0,7.0,43.0,13.0,17.0,586.0,40.0,297.0,45.0
FFF,2013B,348986,M,Ireland,A Level or Equivalent,NA,0-35,0,60,N,Pass,-22.0,NA,19.0,72.0,46.0,56.0,88.0,78.0,130.0,77.0,165.0,92.0,68.0,79.0,70.0,80.0,95.0,76.0,128.0,88.0,167.0,78.0,222.0,67.0,217.0,73.0,2.0,0.0,157.0,0.0,407.0,1412.0,1.0,25.0,7.0,13.0,613.0,61.0,271.0,51.0
FFF,2013B,349359,M,North Region,HE Qualification,NA,35-55,0,180,N,Withdrawn,-30.0,56.0,12.0,72.0,44.0,86.0,NA,NA,NA,NA,NA,NA,33.0,78.0,37.0,96.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,277.0,0.0,181.0,128.0,0.0,11.0,11.0,16.0,178.0,24.0,152.0,20.0
FFF,2013B,349908,M,East Anglian Region,HE Qualification,40-50%,35-55,1,120,N,Pass,-64.0,NA,18.0,96.0,46.0,66.0,98.0,74.0,131.0,62.0,166.0,79.0,147.0,79.0,215.0,75.0,216.0,56.0,216.0,75.0,216.0,61.0,217.0,56.0,216.0,64.0,6.0,0.0,360.0,0.0,278.0,740.0,60.0,5.0,2.0,4.0,680.0,43.0,226.0,37.0
FFF,2013B,350660,F,London Region,HE Qualification,0-10%,35-55,0,60,N,Pass,-52.0,NA,9.0,86.0,42.0,82.0,85.0,76.0,125.0,88.0,161.0,83.0,61.0,80.0,61.0,81.0,84.0,84.0,107.0,82.0,150.0,73.0,207.0,76.0,198.0,79.0,11.0,8.0,737.0,0.0,794.0,2249.0,4.0,42.0,11.0,13.0,635.0,39.0,451.0,35.0
FFF,2013B,351034,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-132.0,NA,18.0,92.0,47.0,86.0,87.0,89.0,130.0,96.0,165.0,85.0,214.0,79.0,214.0,92.0,214.0,82.0,214.0,93.0,214.0,86.0,214.0,83.0,214.0,90.0,47.0,6.0,590.0,0.0,994.0,2618.0,2.0,23.0,16.0,25.0,892.0,51.0,460.0,52.0
FFF,2013B,351378,F,London Region,HE Qualification,30-40%,0-35,0,60,N,Fail,-27.0,NA,19.0,58.0,47.0,66.0,NA,NA,NA,NA,NA,NA,45.0,81.0,87.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,6.0,306.0,0.0,213.0,347.0,6.0,9.0,22.0,5.0,196.0,22.0,171.0,27.0
FFF,2013B,351500,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,-90.0,NA,18.0,80.0,46.0,90.0,88.0,72.0,134.0,56.0,172.0,64.0,128.0,84.0,184.0,86.0,207.0,79.0,209.0,77.0,184.0,78.0,207.0,74.0,200.0,84.0,17.0,8.0,293.0,0.0,468.0,1638.0,88.0,36.0,16.0,21.0,893.0,53.0,302.0,36.0
FFF,2013B,352152,M,North Region,A Level or Equivalent,40-50%,35-55,0,90,N,Withdrawn,-58.0,-10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,6.0,0.0,85.0,265.0,0.0,9.0,8.0,0.0,53.0,11.0,66.0,12.0
FFF,2013B,353018,M,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-74.0,NA,19.0,98.0,46.0,84.0,89.0,78.0,130.0,71.0,166.0,76.0,213.0,86.0,213.0,87.0,213.0,73.0,213.0,72.0,213.0,74.0,213.0,55.0,213.0,74.0,0.0,0.0,291.0,0.0,280.0,830.0,22.0,8.0,5.0,0.0,579.0,25.0,201.0,34.0
FFF,2013B,353221,M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-36.0,NA,15.0,72.0,48.0,60.0,85.0,76.0,130.0,84.0,165.0,78.0,198.0,78.0,198.0,86.0,221.0,55.0,220.0,71.0,220.0,57.0,221.0,69.0,221.0,61.0,0.0,0.0,147.0,0.0,132.0,342.0,1.0,3.0,2.0,0.0,712.0,20.0,152.0,23.0
FFF,2013B,354171,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,-58.0,NA,9.0,86.0,53.0,72.0,88.0,82.0,141.0,83.0,165.0,88.0,173.0,97.0,172.0,98.0,171.0,91.0,168.0,92.0,167.0,88.0,175.0,88.0,182.0,87.0,29.0,15.0,207.0,0.0,399.0,2648.0,24.0,35.0,9.0,4.0,684.0,60.0,486.0,51.0
FFF,2013B,354173,M,South West Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,-11.0,135.0,16.0,82.0,46.0,68.0,93.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,193.0,0.0,161.0,170.0,6.0,3.0,11.0,0.0,43.0,15.0,161.0,9.0
FFF,2013B,354992,M,South Region,Lower Than A Level,20-30%,0-35,0,270,N,Fail,5.0,NA,19.0,80.0,47.0,64.0,89.0,74.0,131.0,96.0,NA,NA,39.0,87.0,223.0,43.0,223.0,63.0,223.0,72.0,223.0,76.0,223.0,65.0,223.0,63.0,0.0,2.0,167.0,0.0,184.0,344.0,2.0,8.0,8.0,0.0,598.0,23.0,105.0,12.0
FFF,2013B,355143,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,150,N,Pass,-27.0,NA,NA,NA,47.0,52.0,89.0,58.0,131.0,59.0,166.0,77.0,45.0,70.0,84.0,92.0,210.0,75.0,210.0,70.0,213.0,65.0,215.0,82.0,213.0,81.0,9.0,0.0,165.0,0.0,254.0,1080.0,1.0,13.0,9.0,25.0,744.0,55.0,298.0,48.0
FFF,2013B,355149,M,South East Region,A Level or Equivalent,20-30%,35-55,0,180,Y,Withdrawn,-260.0,-220.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,355663,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,2,60,N,Fail,-60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,13.0,0.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
FFF,2013B,355738,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-71.0,NA,-5.0,76.0,27.0,64.0,89.0,80.0,118.0,83.0,164.0,79.0,24.0,88.0,24.0,88.0,87.0,85.0,111.0,72.0,164.0,93.0,208.0,87.0,200.0,78.0,33.0,8.0,122.0,0.0,363.0,1371.0,0.0,31.0,12.0,17.0,547.0,37.0,213.0,18.0
FFF,2013B,357219,F,London Region,A Level or Equivalent,50-60%,0-35,1,120,N,Pass,-21.0,NA,19.0,92.0,47.0,76.0,89.0,84.0,131.0,80.0,166.0,86.0,122.0,99.0,199.0,78.0,213.0,77.0,220.0,62.0,220.0,71.0,223.0,66.0,223.0,61.0,25.0,15.0,662.0,1.0,1450.0,3215.0,40.0,70.0,35.0,26.0,1148.0,125.0,548.0,51.0
FFF,2013B,357297,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,1,120,N,Pass,-36.0,NA,18.0,72.0,47.0,58.0,89.0,53.0,131.0,66.0,165.0,66.0,17.0,100.0,185.0,99.0,186.0,75.0,186.0,80.0,187.0,86.0,213.0,91.0,187.0,78.0,0.0,0.0,179.0,0.0,223.0,943.0,11.0,2.0,9.0,0.0,873.0,34.0,205.0,34.0
FFF,2013B,358808,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-22.0,NA,22.0,72.0,46.0,74.0,NA,NA,NA,NA,NA,NA,17.0,78.0,179.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,128.0,0.0,53.0,27.0,0.0,0.0,3.0,0.0,183.0,15.0,44.0,4.0
FFF,2013B,359156,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Distinction,-29.0,NA,18.0,86.0,46.0,94.0,89.0,95.0,117.0,92.0,165.0,95.0,19.0,86.0,45.0,91.0,69.0,86.0,90.0,87.0,130.0,91.0,167.0,86.0,164.0,90.0,43.0,5.0,721.0,0.0,813.0,1329.0,16.0,37.0,32.0,42.0,1559.0,92.0,527.0,71.0
FFF,2013B,359417,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-58.0,NA,18.0,62.0,46.0,60.0,95.0,61.0,130.0,59.0,162.0,87.0,171.0,78.0,180.0,66.0,178.0,63.0,180.0,71.0,180.0,67.0,180.0,67.0,180.0,67.0,0.0,6.0,424.0,0.0,449.0,1160.0,38.0,122.0,17.0,8.0,1548.0,44.0,331.0,17.0
FFF,2013B,359640,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-109.0,NA,16.0,92.0,43.0,82.0,88.0,76.0,129.0,76.0,164.0,71.0,26.0,77.0,39.0,86.0,82.0,72.0,103.0,89.0,139.0,75.0,161.0,65.0,159.0,75.0,1.0,7.0,555.0,0.0,556.0,1852.0,10.0,47.0,11.0,17.0,754.0,60.0,470.0,26.0
FFF,2013B,359883,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-1.0,NA,18.0,64.0,44.0,82.0,89.0,61.0,131.0,75.0,165.0,85.0,39.0,86.0,42.0,99.0,150.0,78.0,150.0,87.0,207.0,85.0,207.0,76.0,207.0,85.0,0.0,10.0,246.0,0.0,688.0,2096.0,4.0,29.0,11.0,15.0,733.0,94.0,473.0,32.0
FFF,2013B,360024,F,Scotland,Lower Than A Level,20-30%,0-35,1,180,N,Withdrawn,-117.0,174.0,19.0,78.0,47.0,64.0,108.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,301.0,0.0,231.0,241.0,18.0,0.0,3.0,0.0,58.0,28.0,171.0,37.0
FFF,2013B,360726,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-102.0,NA,18.0,66.0,46.0,68.0,88.0,84.0,130.0,68.0,165.0,89.0,47.0,73.0,59.0,85.0,98.0,82.0,143.0,79.0,164.0,89.0,222.0,74.0,203.0,77.0,19.0,21.0,441.0,2.0,683.0,1767.0,18.0,93.0,26.0,26.0,815.0,88.0,403.0,59.0
FFF,2013B,361837,M,Wales,HE Qualification,60-70%,35-55,1,210,N,Withdrawn,-108.0,87.0,20.0,92.0,47.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,135.0,0.0,210.0,435.0,10.0,11.0,9.0,12.0,136.0,36.0,212.0,27.0
FFF,2013B,362356,M,London Region,A Level or Equivalent,10-20,35-55,2,120,N,Withdrawn,-36.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,362668,F,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,-92.0,NA,19.0,60.0,47.0,80.0,95.0,91.0,131.0,71.0,174.0,78.0,209.0,88.0,209.0,97.0,209.0,87.0,210.0,93.0,210.0,94.0,214.0,93.0,214.0,76.0,1.0,1.0,283.0,0.0,206.0,1637.0,2.0,5.0,10.0,0.0,580.0,36.0,179.0,18.0
FFF,2013B,363749,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-78.0,NA,8.0,96.0,38.0,96.0,76.0,96.0,112.0,94.0,159.0,92.0,10.0,96.0,37.0,95.0,73.0,100.0,117.0,99.0,150.0,84.0,201.0,90.0,200.0,91.0,32.0,6.0,558.0,0.0,1091.0,3247.0,3.0,23.0,26.0,26.0,1127.0,34.0,673.0,52.0
FFF,2013B,366492,M,London Region,A Level or Equivalent,60-70%,35-55,0,90,N,Pass,-24.0,NA,18.0,62.0,58.0,32.0,95.0,79.0,130.0,58.0,165.0,80.0,180.0,93.0,180.0,96.0,189.0,85.0,181.0,84.0,189.0,79.0,223.0,81.0,193.0,69.0,5.0,6.0,73.0,0.0,280.0,1240.0,6.0,10.0,11.0,3.0,676.0,70.0,271.0,46.0
FFF,2013B,366649,F,South East Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-66.0,NA,23.0,88.0,46.0,84.0,NA,NA,NA,NA,NA,NA,89.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,260.0,0.0,730.0,1528.0,28.0,46.0,11.0,9.0,137.0,35.0,314.0,32.0
FFF,2013B,366836,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,210,Y,Withdrawn,-9.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,7.0,0.0,12.0,32.0,0.0,0.0,2.0,0.0,36.0,7.0,21.0,0.0
FFF,2013B,367696,M,East Anglian Region,A Level or Equivalent,10-20,0-35,2,60,N,Fail,-23.0,NA,19.0,82.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,20.0,0.0,18.0,43.0,0.0,0.0,1.0,0.0,2.0,4.0,16.0,2.0
FFF,2013B,368507,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-29.0,NA,16.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,46.0,0.0,30.0,36.0,3.0,0.0,1.0,0.0,0.0,13.0,26.0,2.0
FFF,2013B,368886,M,London Region,HE Qualification,10-20,0-35,0,180,N,Fail,-22.0,NA,5.0,92.0,46.0,92.0,89.0,92.0,131.0,87.0,166.0,68.0,10.0,97.0,28.0,99.0,77.0,88.0,150.0,94.0,150.0,87.0,222.0,80.0,222.0,69.0,0.0,4.0,1095.0,0.0,926.0,1469.0,11.0,119.0,19.0,20.0,626.0,60.0,409.0,37.0
FFF,2013B,369811,M,North Region,HE Qualification,40-50%,0-35,1,150,N,Pass,-106.0,NA,18.0,76.0,47.0,72.0,89.0,72.0,131.0,71.0,166.0,91.0,184.0,74.0,185.0,78.0,224.0,57.0,222.0,61.0,224.0,61.0,181.0,66.0,224.0,63.0,0.0,4.0,226.0,0.0,594.0,1544.0,14.0,15.0,10.0,19.0,695.0,53.0,393.0,26.0
FFF,2013B,370312,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,-22.0,NA,19.0,94.0,47.0,82.0,89.0,77.0,131.0,74.0,166.0,79.0,52.0,86.0,123.0,76.0,124.0,55.0,213.0,67.0,213.0,57.0,223.0,69.0,213.0,47.0,0.0,0.0,527.0,0.0,235.0,875.0,7.0,13.0,16.0,14.0,1215.0,26.0,286.0,30.0
FFF,2013B,371169,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-53.0,137.0,18.0,80.0,47.0,78.0,107.0,71.0,NA,NA,NA,NA,47.0,81.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,641.0,0.0,166.0,277.0,13.0,10.0,5.0,0.0,170.0,43.0,118.0,6.0
FFF,2013B,371787,F,Ireland,Post Graduate Qualification,NA,0-35,0,60,N,Pass,-25.0,NA,19.0,80.0,46.0,88.0,88.0,92.0,136.0,60.0,165.0,86.0,17.0,64.0,37.0,79.0,52.0,73.0,95.0,74.0,133.0,75.0,199.0,58.0,156.0,56.0,53.0,10.0,1612.0,0.0,1287.0,2124.0,36.0,17.0,12.0,36.0,971.0,80.0,626.0,70.0
FFF,2013B,371810,M,Wales,Lower Than A Level,0-10%,35-55,1,120,N,Withdrawn,-60.0,143.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,13.0,0.0,23.0,30.0,0.0,0.0,1.0,0.0,0.0,3.0,15.0,2.0
FFF,2013B,373135,M,South West Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-30.0,NA,18.0,100.0,47.0,76.0,87.0,92.0,127.0,64.0,166.0,90.0,11.0,86.0,220.0,91.0,220.0,79.0,220.0,79.0,220.0,79.0,220.0,84.0,220.0,67.0,0.0,1.0,154.0,0.0,296.0,728.0,3.0,5.0,12.0,6.0,701.0,33.0,159.0,15.0
FFF,2013B,373613,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,-25.0,NA,20.0,80.0,46.0,74.0,96.0,65.0,131.0,57.0,176.0,62.0,154.0,71.0,154.0,86.0,172.0,82.0,172.0,78.0,172.0,79.0,208.0,57.0,224.0,72.0,0.0,1.0,105.0,0.0,237.0,1067.0,1.0,6.0,4.0,7.0,757.0,31.0,178.0,25.0
FFF,2013B,376109,F,North Western Region,A Level or Equivalent,10-20,0-35,1,60,N,Fail,-72.0,NA,16.0,72.0,45.0,76.0,88.0,72.0,NA,NA,NA,NA,40.0,88.0,47.0,95.0,97.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,376.0,0.0,349.0,584.0,12.0,67.0,10.0,4.0,447.0,21.0,167.0,17.0
FFF,2013B,377046,F,South East Region,Lower Than A Level,80-90%,35-55,0,90,N,Withdrawn,-137.0,94.0,18.0,92.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,334.0,0.0,124.0,206.0,5.0,4.0,5.0,0.0,25.0,17.0,80.0,12.0
FFF,2013B,377244,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-117.0,NA,18.0,94.0,46.0,90.0,88.0,82.0,130.0,88.0,165.0,83.0,88.0,89.0,88.0,96.0,180.0,81.0,180.0,91.0,192.0,86.0,207.0,85.0,207.0,89.0,0.0,3.0,232.0,0.0,328.0,1443.0,16.0,24.0,3.0,6.0,686.0,36.0,269.0,24.0
FFF,2013B,377274,M,London Region,No Formal quals,10-20,0-35,0,60,N,Pass,-16.0,NA,19.0,92.0,46.0,58.0,89.0,96.0,131.0,94.0,165.0,89.0,17.0,88.0,54.0,98.0,101.0,81.0,128.0,78.0,213.0,83.0,213.0,89.0,213.0,89.0,4.0,2.0,154.0,0.0,162.0,535.0,5.0,20.0,7.0,9.0,570.0,28.0,143.0,16.0
FFF,2013B,378884,M,South West Region,Lower Than A Level,30-40%,0-35,1,210,N,Pass,-52.0,NA,15.0,84.0,NA,NA,87.0,82.0,124.0,91.0,164.0,89.0,89.0,96.0,132.0,88.0,189.0,91.0,194.0,81.0,213.0,84.0,213.0,86.0,213.0,85.0,0.0,4.0,437.0,0.0,409.0,1124.0,24.0,30.0,7.0,4.0,807.0,41.0,186.0,29.0
FFF,2013B,378950,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-44.0,NA,17.0,90.0,46.0,88.0,101.0,93.0,128.0,94.0,164.0,96.0,47.0,85.0,59.0,95.0,95.0,95.0,136.0,85.0,164.0,86.0,220.0,83.0,214.0,95.0,49.0,11.0,608.0,0.0,822.0,1861.0,2.0,65.0,26.0,46.0,598.0,44.0,452.0,61.0
FFF,2013B,379234,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-16.0,NA,19.0,70.0,46.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,46.0,0.0,52.0,125.0,0.0,2.0,2.0,0.0,42.0,5.0,55.0,2.0
FFF,2013B,379558,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-16.0,NA,27.0,60.0,59.0,78.0,106.0,73.0,155.0,NA,187.0,51.0,213.0,82.0,213.0,77.0,213.0,76.0,213.0,77.0,158.0,86.0,213.0,76.0,213.0,69.0,18.0,3.0,477.0,0.0,680.0,2806.0,29.0,39.0,13.0,18.0,838.0,34.0,462.0,33.0
FFF,2013B,381365,M,North Western Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,-123.0,154.0,19.0,86.0,50.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,153.0,0.0,112.0,379.0,0.0,47.0,12.0,0.0,92.0,10.0,118.0,14.0
FFF,2013B,382086,F,South East Region,Lower Than A Level,90-100%,0-35,0,180,N,Withdrawn,-27.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,382160,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,180,N,Withdrawn,-134.0,159.0,19.0,88.0,47.0,48.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,77.0,0.0,55.0,53.0,12.0,0.0,6.0,0.0,6.0,11.0,58.0,6.0
FFF,2013B,383018,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,1,135,N,Fail,-44.0,NA,19.0,76.0,46.0,82.0,NA,NA,NA,NA,NA,NA,20.0,76.0,30.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,136.0,0.0,79.0,269.0,0.0,8.0,2.0,11.0,224.0,24.0,85.0,11.0
FFF,2013B,383316,M,South West Region,Lower Than A Level,80-90%,35-55,1,120,N,Pass,-25.0,NA,17.0,84.0,46.0,90.0,88.0,87.0,129.0,85.0,170.0,88.0,13.0,98.0,28.0,96.0,75.0,97.0,109.0,93.0,146.0,84.0,178.0,96.0,185.0,68.0,22.0,17.0,493.0,0.0,716.0,2242.0,49.0,50.0,17.0,30.0,2101.0,54.0,645.0,55.0
FFF,2013B,383388,F,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-34.0,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,86.0,0.0,64.0,35.0,0.0,0.0,5.0,0.0,2.0,14.0,44.0,9.0
FFF,2013B,383541,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-23.0,NA,16.0,60.0,46.0,70.0,88.0,73.0,129.0,72.0,166.0,76.0,42.0,82.0,62.0,89.0,110.0,81.0,112.0,89.0,202.0,78.0,217.0,78.0,216.0,69.0,28.0,23.0,431.0,0.0,582.0,2357.0,3.0,27.0,36.0,38.0,976.0,47.0,600.0,39.0
FFF,2013B,383558,M,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-34.0,NA,18.0,92.0,46.0,76.0,89.0,77.0,130.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,210.0,0.0,159.0,229.0,0.0,6.0,7.0,1.0,4.0,40.0,140.0,18.0
FFF,2013B,383748,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail,-16.0,NA,18.0,56.0,47.0,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,193.0,0.0,115.0,388.0,12.0,34.0,2.0,6.0,126.0,25.0,148.0,24.0
FFF,2013B,383907,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,1,120,N,Pass,-29.0,NA,5.0,98.0,42.0,84.0,99.0,88.0,125.0,85.0,163.0,83.0,26.0,92.0,42.0,93.0,55.0,77.0,112.0,71.0,140.0,68.0,154.0,75.0,154.0,67.0,20.0,11.0,676.0,0.0,1009.0,2351.0,12.0,48.0,17.0,34.0,1484.0,57.0,637.0,95.0
FFF,2013B,383946,M,East Midlands Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,-30.0,NA,17.0,82.0,47.0,74.0,89.0,49.0,138.0,62.0,165.0,57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,212.0,0.0,211.0,197.0,46.0,1.0,8.0,6.0,409.0,25.0,167.0,17.0
FFF,2013B,384866,F,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-23.0,NA,16.0,84.0,46.0,76.0,87.0,75.0,129.0,79.0,173.0,91.0,101.0,72.0,175.0,75.0,192.0,49.0,208.0,71.0,215.0,85.0,220.0,66.0,220.0,78.0,4.0,1.0,322.0,0.0,452.0,986.0,55.0,10.0,10.0,0.0,731.0,69.0,328.0,29.0
