code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34886_date,34886_score,34887_date,34887_score,34888_date,34888_score,34889_date,34889_score,34890_date,34890_score,34891_date,34891_score,34892_date,34892_score,34893_date,34893_score,34894_date,34894_score,34895_date,34895_score,34896_date,34896_score,34897_date,34897_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
FFF,2014B,436481,M,South East Region,HE Qualification,50-60%,35-55,0,60,N,Pass,-24.0,NA,20.0,74.0,46.0,74.0,94.0,66.0,129.0,57.0,177.0,61.0,11.0,60.0,11.0,62.0,52.0,53.0,95.0,58.0,95.0,58.0,163.0,45.0,163.0,57.0,0.0,0.0,8.0,112.0,0.0,242.0,0.0,732.0,0.0,5.0,1.0,818.0,41.0,366.0,26.0
FFF,2014B,436590,F,Scotland,A Level or Equivalent,0-10%,0-35,0,75,N,Pass,-141.0,NA,23.0,90.0,49.0,90.0,84.0,75.0,123.0,75.0,165.0,82.0,140.0,88.0,53.0,96.0,140.0,92.0,140.0,93.0,177.0,86.0,202.0,94.0,202.0,97.0,16.0,1.0,3.0,458.0,0.0,478.0,2.0,1821.0,87.0,8.0,43.0,1126.0,40.0,355.0,31.0
FFF,2014B,437303,M,North Western Region,A Level or Equivalent,80-90%,0-35,2,60,N,Withdrawn,-185.0,-145.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,437529,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,-57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,66.0,0.0,70.0,0.0,100.0,5.0,5.0,0.0,54.0,7.0,62.0,8.0
FFF,2014B,438796,M,South Region,Post Graduate Qualification,90-100%,35-55,0,120,N,Pass,-25.0,NA,17.0,90.0,51.0,88.0,86.0,63.0,128.0,76.0,167.0,91.0,12.0,94.0,37.0,94.0,150.0,63.0,150.0,77.0,178.0,67.0,178.0,80.0,178.0,74.0,0.0,0.0,5.0,385.0,0.0,485.0,5.0,1555.0,54.0,24.0,9.0,715.0,31.0,304.0,26.0
FFF,2014B,439433,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-103.0,NA,27.0,72.0,51.0,84.0,86.0,90.0,129.0,79.0,171.0,80.0,229.0,81.0,229.0,92.0,229.0,44.0,229.0,74.0,229.0,78.0,229.0,57.0,229.0,54.0,0.0,0.0,2.0,340.0,0.0,522.0,2.0,1375.0,1.0,4.0,9.0,552.0,14.0,209.0,16.0
FFF,2014B,439633,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,-141.0,NA,19.0,86.0,48.0,80.0,84.0,69.0,124.0,86.0,169.0,80.0,23.0,85.0,27.0,73.0,68.0,60.0,97.0,52.0,119.0,58.0,180.0,54.0,186.0,48.0,0.0,1.0,3.0,897.0,1.0,741.0,11.0,1151.0,55.0,10.0,4.0,1408.0,51.0,338.0,54.0
FFF,2014B,439896,M,South Region,Lower Than A Level,70-80%,0-35,1,90,N,Withdrawn,-73.0,170.0,17.0,86.0,52.0,60.0,87.0,80.0,129.0,65.0,172.0,NA,62.0,76.0,117.0,81.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,151.0,0.0,192.0,0.0,594.0,35.0,9.0,3.0,199.0,13.0,115.0,7.0
FFF,2014B,440559,M,South West Region,HE Qualification,30-40%,35-55,0,120,N,Pass,-29.0,NA,19.0,72.0,51.0,78.0,85.0,43.0,128.0,42.0,168.0,81.0,46.0,80.0,66.0,72.0,146.0,77.0,167.0,59.0,195.0,59.0,224.0,65.0,226.0,61.0,7.0,0.0,4.0,601.0,0.0,377.0,6.0,1436.0,20.0,13.0,4.0,1127.0,35.0,302.0,36.0
FFF,2014B,441073,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-16.0,NA,30.0,48.0,52.0,46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,60.0,0.0,34.0,1.0,227.0,4.0,3.0,0.0,0.0,8.0,37.0,0.0
FFF,2014B,442753,M,North Western Region,A Level or Equivalent,0-10%,0-35,2,210,N,Withdrawn,-285.0,185.0,15.0,78.0,47.0,40.0,NA,NA,NA,NA,NA,NA,5.0,85.0,41.0,81.0,56.0,63.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,135.0,0.0,348.0,0.0,207.0,0.0,10.0,0.0,971.0,37.0,272.0,17.0
FFF,2014B,442819,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-104.0,-12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,443007,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-93.0,NA,20.0,94.0,51.0,90.0,84.0,89.0,116.0,92.0,169.0,95.0,53.0,77.0,98.0,95.0,166.0,66.0,166.0,79.0,175.0,77.0,193.0,84.0,188.0,83.0,6.0,1.0,3.0,335.0,1.0,510.0,0.0,1237.0,31.0,21.0,20.0,1698.0,30.0,459.0,38.0
FFF,2014B,444574,M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-65.0,NA,22.0,90.0,52.0,74.0,123.0,45.0,128.0,42.0,171.0,31.0,227.0,68.0,227.0,73.0,229.0,46.0,228.0,45.0,228.0,46.0,228.0,51.0,228.0,55.0,0.0,0.0,0.0,180.0,0.0,400.0,3.0,1351.0,56.0,6.0,11.0,910.0,51.0,412.0,52.0
FFF,2014B,444718,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-15.0,NA,24.0,64.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,26.0,0.0,63.0,0.0,121.0,0.0,3.0,0.0,80.0,13.0,51.0,4.0
FFF,2014B,445605,M,London Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn,-17.0,38.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,22.0,0.0,97.0,0.0,65.0,1.0,13.0,0.0,2.0,15.0,84.0,2.0
FFF,2014B,445818,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,Y,Fail,-92.0,NA,21.0,90.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.0,341.0,0.0,151.0,0.0,187.0,18.0,11.0,6.0,13.0,19.0,131.0,13.0
FFF,2014B,445947,M,Scotland,Lower Than A Level,70-80%,0-35,0,120,N,Fail,-24.0,NA,23.0,68.0,46.0,70.0,86.0,54.0,122.0,91.0,166.0,87.0,153.0,86.0,161.0,88.0,171.0,75.0,175.0,66.0,185.0,83.0,195.0,65.0,194.0,79.0,13.0,0.0,1.0,41.0,0.0,138.0,0.0,1586.0,12.0,7.0,3.0,741.0,18.0,103.0,17.0
FFF,2014B,447036,M,East Anglian Region,Lower Than A Level,80-90%,0-35,3,150,N,Withdrawn,-172.0,-134.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,465175,M,Scotland,Lower Than A Level,60-70%,0-35,2,60,N,Pass,-93.0,NA,NA,NA,NA,NA,92.0,76.0,131.0,51.0,185.0,63.0,97.0,78.0,172.0,69.0,226.0,63.0,226.0,60.0,226.0,64.0,226.0,59.0,226.0,61.0,0.0,0.0,4.0,46.0,0.0,111.0,0.0,297.0,1.0,0.0,0.0,621.0,12.0,83.0,18.0
FFF,2014B,465421,M,West Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-17.0,NA,22.0,62.0,50.0,66.0,87.0,69.0,124.0,70.0,170.0,76.0,13.0,65.0,199.0,90.0,199.0,65.0,199.0,68.0,207.0,55.0,207.0,80.0,207.0,77.0,0.0,0.0,0.0,143.0,0.0,261.0,0.0,751.0,5.0,5.0,6.0,646.0,16.0,146.0,12.0
FFF,2014B,466347,M,Ireland,A Level or Equivalent,0-10%,0-35,2,60,N,Fail,-34.0,NA,23.0,82.0,52.0,82.0,87.0,56.0,136.0,30.0,NA,NA,220.0,84.0,226.0,79.0,221.0,81.0,222.0,75.0,224.0,79.0,NA,NA,NA,NA,0.0,0.0,0.0,24.0,0.0,58.0,0.0,339.0,0.0,4.0,0.0,323.0,14.0,84.0,0.0
FFF,2014B,466576,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,75,N,Fail,-29.0,NA,23.0,66.0,52.0,66.0,87.0,60.0,139.0,85.0,209.0,16.0,181.0,74.0,188.0,88.0,194.0,89.0,NA,NA,NA,NA,214.0,81.0,NA,NA,0.0,0.0,3.0,54.0,0.0,112.0,0.0,602.0,9.0,0.0,0.0,435.0,18.0,112.0,2.0
FFF,2014B,467582,M,South Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,-13.0,NA,20.0,72.0,50.0,78.0,86.0,79.0,125.0,87.0,170.0,91.0,26.0,80.0,48.0,91.0,80.0,80.0,110.0,72.0,136.0,81.0,199.0,64.0,199.0,56.0,21.0,1.0,2.0,399.0,3.0,439.0,11.0,2847.0,60.0,15.0,39.0,678.0,54.0,532.0,54.0
FFF,2014B,468730,M,East Midlands Region,A Level or Equivalent,10-20,0-35,1,60,Y,Fail,-147.0,NA,23.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,733.0,0.0,186.0,0.0,320.0,18.0,3.0,6.0,86.0,9.0,75.0,3.0
FFF,2014B,469977,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Pass,-20.0,NA,18.0,100.0,51.0,64.0,86.0,96.0,128.0,68.0,169.0,91.0,17.0,70.0,18.0,85.0,87.0,66.0,101.0,81.0,144.0,57.0,150.0,59.0,150.0,65.0,0.0,0.0,6.0,404.0,0.0,249.0,18.0,1027.0,57.0,22.0,4.0,669.0,211.0,293.0,28.0
FFF,2014B,470619,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-34.0,NA,23.0,92.0,51.0,86.0,87.0,82.0,NA,NA,171.0,63.0,5.0,97.0,55.0,97.0,95.0,80.0,194.0,74.0,213.0,70.0,226.0,46.0,226.0,63.0,0.0,0.0,2.0,361.0,0.0,473.0,10.0,1104.0,3.0,6.0,0.0,1378.0,60.0,395.0,29.0
FFF,2014B,472120,M,North Region,A Level or Equivalent,10-20,0-35,2,60,N,Pass,-115.0,NA,24.0,70.0,52.0,50.0,86.0,42.0,136.0,46.0,171.0,76.0,10.0,75.0,33.0,68.0,73.0,58.0,97.0,57.0,165.0,69.0,179.0,50.0,179.0,50.0,1.0,0.0,3.0,140.0,0.0,379.0,2.0,1167.0,26.0,7.0,3.0,704.0,20.0,213.0,30.0
FFF,2014B,472341,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,Fail,-25.0,NA,23.0,88.0,52.0,72.0,NA,NA,NA,NA,NA,NA,12.0,97.0,27.0,92.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,0.0,166.0,1.0,148.0,0.0,266.0,1.0,6.0,0.0,400.0,6.0,109.0,6.0
FFF,2014B,472810,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,-36.0,NA,24.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,22.0,0.0,40.0,0.0,131.0,0.0,3.0,0.0,1.0,1.0,22.0,1.0
FFF,2014B,474677,M,London Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,-34.0,NA,26.0,80.0,52.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,23.0,0.0,28.0,0.0,123.0,5.0,3.0,0.0,0.0,7.0,24.0,3.0
FFF,2014B,475811,M,London Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,-34.0,NA,24.0,92.0,52.0,88.0,108.0,69.0,157.0,57.0,185.0,53.0,42.0,74.0,42.0,83.0,227.0,65.0,227.0,71.0,227.0,69.0,228.0,59.0,227.0,64.0,0.0,0.0,1.0,240.0,0.0,408.0,18.0,850.0,13.0,4.0,9.0,729.0,52.0,162.0,12.0
FFF,2014B,476912,M,Ireland,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,-17.0,NA,36.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,50.0,0.0,26.0,0.0,40.0,5.0,3.0,0.0,33.0,8.0,20.0,0.0
FFF,2014B,477069,M,East Midlands Region,Lower Than A Level,30-40%,0-35,1,120,Y,Fail,-53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,23.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0
FFF,2014B,477588,M,South Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-102.0,NA,23.0,80.0,53.0,70.0,92.0,62.0,129.0,62.0,192.0,75.0,12.0,81.0,82.0,86.0,82.0,68.0,112.0,79.0,220.0,51.0,220.0,45.0,215.0,54.0,0.0,0.0,2.0,54.0,7.0,186.0,0.0,297.0,1.0,6.0,0.0,968.0,33.0,237.0,24.0
FFF,2014B,477812,M,Scotland,Lower Than A Level,70-80%,0-35,2,120,Y,Distinction,-72.0,NA,-1.0,90.0,-1.0,86.0,-1.0,87.0,-1.0,89.0,-1.0,84.0,-1.0,93.0,-1.0,94.0,-1.0,81.0,-1.0,76.0,-1.0,95.0,-1.0,92.0,-1.0,87.0,4.0,0.0,2.0,33.0,0.0,140.0,0.0,484.0,1.0,0.0,0.0,0.0,4.0,64.0,1.0
FFF,2014B,477833,M,London Region,Lower Than A Level,50-60%,35-55,0,60,Y,Withdrawn,-24.0,108.0,21.0,82.0,54.0,60.0,87.0,48.0,NA,NA,NA,NA,42.0,68.0,42.0,69.0,76.0,64.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,177.0,0.0,365.0,3.0,530.0,19.0,18.0,4.0,1645.0,58.0,387.0,14.0
FFF,2014B,478073,F,South Region,A Level or Equivalent,70-80%,0-35,0,150,Y,Pass,-46.0,NA,16.0,80.0,55.0,90.0,107.0,84.0,NA,NA,164.0,93.0,5.0,78.0,63.0,90.0,146.0,81.0,150.0,78.0,151.0,76.0,216.0,73.0,215.0,82.0,0.0,0.0,2.0,351.0,0.0,292.0,10.0,901.0,6.0,11.0,6.0,558.0,75.0,190.0,10.0
FFF,2014B,479061,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-80.0,NA,23.0,82.0,51.0,84.0,85.0,91.0,128.0,89.0,170.0,88.0,31.0,87.0,31.0,92.0,152.0,69.0,152.0,73.0,153.0,73.0,153.0,84.0,153.0,82.0,0.0,0.0,1.0,135.0,0.0,124.0,4.0,412.0,14.0,3.0,0.0,562.0,21.0,126.0,9.0
FFF,2014B,480531,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-73.0,-60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,481210,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-101.0,NA,32.0,60.0,52.0,40.0,NA,NA,129.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,38.0,0.0,109.0,0.0,464.0,14.0,7.0,0.0,1.0,12.0,111.0,10.0
FFF,2014B,482445,M,Scotland,HE Qualification,30-40%,0-35,1,120,N,Fail,-109.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,12.0,1.0
FFF,2014B,482843,F,Ireland,Lower Than A Level,NA,35-55,0,60,N,Pass,-24.0,NA,24.0,76.0,51.0,84.0,86.0,65.0,129.0,71.0,169.0,82.0,151.0,81.0,167.0,89.0,201.0,81.0,201.0,75.0,196.0,69.0,201.0,83.0,201.0,80.0,77.0,1.0,4.0,1778.0,12.0,1437.0,15.0,3573.0,71.0,39.0,36.0,1188.0,82.0,954.0,90.0
FFF,2014B,483195,M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Withdrawn,-90.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,483389,F,North Region,Lower Than A Level,NA,35-55,0,60,N,Pass,-89.0,NA,24.0,92.0,52.0,66.0,87.0,61.0,129.0,66.0,171.0,73.0,208.0,83.0,208.0,91.0,209.0,79.0,209.0,78.0,210.0,77.0,210.0,83.0,210.0,76.0,10.0,2.0,3.0,562.0,0.0,453.0,24.0,1903.0,34.0,17.0,8.0,1389.0,46.0,521.0,81.0
FFF,2014B,483975,M,North Region,Lower Than A Level,NA,0-35,1,120,N,Pass,-199.0,NA,24.0,50.0,52.0,54.0,94.0,40.0,132.0,55.0,170.0,38.0,5.0,85.0,25.0,89.0,216.0,67.0,217.0,67.0,228.0,68.0,228.0,72.0,229.0,60.0,0.0,0.0,1.0,22.0,0.0,104.0,1.0,122.0,0.0,0.0,0.0,597.0,30.0,53.0,3.0
FFF,2014B,484075,M,Wales,A Level or Equivalent,10-20,0-35,1,90,N,Pass,-24.0,NA,23.0,96.0,52.0,84.0,87.0,87.0,127.0,72.0,170.0,97.0,194.0,81.0,194.0,94.0,208.0,63.0,223.0,73.0,227.0,85.0,228.0,77.0,227.0,86.0,0.0,0.0,1.0,160.0,0.0,402.0,0.0,1217.0,31.0,2.0,0.0,668.0,26.0,181.0,31.0
FFF,2014B,484223,F,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-101.0,NA,19.0,88.0,52.0,94.0,86.0,65.0,128.0,76.0,170.0,78.0,25.0,100.0,41.0,100.0,108.0,99.0,200.0,100.0,200.0,100.0,227.0,94.0,222.0,98.0,0.0,2.0,3.0,453.0,0.0,791.0,6.0,2289.0,29.0,8.0,12.0,2628.0,94.0,420.0,33.0
FFF,2014B,484292,M,South Region,Lower Than A Level,90-100%,0-35,2,120,N,Withdrawn,-172.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,484675,M,North Western Region,Lower Than A Level,0-10%,35-55,2,120,Y,Withdrawn,10.0,198.0,31.0,78.0,55.0,50.0,87.0,29.0,132.0,18.0,171.0,35.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,0.0,299.0,0.0,210.0,2.0,548.0,0.0,5.0,9.0,2.0,25.0,165.0,28.0
FFF,2014B,485312,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass,-88.0,NA,23.0,82.0,52.0,70.0,95.0,70.0,129.0,88.0,171.0,79.0,23.0,95.0,23.0,97.0,156.0,72.0,156.0,82.0,156.0,79.0,156.0,77.0,156.0,74.0,5.0,0.0,3.0,288.0,1.0,403.0,0.0,869.0,80.0,8.0,0.0,763.0,71.0,362.0,34.0
FFF,2014B,485780,F,North Region,HE Qualification,NA,0-35,0,90,N,Pass,-29.0,NA,24.0,82.0,59.0,82.0,87.0,69.0,144.0,84.0,171.0,87.0,159.0,79.0,157.0,85.0,182.0,83.0,189.0,87.0,192.0,82.0,216.0,82.0,194.0,76.0,1.0,0.0,5.0,214.0,3.0,483.0,12.0,882.0,4.0,7.0,5.0,1228.0,34.0,297.0,42.0
FFF,2014B,487168,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,150,N,Fail,-93.0,NA,24.0,70.0,59.0,48.0,111.0,27.0,139.0,23.0,177.0,50.0,6.0,80.0,73.0,79.0,73.0,63.0,115.0,67.0,179.0,69.0,228.0,64.0,228.0,56.0,0.0,0.0,4.0,64.0,0.0,127.0,2.0,193.0,0.0,0.0,0.0,732.0,43.0,126.0,3.0
FFF,2014B,487314,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Distinction,-24.0,NA,23.0,100.0,51.0,90.0,82.0,98.0,127.0,90.0,168.0,86.0,12.0,99.0,53.0,97.0,67.0,89.0,117.0,82.0,187.0,75.0,209.0,91.0,188.0,76.0,0.0,0.0,3.0,287.0,0.0,266.0,0.0,1103.0,14.0,15.0,3.0,1319.0,32.0,235.0,39.0
FFF,2014B,488386,F,London Region,HE Qualification,20-30%,0-35,1,60,Y,Fail,-88.0,NA,33.0,54.0,52.0,60.0,87.0,48.0,129.0,51.0,171.0,45.0,70.0,84.0,103.0,92.0,185.0,69.0,189.0,78.0,196.0,84.0,221.0,90.0,209.0,97.0,1.0,0.0,1.0,793.0,0.0,446.0,22.0,779.0,18.0,9.0,9.0,634.0,188.0,353.0,41.0
FFF,2014B,488524,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-34.0,NA,23.0,92.0,51.0,80.0,93.0,80.0,129.0,77.0,177.0,75.0,47.0,80.0,66.0,88.0,88.0,86.0,121.0,80.0,172.0,78.0,219.0,76.0,213.0,68.0,3.0,3.0,4.0,260.0,0.0,311.0,2.0,1682.0,26.0,13.0,21.0,629.0,67.0,238.0,61.0
FFF,2014B,488758,M,North Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,-40.0,NA,35.0,66.0,51.0,38.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,4.0,0.0,32.0,0.0,71.0,0.0,2.0,0.0,0.0,5.0,20.0,0.0
FFF,2014B,489137,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Pass,-36.0,NA,22.0,96.0,51.0,84.0,87.0,82.0,129.0,84.0,170.0,83.0,56.0,81.0,180.0,88.0,185.0,76.0,188.0,90.0,192.0,86.0,202.0,74.0,199.0,97.0,0.0,0.0,2.0,689.0,0.0,326.0,10.0,975.0,12.0,11.0,0.0,564.0,22.0,174.0,13.0
FFF,2014B,490154,M,North Western Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,-106.0,NA,31.0,54.0,52.0,82.0,108.0,43.0,NA,NA,NA,NA,5.0,61.0,130.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,37.0,0.0,132.0,3.0,399.0,0.0,8.0,0.0,174.0,12.0,119.0,2.0
FFF,2014B,491011,M,South East Region,A Level or Equivalent,30-40%,0-35,2,120,Y,Pass,-71.0,NA,6.0,90.0,44.0,82.0,85.0,70.0,129.0,63.0,155.0,78.0,17.0,88.0,20.0,80.0,95.0,62.0,115.0,61.0,139.0,65.0,153.0,76.0,153.0,63.0,6.0,0.0,5.0,217.0,0.0,543.0,22.0,1917.0,38.0,2.0,4.0,937.0,47.0,407.0,53.0
FFF,2014B,491486,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-120.0,80.0,22.0,90.0,52.0,68.0,NA,NA,NA,NA,NA,NA,14.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,196.0,0.0,134.0,0.0,281.0,0.0,6.0,0.0,85.0,9.0,72.0,4.0
FFF,2014B,491548,M,South East Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail,-25.0,NA,23.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,25.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,16.0,0.0,75.0,0.0,61.0,1.0,4.0,0.0,84.0,6.0,43.0,11.0
FFF,2014B,492088,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,-8.0,NA,24.0,84.0,52.0,76.0,87.0,52.0,NA,NA,171.0,59.0,128.0,78.0,175.0,88.0,195.0,72.0,195.0,78.0,185.0,67.0,185.0,69.0,194.0,69.0,5.0,0.0,6.0,192.0,0.0,465.0,4.0,1520.0,21.0,22.0,3.0,884.0,108.0,454.0,50.0
FFF,2014B,493760,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-50.0,NA,23.0,86.0,52.0,92.0,87.0,81.0,130.0,83.0,171.0,89.0,34.0,83.0,54.0,89.0,194.0,68.0,194.0,78.0,194.0,72.0,224.0,66.0,195.0,55.0,0.0,0.0,2.0,124.0,0.0,329.0,42.0,637.0,0.0,0.0,0.0,608.0,24.0,187.0,9.0
FFF,2014B,494433,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-22.0,NA,24.0,64.0,51.0,42.0,87.0,51.0,129.0,53.0,171.0,55.0,227.0,66.0,227.0,83.0,228.0,70.0,228.0,74.0,229.0,65.0,229.0,55.0,229.0,64.0,0.0,0.0,4.0,108.0,0.0,209.0,0.0,901.0,13.0,12.0,0.0,708.0,25.0,175.0,3.0
FFF,2014B,494495,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,180,N,Withdrawn,-132.0,-130.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,494818,F,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-25.0,NA,23.0,74.0,52.0,88.0,87.0,77.0,141.0,64.0,NA,NA,109.0,86.0,115.0,85.0,163.0,58.0,163.0,63.0,194.0,75.0,187.0,70.0,217.0,73.0,0.0,1.0,2.0,398.0,0.0,262.0,1.0,404.0,9.0,8.0,9.0,634.0,25.0,281.0,31.0
