code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34899_date,34899_score,34900_date,34900_score,34901_date,34901_score,34902_date,34902_score,34903_date,34903_score,34904_date,34904_score,34905_date,34905_score,34906_date,34906_score,34907_date,34907_score,34908_date,34908_score,34909_date,34909_score,34910_date,34910_score,clicks_dataplus,clicks_dualpane,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
FFF,2014J,613899,M,North Region,Lower Than A Level,NA,35-55,0,120,N,Distinction,-144.0,NA,22.0,94.0,51.0,96.0,93.0,89.0,132.0,87.0,197.0,91.0,118.0,93.0,118.0,100.0,118.0,97.0,118.0,97.0,163.0,85.0,228.0,91.0,216.0,100.0,33.0,3.0,2407.0,42.0,2312.0,17.0,9.0,3570.0,40.0,12.0,38.0,759.0,0.0,116.0,964.0,107.0
FFF,2014J,613966,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-22.0,NA,23.0,82.0,59.0,76.0,NA,NA,NA,NA,NA,NA,62.0,93.0,62.0,95.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,272.0,0.0,380.0,10.0,9.0,819.0,94.0,3.0,9.0,246.0,0.0,22.0,254.0,41.0
FFF,2014J,614059,M,South Region,HE Qualification,90-100%,35-55,1,60,Y,Pass,-155.0,NA,23.0,84.0,52.0,86.0,94.0,63.0,138.0,72.0,199.0,70.0,48.0,93.0,48.0,100.0,236.0,87.0,237.0,87.0,237.0,89.0,237.0,93.0,237.0,88.0,7.0,1.0,194.0,0.0,414.0,1.0,7.0,569.0,3.0,2.0,15.0,619.0,0.0,40.0,303.0,22.0
FFF,2014J,614984,M,South West Region,Lower Than A Level,0-10%,35-55,1,60,N,Pass,-142.0,NA,23.0,68.0,52.0,66.0,93.0,51.0,135.0,56.0,199.0,52.0,67.0,72.0,81.0,87.0,98.0,68.0,103.0,83.0,142.0,69.0,177.0,70.0,173.0,67.0,0.0,0.0,171.0,0.0,301.0,2.0,9.0,488.0,12.0,6.0,0.0,990.0,0.0,42.0,316.0,52.0
FFF,2014J,615266,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-155.0,NA,21.0,96.0,50.0,88.0,89.0,83.0,125.0,84.0,193.0,92.0,20.0,95.0,31.0,92.0,58.0,84.0,108.0,98.0,168.0,69.0,216.0,82.0,208.0,83.0,13.0,0.0,547.0,0.0,495.0,5.0,18.0,1284.0,26.0,3.0,16.0,1743.0,0.0,30.0,252.0,18.0
FFF,2014J,615299,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-14.0,NA,23.0,90.0,52.0,92.0,93.0,82.0,136.0,87.0,199.0,90.0,16.0,84.0,27.0,82.0,47.0,82.0,110.0,84.0,145.0,85.0,177.0,82.0,164.0,89.0,16.0,3.0,744.0,0.0,735.0,3.0,13.0,1378.0,6.0,9.0,27.0,2437.0,0.0,57.0,498.0,56.0
FFF,2014J,615301,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-14.0,NA,23.0,76.0,51.0,78.0,99.0,70.0,135.0,81.0,198.0,88.0,107.0,85.0,107.0,90.0,108.0,83.0,107.0,73.0,114.0,71.0,167.0,87.0,164.0,81.0,22.0,1.0,629.0,0.0,1041.0,13.0,14.0,3747.0,72.0,25.0,40.0,657.0,0.0,85.0,670.0,164.0
FFF,2014J,615302,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-14.0,NA,24.0,80.0,51.0,84.0,94.0,75.0,135.0,84.0,199.0,91.0,28.0,80.0,88.0,87.0,91.0,84.0,118.0,92.0,173.0,90.0,219.0,82.0,219.0,82.0,6.0,0.0,864.0,0.0,614.0,4.0,13.0,2261.0,0.0,6.0,4.0,871.0,0.0,36.0,319.0,30.0
FFF,2014J,615306,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-14.0,NA,23.0,62.0,52.0,74.0,101.0,66.0,136.0,86.0,198.0,89.0,56.0,83.0,58.0,87.0,118.0,69.0,138.0,66.0,160.0,60.0,172.0,54.0,172.0,65.0,0.0,1.0,590.0,0.0,642.0,7.0,14.0,1478.0,8.0,8.0,12.0,1416.0,0.0,63.0,553.0,84.0
FFF,2014J,615328,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-14.0,153.0,24.0,78.0,51.0,98.0,100.0,71.0,142.0,57.0,NA,NA,23.0,79.0,111.0,77.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,242.0,0.0,305.0,3.0,3.0,891.0,1.0,4.0,0.0,231.0,0.0,40.0,266.0,15.0
FFF,2014J,615340,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-14.0,NA,24.0,52.0,57.0,42.0,94.0,16.0,143.0,33.0,199.0,62.0,NA,NA,219.0,64.0,219.0,59.0,219.0,65.0,219.0,62.0,219.0,52.0,219.0,55.0,0.0,0.0,32.0,0.0,139.0,2.0,0.0,484.0,1.0,0.0,4.0,685.0,0.0,36.0,146.0,12.0
FFF,2014J,615342,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-14.0,NA,24.0,70.0,62.0,70.0,101.0,27.0,143.0,50.0,220.0,22.0,132.0,60.0,132.0,69.0,132.0,66.0,132.0,77.0,223.0,73.0,238.0,65.0,NA,NA,0.0,0.0,200.0,6.0,291.0,6.0,5.0,402.0,0.0,3.0,0.0,754.0,0.0,45.0,239.0,2.0
FFF,2014J,615356,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-14.0,NA,24.0,80.0,59.0,48.0,94.0,74.0,135.0,86.0,NA,NA,214.0,77.0,214.0,78.0,240.0,63.0,240.0,65.0,NA,NA,238.0,53.0,NA,NA,0.0,0.0,466.0,0.0,415.0,3.0,5.0,905.0,0.0,1.0,0.0,547.0,0.0,52.0,286.0,13.0
FFF,2014J,616517,M,London Region,A Level or Equivalent,90-100%,0-35,1,120,N,Distinction,-23.0,NA,23.0,88.0,51.0,96.0,93.0,89.0,135.0,88.0,199.0,88.0,32.0,88.0,40.0,99.0,63.0,86.0,137.0,85.0,167.0,89.0,214.0,85.0,214.0,93.0,13.0,2.0,262.0,0.0,546.0,4.0,4.0,1947.0,13.0,6.0,3.0,915.0,0.0,55.0,325.0,31.0
FFF,2014J,616912,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,-144.0,NA,15.0,86.0,51.0,92.0,94.0,90.0,135.0,90.0,198.0,89.0,40.0,92.0,150.0,98.0,173.0,72.0,174.0,73.0,220.0,75.0,226.0,80.0,226.0,83.0,7.0,0.0,438.0,0.0,347.0,2.0,2.0,801.0,14.0,6.0,3.0,574.0,0.0,25.0,185.0,17.0
FFF,2014J,617010,F,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,-44.0,NA,23.0,86.0,51.0,66.0,93.0,81.0,136.0,67.0,198.0,76.0,60.0,86.0,66.0,90.0,187.0,61.0,187.0,71.0,188.0,71.0,224.0,58.0,216.0,57.0,2.0,3.0,488.0,0.0,509.0,3.0,10.0,1387.0,11.0,7.0,5.0,773.0,0.0,26.0,355.0,29.0
FFF,2014J,617119,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-14.0,NA,24.0,68.0,51.0,88.0,92.0,85.0,136.0,84.0,197.0,90.0,38.0,93.0,114.0,94.0,114.0,93.0,156.0,80.0,192.0,85.0,192.0,76.0,192.0,88.0,18.0,0.0,278.0,0.0,452.0,11.0,10.0,2057.0,11.0,4.0,6.0,576.0,0.0,22.0,354.0,41.0
FFF,2014J,617130,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,N,Withdrawn,-49.0,198.0,-1.0,86.0,-1.0,92.0,-1.0,59.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,16.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0
FFF,2014J,617150,M,South East Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-7.0,89.0,24.0,60.0,59.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,4.0,201.0,0.0,235.0,7.0,7.0,907.0,26.0,2.0,9.0,115.0,0.0,63.0,284.0,25.0
FFF,2014J,617332,M,Wales,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,-30.0,NA,24.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,22.0,0.0,68.0,5.0,0.0,52.0,1.0,1.0,0.0,37.0,0.0,7.0,65.0,1.0
FFF,2014J,617436,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,-129.0,174.0,23.0,72.0,52.0,68.0,94.0,78.0,NA,NA,NA,NA,NA,NA,46.0,92.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,150.0,0.0,224.0,1.0,0.0,760.0,23.0,1.0,3.0,156.0,0.0,21.0,157.0,18.0
FFF,2014J,617580,F,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,-34.0,NA,32.0,82.0,53.0,94.0,101.0,76.0,140.0,85.0,199.0,93.0,37.0,89.0,41.0,95.0,100.0,74.0,142.0,84.0,191.0,72.0,219.0,85.0,221.0,69.0,43.0,1.0,8564.0,0.0,4752.0,10.0,55.0,1822.0,109.0,18.0,19.0,1128.0,0.0,104.0,723.0,133.0
FFF,2014J,617783,M,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Fail,-30.0,NA,23.0,76.0,51.0,68.0,93.0,67.0,136.0,49.0,NA,NA,41.0,78.0,98.0,86.0,NA,NA,135.0,76.0,NA,NA,NA,NA,NA,NA,0.0,0.0,335.0,1.0,253.0,4.0,24.0,256.0,0.0,1.0,0.0,344.0,0.0,23.0,203.0,19.0
FFF,2014J,617922,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-87.0,NA,23.0,86.0,48.0,94.0,93.0,95.0,132.0,91.0,197.0,96.0,3.0,87.0,30.0,98.0,156.0,76.0,154.0,81.0,154.0,93.0,226.0,90.0,212.0,87.0,5.0,0.0,451.0,0.0,431.0,1.0,3.0,1211.0,0.0,2.0,6.0,552.0,0.0,75.0,303.0,16.0
FFF,2014J,618252,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,90,N,Withdrawn,-109.0,32.0,23.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,33.0,0.0,81.0,2.0,0.0,159.0,47.0,1.0,0.0,41.0,0.0,11.0,121.0,10.0
FFF,2014J,618663,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-21.0,NA,23.0,96.0,56.0,76.0,91.0,86.0,135.0,82.0,198.0,70.0,5.0,78.0,93.0,76.0,93.0,70.0,146.0,79.0,234.0,64.0,234.0,78.0,234.0,73.0,7.0,0.0,18.0,0.0,152.0,3.0,0.0,527.0,0.0,1.0,0.0,1776.0,0.0,32.0,161.0,12.0
FFF,2014J,619204,F,South Region,Lower Than A Level,60-70%,0-35,1,90,N,Pass,-155.0,NA,22.0,88.0,51.0,74.0,94.0,61.0,132.0,41.0,199.0,75.0,200.0,71.0,200.0,78.0,201.0,52.0,201.0,60.0,207.0,43.0,227.0,56.0,227.0,61.0,0.0,0.0,82.0,0.0,132.0,1.0,16.0,434.0,2.0,1.0,0.0,343.0,0.0,20.0,176.0,8.0
FFF,2014J,619292,M,North Region,A Level or Equivalent,NA,35-55,0,60,N,Distinction,-36.0,NA,23.0,90.0,49.0,100.0,92.0,97.0,129.0,92.0,196.0,98.0,40.0,93.0,51.0,99.0,93.0,95.0,137.0,95.0,164.0,88.0,206.0,93.0,205.0,91.0,20.0,4.0,1239.0,19.0,703.0,6.0,21.0,2517.0,82.0,7.0,28.0,684.0,0.0,28.0,457.0,43.0
FFF,2014J,619321,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-34.0,NA,23.0,90.0,59.0,92.0,100.0,76.0,151.0,82.0,199.0,87.0,28.0,85.0,226.0,72.0,221.0,59.0,226.0,74.0,242.0,59.0,242.0,59.0,242.0,63.0,0.0,0.0,261.0,27.0,572.0,1.0,2.0,2139.0,56.0,6.0,11.0,868.0,0.0,64.0,298.0,25.0
FFF,2014J,619502,M,Scotland,HE Qualification,10-20,0-35,1,60,N,Pass,-14.0,NA,28.0,66.0,52.0,82.0,101.0,68.0,136.0,74.0,199.0,75.0,226.0,77.0,226.0,87.0,234.0,80.0,226.0,81.0,230.0,71.0,230.0,78.0,234.0,83.0,12.0,0.0,97.0,11.0,307.0,4.0,0.0,1571.0,1.0,3.0,0.0,1086.0,0.0,22.0,308.0,17.0
FFF,2014J,619863,F,South East Region,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,-57.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
FFF,2014J,619887,M,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn,-51.0,-9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,620094,F,London Region,HE Qualification,90-100%,35-55,0,90,N,Distinction,-155.0,NA,19.0,92.0,47.0,100.0,90.0,98.0,133.0,84.0,183.0,99.0,37.0,94.0,54.0,97.0,72.0,97.0,111.0,99.0,164.0,97.0,198.0,100.0,198.0,97.0,60.0,3.0,4144.0,1.0,2648.0,12.0,25.0,5036.0,101.0,46.0,46.0,1048.0,0.0,84.0,1198.0,142.0
FFF,2014J,620112,M,South East Region,Lower Than A Level,60-70%,0-35,1,60,N,Withdrawn,-106.0,116.0,-1.0,84.0,-1.0,64.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,19.0,0.0,48.0,1.0,0.0,261.0,17.0,0.0,4.0,50.0,0.0,0.0,18.0,0.0
FFF,2014J,620269,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,-44.0,NA,15.0,82.0,49.0,88.0,90.0,83.0,132.0,87.0,197.0,88.0,16.0,73.0,52.0,74.0,189.0,63.0,191.0,77.0,191.0,65.0,191.0,69.0,191.0,71.0,0.0,0.0,264.0,2.0,257.0,5.0,39.0,523.0,13.0,2.0,9.0,713.0,0.0,29.0,170.0,12.0
FFF,2014J,620349,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-28.0,179.0,24.0,88.0,65.0,84.0,96.0,80.0,150.0,80.0,NA,NA,26.0,93.0,41.0,94.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,136.0,0.0,373.0,3.0,5.0,1622.0,38.0,0.0,10.0,227.0,0.0,19.0,243.0,11.0
FFF,2014J,620431,M,South Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-78.0,NA,23.0,82.0,51.0,66.0,94.0,82.0,128.0,75.0,199.0,76.0,44.0,86.0,44.0,87.0,172.0,78.0,172.0,78.0,172.0,78.0,240.0,67.0,216.0,86.0,10.0,0.0,101.0,0.0,346.0,5.0,0.0,2191.0,24.0,11.0,30.0,737.0,0.0,107.0,416.0,36.0
FFF,2014J,620740,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-143.0,NA,24.0,68.0,55.0,70.0,104.0,61.0,137.0,45.0,194.0,63.0,205.0,80.0,205.0,75.0,207.0,62.0,208.0,58.0,208.0,60.0,215.0,43.0,208.0,46.0,6.0,0.0,39.0,0.0,400.0,7.0,3.0,1613.0,26.0,3.0,1.0,850.0,0.0,64.0,469.0,31.0
FFF,2014J,620750,F,South East Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn,-102.0,116.0,19.0,84.0,50.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,201.0,0.0,234.0,3.0,3.0,244.0,17.0,3.0,1.0,243.0,0.0,32.0,161.0,29.0
FFF,2014J,620810,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-21.0,NA,23.0,96.0,52.0,96.0,92.0,90.0,148.0,91.0,197.0,92.0,229.0,88.0,229.0,94.0,234.0,90.0,233.0,83.0,234.0,89.0,234.0,87.0,234.0,87.0,1.0,0.0,506.0,12.0,236.0,12.0,14.0,395.0,29.0,0.0,0.0,773.0,0.0,86.0,277.0,30.0
FFF,2014J,620824,M,London Region,A Level or Equivalent,0-10%,0-35,1,90,N,Fail,-102.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,6.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2014J,621307,M,London Region,No Formal quals,20-30%,0-35,1,120,N,Withdrawn,-8.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,622029,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn,-46.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,67.0,0.0,24.0,3.0,1.0,25.0,0.0,0.0,0.0,29.0,0.0,2.0,15.0,1.0
FFF,2014J,622275,M,South East Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-129.0,150.0,23.0,78.0,51.0,86.0,94.0,77.0,NA,NA,NA,NA,35.0,84.0,74.0,85.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,301.0,0.0,211.0,5.0,11.0,679.0,17.0,4.0,0.0,297.0,0.0,20.0,256.0,15.0
FFF,2014J,622362,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-156.0,51.0,20.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,76.0,0.0,47.0,1.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,14.0,53.0,0.0
FFF,2014J,622481,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,-146.0,NA,15.0,80.0,52.0,86.0,92.0,83.0,136.0,98.0,199.0,88.0,16.0,91.0,25.0,91.0,108.0,83.0,237.0,69.0,237.0,75.0,238.0,72.0,237.0,84.0,2.0,0.0,454.0,0.0,443.0,3.0,6.0,1703.0,4.0,11.0,6.0,740.0,0.0,45.0,442.0,39.0
FFF,2014J,622760,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-93.0,NA,30.0,80.0,52.0,92.0,94.0,88.0,136.0,91.0,199.0,90.0,222.0,100.0,222.0,95.0,226.0,88.0,226.0,100.0,226.0,94.0,226.0,92.0,226.0,91.0,15.0,1.0,183.0,0.0,265.0,5.0,0.0,1429.0,24.0,11.0,27.0,722.0,0.0,27.0,237.0,23.0
FFF,2014J,622899,M,London Region,Post Graduate Qualification,30-40%,35-55,1,90,N,Withdrawn,-150.0,6.0,21.0,92.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,268.0,0.0,177.0,1.0,1.0,233.0,143.0,4.0,3.0,2.0,0.0,40.0,33.0,15.0
FFF,2014J,622910,M,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-4.0,174.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,10.0,0.0,32.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0
FFF,2014J,622934,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-153.0,NA,24.0,86.0,51.0,70.0,93.0,71.0,136.0,85.0,199.0,85.0,47.0,97.0,233.0,94.0,233.0,92.0,233.0,97.0,234.0,92.0,238.0,92.0,234.0,83.0,42.0,2.0,434.0,0.0,339.0,10.0,25.0,2845.0,51.0,29.0,12.0,1377.0,0.0,66.0,372.0,49.0
FFF,2014J,622967,M,Scotland,Lower Than A Level,0-10%,35-55,0,90,N,Fail,-28.0,NA,23.0,88.0,52.0,88.0,94.0,73.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,114.0,0.0,132.0,7.0,0.0,143.0,8.0,1.0,0.0,70.0,0.0,17.0,124.0,11.0
FFF,2014J,623166,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn,-153.0,72.0,24.0,82.0,52.0,66.0,NA,NA,NA,NA,NA,NA,38.0,81.0,53.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,238.0,0.0,208.0,3.0,4.0,555.0,48.0,2.0,9.0,299.0,0.0,24.0,176.0,32.0
FFF,2014J,623230,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-77.0,206.0,23.0,78.0,51.0,84.0,NA,NA,NA,NA,NA,NA,23.0,92.0,46.0,95.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,338.0,0.0,266.0,3.0,2.0,304.0,44.0,1.0,6.0,252.0,0.0,8.0,112.0,8.0
FFF,2014J,623471,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-20.0,NA,21.0,86.0,51.0,60.0,94.0,57.0,135.0,68.0,199.0,56.0,58.0,75.0,77.0,91.0,212.0,56.0,241.0,63.0,241.0,76.0,231.0,72.0,241.0,65.0,33.0,1.0,708.0,0.0,1164.0,12.0,0.0,1566.0,39.0,9.0,37.0,649.0,0.0,80.0,373.0,55.0
FFF,2014J,623589,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-129.0,NA,22.0,86.0,51.0,86.0,94.0,85.0,128.0,87.0,196.0,82.0,156.0,87.0,156.0,97.0,95.0,85.0,156.0,86.0,186.0,86.0,226.0,92.0,226.0,87.0,48.0,1.0,236.0,0.0,498.0,6.0,4.0,1587.0,33.0,13.0,45.0,803.0,0.0,36.0,318.0,42.0
FFF,2014J,623763,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-78.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2014J,623765,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-65.0,NA,23.0,70.0,51.0,92.0,88.0,68.0,135.0,73.0,198.0,79.0,47.0,82.0,208.0,93.0,118.0,76.0,147.0,83.0,170.0,76.0,214.0,77.0,212.0,65.0,19.0,1.0,183.0,0.0,653.0,2.0,6.0,2369.0,14.0,9.0,11.0,789.0,0.0,20.0,310.0,19.0
FFF,2014J,623917,M,South Region,Lower Than A Level,30-40%,35-55,1,90,N,Withdrawn,-147.0,61.0,24.0,52.0,NA,NA,NA,NA,NA,NA,NA,NA,25.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,143.0,0.0,89.0,3.0,0.0,65.0,2.0,0.0,0.0,93.0,0.0,13.0,44.0,3.0
FFF,2014J,623945,M,West Midlands Region,HE Qualification,10-20,0-35,1,60,N,Withdrawn,-73.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,33.0,0.0,12.0,5.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
FFF,2014J,623955,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-57.0,NA,24.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,4.0,0.0,22.0,4.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,3.0
FFF,2014J,624282,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,-85.0,NA,23.0,92.0,51.0,84.0,94.0,89.0,135.0,92.0,199.0,86.0,52.0,92.0,48.0,93.0,220.0,88.0,124.0,92.0,220.0,93.0,229.0,91.0,229.0,86.0,20.0,0.0,464.0,27.0,457.0,5.0,5.0,1868.0,48.0,6.0,12.0,755.0,0.0,26.0,350.0,53.0
FFF,2014J,624740,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,-122.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,23.0,0.0,29.0,4.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0
FFF,2014J,624864,M,Ireland,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,-56.0,NA,19.0,82.0,38.0,80.0,76.0,85.0,118.0,88.0,170.0,93.0,6.0,100.0,16.0,99.0,75.0,88.0,96.0,91.0,123.0,86.0,172.0,81.0,172.0,85.0,19.0,2.0,371.0,1.0,456.0,4.0,2.0,1723.0,30.0,8.0,17.0,1092.0,0.0,27.0,342.0,23.0
FFF,2014J,624970,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,-36.0,NA,17.0,82.0,39.0,94.0,78.0,85.0,113.0,80.0,152.0,80.0,41.0,97.0,69.0,93.0,73.0,91.0,123.0,93.0,156.0,93.0,180.0,81.0,199.0,90.0,10.0,0.0,31.0,0.0,389.0,3.0,3.0,1971.0,34.0,5.0,12.0,891.0,0.0,48.0,332.0,30.0
FFF,2014J,625245,M,South East Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-10.0,NA,21.0,82.0,51.0,90.0,94.0,82.0,135.0,82.0,198.0,88.0,30.0,94.0,23.0,93.0,72.0,88.0,126.0,93.0,168.0,82.0,221.0,95.0,221.0,94.0,9.0,1.0,570.0,0.0,669.0,4.0,1.0,1774.0,30.0,10.0,27.0,601.0,0.0,32.0,301.0,35.0
