code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,14984_date,14984_score,14985_date,14985_score,14986_date,14986_score,14987_date,14987_score,14988_date,14988_score,14989_date,14989_score,14991_date,14991_score,14992_date,14992_score,14993_date,14993_score,14994_date,14994_score,14995_date,14995_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_ouelluminate,clicks_quiz,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url
BBB,2013B,412407,M,South East Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-34.0,NA,19.0,77.0,47.0,74.0,89.0,73.0,124.0,81.0,NA,NA,187.0,85.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,539.0,0.0,522.0,1.0,0.0,134.0,1.0,0.0,4.0,3.0
BBB,2013B,412654,M,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,-66.0,NA,18.0,80.0,46.0,76.0,88.0,80.0,NA,NA,158.0,68.0,186.0,82.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,100.0,95.0,0.0,154.0,1.0,0.0,71.0,9.0,0.0,17.0,5.0
BBB,2013B,413984,F,London Region,Lower Than A Level,30-40%,0-35,1,60,N,Pass,-18.0,NA,18.0,70.0,45.0,75.0,88.0,76.0,124.0,64.0,163.0,86.0,187.0,73.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,272.0,0.0,126.0,1.0,0.0,67.0,11.0,0.0,27.0,4.0
BBB,2013B,414958,F,South Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,-123.0,NA,19.0,85.0,47.0,89.0,92.0,88.0,124.0,78.0,159.0,66.0,190.0,75.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,210.0,2.0,69.0,1.0,0.0,76.0,7.0,0.0,14.0,6.0
BBB,2013B,415548,F,North Western Region,Lower Than A Level,70-80%,35-55,1,90,N,Withdrawn,-46.0,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,415716,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-30.0,NA,15.0,70.0,44.0,76.0,94.0,75.0,123.0,75.0,159.0,85.0,185.0,83.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,538.0,0.0,163.0,0.0,0.0,77.0,37.0,0.0,52.0,18.0
BBB,2013B,415760,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,180,N,Pass,-4.0,NA,31.0,86.0,54.0,80.0,188.0,70.0,139.0,87.0,NA,NA,NA,NA,60.0,100.0,95.0,100.0,NA,NA,164.0,100.0,189.0,100.0,37.0,0.0,69.0,0.0,0.0,64.0,14.0,0.0,15.0,6.0
BBB,2013B,416007,F,Scotland,A Level or Equivalent,70-80%,0-35,2,120,N,Pass,-87.0,NA,18.0,70.0,46.0,74.0,88.0,80.0,NA,NA,165.0,74.0,194.0,63.0,60.0,100.0,95.0,100.0,126.0,60.0,164.0,80.0,189.0,80.0,808.0,12.0,247.0,3.0,3.0,71.0,66.0,0.0,151.0,26.0
BBB,2013B,416314,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-65.0,NA,12.0,55.0,45.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,186.0,0.0,86.0,0.0,0.0,28.0,8.0,0.0,24.0,12.0
BBB,2013B,416654,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-16.0,NA,18.0,72.0,46.0,61.0,89.0,79.0,127.0,55.0,148.0,69.0,192.0,85.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,60.0,NA,NA,864.0,3.0,580.0,4.0,2.0,63.0,284.0,0.0,275.0,38.0
BBB,2013B,417462,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,-25.0,NA,18.0,80.0,47.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
BBB,2013B,418065,M,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,-29.0,87.0,19.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,17.0,0.0
BBB,2013B,418325,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-8.0,NA,-3.0,75.0,45.0,76.0,88.0,76.0,117.0,71.0,152.0,77.0,177.0,63.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,60.0,189.0,80.0,1214.0,2.0,280.0,0.0,0.0,118.0,28.0,0.0,54.0,2.0
BBB,2013B,420604,F,Scotland,A Level or Equivalent,60-70%,35-55,2,120,N,Fail,-15.0,NA,19.0,80.0,47.0,75.0,89.0,79.0,131.0,73.0,NA,NA,NA,NA,60.0,100.0,95.0,80.0,126.0,80.0,NA,NA,NA,NA,25.0,0.0,41.0,0.0,0.0,43.0,1.0,0.0,6.0,3.0
BBB,2013B,421205,F,Wales,Lower Than A Level,70-80%,0-35,0,180,N,Fail,-44.0,NA,18.0,42.0,45.0,36.0,88.0,41.0,NA,NA,NA,NA,NA,NA,60.0,100.0,95.0,100.0,126.0,80.0,NA,NA,NA,NA,98.0,0.0,52.0,1.0,0.0,45.0,7.0,0.0,15.0,7.0
BBB,2013B,422070,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,N,Fail,-16.0,NA,19.0,65.0,47.0,55.0,NA,NA,124.0,40.0,159.0,35.0,NA,NA,60.0,100.0,95.0,80.0,126.0,100.0,164.0,60.0,NA,NA,50.0,0.0,58.0,2.0,0.0,58.0,13.0,0.0,17.0,4.0
BBB,2013B,422752,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,-44.0,30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.0,0.0,30.0,0.0,0.0,0.0,15.0,0.0,14.0,12.0
BBB,2013B,423314,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-44.0,NA,17.0,50.0,44.0,58.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,175.0,0.0,89.0,2.0,0.0,15.0,4.0,0.0,6.0,7.0
BBB,2013B,423317,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-42.0,38.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,423871,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-107.0,NA,19.0,80.0,47.0,80.0,88.0,78.0,123.0,82.0,158.0,79.0,186.0,81.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,60.0,189.0,60.0,7525.0,30.0,1131.0,1.0,6.0,161.0,64.0,0.0,267.0,116.0
BBB,2013B,425747,F,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,-30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,9.0,3.0
BBB,2013B,425808,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-53.0,NA,17.0,79.0,45.0,82.0,87.0,83.0,122.0,85.0,145.0,87.0,186.0,89.0,60.0,80.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,652.0,5.0,334.0,1.0,1.0,142.0,68.0,0.0,277.0,76.0
BBB,2013B,425817,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-99.0,172.0,20.0,77.0,55.0,68.0,90.0,66.0,124.0,57.0,NA,NA,NA,NA,NA,NA,NA,NA,126.0,80.0,NA,NA,NA,NA,169.0,0.0,122.0,1.0,1.0,25.0,15.0,0.0,24.0,9.0
BBB,2013B,425820,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-53.0,NA,18.0,81.0,46.0,73.0,88.0,69.0,123.0,71.0,165.0,87.0,187.0,87.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,849.0,0.0,330.0,3.0,0.0,107.0,54.0,0.0,96.0,11.0
BBB,2013B,426650,F,North Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass,-82.0,NA,19.0,87.0,50.0,60.0,90.0,82.0,124.0,85.0,159.0,68.0,197.0,75.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,100.0,189.0,100.0,233.0,0.0,130.0,0.0,0.0,128.0,13.0,1.0,35.0,11.0
BBB,2013B,426838,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-54.0,NA,18.0,84.0,53.0,83.0,89.0,85.0,122.0,84.0,158.0,80.0,182.0,83.0,60.0,80.0,95.0,100.0,126.0,80.0,164.0,60.0,189.0,60.0,1130.0,0.0,178.0,0.0,0.0,73.0,12.0,0.0,11.0,4.0
BBB,2013B,427536,F,London Region,HE Qualification,20-30%,35-55,0,120,N,Pass,-15.0,NA,17.0,65.0,46.0,67.0,88.0,74.0,124.0,70.0,159.0,75.0,NA,NA,60.0,80.0,95.0,100.0,126.0,80.0,164.0,60.0,189.0,80.0,231.0,1.0,213.0,1.0,1.0,82.0,76.0,0.0,141.0,18.0
BBB,2013B,427704,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,120,Y,Pass,-79.0,NA,19.0,65.0,47.0,63.0,89.0,73.0,124.0,78.0,158.0,75.0,187.0,78.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,80.0,189.0,100.0,103.0,0.0,96.0,0.0,0.0,105.0,26.0,0.0,32.0,14.0
BBB,2013B,427773,F,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-36.0,NA,18.0,74.0,46.0,65.0,88.0,60.0,124.0,61.0,NA,NA,179.0,65.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,100.0,189.0,80.0,176.0,0.0,159.0,0.0,0.0,87.0,46.0,0.0,68.0,5.0
BBB,2013B,429038,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-23.0,NA,19.0,83.0,54.0,83.0,89.0,76.0,NA,NA,173.0,41.0,187.0,36.0,60.0,80.0,95.0,80.0,NA,NA,NA,NA,NA,NA,107.0,0.0,96.0,1.0,0.0,32.0,9.0,0.0,13.0,7.0
BBB,2013B,429158,F,South Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,-65.0,-47.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,429494,F,East Midlands Region,Lower Than A Level,20-30%,0-35,2,240,N,Fail,-210.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0,100.0,-1.0,100.0,-1.0,80.0,NA,NA,NA,NA,76.0,0.0,40.0,1.0,0.0,15.0,5.0,0.0,14.0,0.0
BBB,2013B,430160,M,Scotland,Lower Than A Level,30-40%,35-55,1,75,N,Withdrawn,-42.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0,0.0,26.0,2.0,0.0,1.0,13.0,0.0,21.0,16.0
BBB,2013B,430357,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,2,120,N,Fail,-55.0,NA,19.0,51.0,47.0,52.0,89.0,35.0,124.0,42.0,159.0,0.0,187.0,0.0,60.0,100.0,95.0,60.0,126.0,60.0,164.0,20.0,189.0,40.0,615.0,4.0,191.0,1.0,0.0,84.0,13.0,0.0,37.0,8.0
BBB,2013B,431071,F,Ireland,Lower Than A Level,10-20,0-35,1,120,N,Withdrawn,-10.0,164.0,66.0,60.0,88.0,68.0,109.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,95.0,100.0,126.0,60.0,164.0,100.0,NA,NA,338.0,0.0,202.0,0.0,0.0,84.0,33.0,0.0,54.0,14.0
BBB,2013B,432004,F,London Region,HE Qualification,40-50%,0-35,0,120,N,Fail,-43.0,NA,22.0,33.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0,20.0,NA,NA,NA,NA,NA,NA,NA,NA,8.0,0.0,19.0,0.0,0.0,25.0,2.0,0.0,3.0,1.0
BBB,2013B,432232,F,South Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-68.0,NA,18.0,63.0,53.0,13.0,88.0,41.0,122.0,55.0,159.0,28.0,186.0,64.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,40.0,189.0,40.0,84.0,0.0,59.0,0.0,0.0,86.0,6.0,0.0,11.0,4.0
BBB,2013B,432319,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,2,120,N,Withdrawn,-25.0,108.0,44.0,77.0,54.0,61.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,13.0,0.0,14.0,0.0,0.0,20.0,0.0,0.0,1.0,1.0
BBB,2013B,432870,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,240,N,Pass,-89.0,NA,19.0,72.0,48.0,60.0,89.0,59.0,140.0,78.0,166.0,79.0,NA,NA,60.0,100.0,95.0,80.0,NA,NA,164.0,100.0,NA,NA,437.0,0.0,201.0,2.0,0.0,56.0,104.0,0.0,167.0,19.0
BBB,2013B,433531,F,South Region,A Level or Equivalent,90-100%,0-35,0,180,N,Pass,-159.0,NA,14.0,75.0,45.0,83.0,87.0,76.0,124.0,78.0,159.0,65.0,184.0,71.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,100.0,483.0,4.0,319.0,1.0,2.0,84.0,57.0,1.0,80.0,29.0
BBB,2013B,433755,M,South West Region,A Level or Equivalent,50-60%,0-35,1,180,N,Pass,-71.0,NA,17.0,90.0,47.0,72.0,89.0,71.0,131.0,70.0,163.0,72.0,NA,NA,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,233.0,0.0,276.0,0.0,0.0,156.0,67.0,0.0,134.0,7.0
BBB,2013B,433939,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-73.0,NA,18.0,73.0,86.0,63.0,101.0,65.0,NA,NA,177.0,69.0,195.0,63.0,NA,NA,95.0,40.0,NA,NA,NA,NA,NA,NA,173.0,0.0,111.0,0.0,2.0,22.0,58.0,0.0,175.0,19.0
BBB,2013B,434094,F,Wales,A Level or Equivalent,0-10%,0-35,1,60,N,Fail,-16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,434192,F,Wales,A Level or Equivalent,50-60%,0-35,2,120,N,Pass,-22.0,NA,18.0,85.0,64.0,93.0,88.0,66.0,144.0,83.0,159.0,38.0,187.0,79.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,60.0,189.0,60.0,263.0,0.0,150.0,2.0,0.0,85.0,30.0,0.0,63.0,19.0
BBB,2013B,434353,F,South East Region,HE Qualification,90-100%,35-55,1,60,N,Pass,-80.0,NA,17.0,80.0,45.0,79.0,88.0,83.0,123.0,48.0,159.0,78.0,NA,NA,60.0,100.0,95.0,80.0,126.0,100.0,164.0,80.0,189.0,100.0,338.0,2.0,221.0,1.0,2.0,119.0,27.0,0.0,33.0,15.0
BBB,2013B,434646,F,London Region,HE Qualification,20-30%,0-35,1,270,N,Pass,-28.0,NA,22.0,67.0,47.0,65.0,92.0,65.0,124.0,70.0,163.0,57.0,187.0,65.0,60.0,80.0,95.0,100.0,126.0,80.0,164.0,80.0,189.0,80.0,324.0,1.0,504.0,2.0,7.0,103.0,300.0,0.0,448.0,45.0
BBB,2013B,435245,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-130.0,NA,18.0,82.0,46.0,85.0,91.0,76.0,NA,NA,159.0,87.0,187.0,67.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,100.0,942.0,0.0,372.0,0.0,9.0,104.0,18.0,0.0,34.0,11.0
BBB,2013B,435803,F,Wales,Lower Than A Level,0-10%,0-35,1,120,N,Fail,-54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BBB,2013B,437562,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-68.0,NA,15.0,80.0,46.0,79.0,88.0,78.0,123.0,83.0,158.0,80.0,186.0,83.0,NA,NA,95.0,80.0,126.0,80.0,164.0,60.0,189.0,80.0,10.0,0.0,96.0,0.0,2.0,69.0,90.0,0.0,83.0,4.0
BBB,2013B,437967,F,Yorkshire Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,-55.0,NA,17.0,72.0,45.0,70.0,82.0,63.0,123.0,77.0,158.0,75.0,185.0,84.0,60.0,80.0,95.0,80.0,126.0,60.0,164.0,80.0,192.0,60.0,360.0,3.0,198.0,0.0,0.0,70.0,14.0,0.0,27.0,3.0
BBB,2013B,438210,F,South East Region,HE Qualification,80-90%,35-55,0,90,N,Withdrawn,-99.0,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
BBB,2013B,438379,F,Ireland,Lower Than A Level,NA,35-55,2,210,N,Withdrawn,-117.0,-8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,438703,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-136.0,NA,47.0,75.0,47.0,70.0,88.0,71.0,123.0,77.0,158.0,75.0,185.0,74.0,60.0,100.0,95.0,100.0,126.0,60.0,164.0,80.0,189.0,80.0,167.0,0.0,45.0,1.0,0.0,66.0,16.0,0.0,16.0,1.0
BBB,2013B,439857,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-123.0,NA,13.0,75.0,46.0,73.0,87.0,72.0,128.0,73.0,171.0,63.0,NA,NA,60.0,100.0,95.0,100.0,126.0,80.0,NA,NA,189.0,80.0,394.0,0.0,285.0,1.0,1.0,53.0,85.0,0.0,99.0,6.0
BBB,2013B,440057,F,Wales,Lower Than A Level,10-20,0-35,2,120,N,Pass,-113.0,NA,22.0,63.0,46.0,70.0,89.0,76.0,131.0,75.0,159.0,65.0,187.0,71.0,60.0,80.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,134.0,0.0,168.0,1.0,0.0,71.0,6.0,0.0,24.0,23.0
BBB,2013B,440509,F,Wales,HE Qualification,30-40%,0-35,0,120,N,Pass,-102.0,NA,18.0,74.0,46.0,61.0,89.0,80.0,123.0,77.0,160.0,83.0,187.0,75.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,99.0,2.0,239.0,1.0,0.0,93.0,15.0,0.0,30.0,16.0
BBB,2013B,441000,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-30.0,NA,19.0,52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0,100.0,95.0,100.0,NA,NA,NA,NA,NA,NA,94.0,3.0,60.0,0.0,0.0,44.0,22.0,0.0,24.0,11.0
BBB,2013B,441181,F,East Anglian Region,HE Qualification,20-30%,0-35,0,120,N,Pass,-89.0,NA,17.0,48.0,49.0,42.0,88.0,53.0,124.0,55.0,158.0,51.0,187.0,54.0,60.0,100.0,95.0,60.0,126.0,60.0,164.0,40.0,189.0,60.0,111.0,3.0,105.0,0.0,1.0,62.0,15.0,0.0,33.0,17.0
BBB,2013B,441255,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-42.0,NA,19.0,97.0,45.0,87.0,95.0,94.0,121.0,88.0,158.0,89.0,186.0,87.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,235.0,0.0,169.0,1.0,1.0,75.0,21.0,0.0,46.0,14.0
BBB,2013B,441423,F,Ireland,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-128.0,-26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,442012,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,N,Pass,-73.0,NA,15.0,80.0,42.0,63.0,88.0,69.0,120.0,75.0,150.0,80.0,183.0,81.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,877.0,6.0,335.0,1.0,0.0,86.0,58.0,0.0,94.0,8.0
BBB,2013B,442143,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-137.0,54.0,22.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0,0.0,6.0,1.0,0.0,0.0,6.0,0.0,14.0,0.0
BBB,2013B,442183,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,120,N,Pass,-128.0,NA,18.0,83.0,47.0,80.0,89.0,75.0,124.0,73.0,168.0,68.0,188.0,65.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,128.0,0.0,114.0,2.0,0.0,82.0,20.0,0.0,41.0,25.0
BBB,2013B,442456,M,London Region,HE Qualification,20-30%,35-55,1,60,N,Fail,-61.0,NA,19.0,40.0,47.0,38.0,93.0,46.0,127.0,43.0,162.0,50.0,187.0,34.0,NA,NA,NA,NA,126.0,20.0,164.0,20.0,189.0,20.0,95.0,0.0,73.0,0.0,0.0,64.0,34.0,0.0,27.0,4.0
BBB,2013B,442466,F,South East Region,A Level or Equivalent,20-30%,0-35,2,240,Y,Pass,69.0,NA,-1.0,72.0,-1.0,78.0,-1.0,79.0,NA,NA,NA,NA,187.0,80.0,-1.0,80.0,-1.0,100.0,-1.0,60.0,-1.0,100.0,189.0,80.0,15.0,0.0,27.0,0.0,0.0,24.0,17.0,0.0,12.0,2.0
BBB,2013B,443108,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-85.0,187.0,19.0,73.0,81.0,60.0,110.0,55.0,NA,NA,NA,NA,NA,NA,60.0,100.0,NA,NA,126.0,100.0,164.0,80.0,NA,NA,241.0,0.0,107.0,0.0,0.0,43.0,9.0,0.0,12.0,8.0
BBB,2013B,443288,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Distinction,-15.0,NA,18.0,83.0,47.0,85.0,88.0,79.0,123.0,79.0,158.0,77.0,186.0,87.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,4628.0,0.0,465.0,1.0,0.0,128.0,31.0,0.0,46.0,28.0
BBB,2013B,443452,M,South East Region,Lower Than A Level,0-10%,35-55,1,180,N,Fail,-65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,444117,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,-65.0,NA,16.0,77.0,44.0,84.0,93.0,86.0,124.0,90.0,155.0,90.0,186.0,95.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,137.0,0.0,82.0,0.0,0.0,67.0,19.0,0.0,16.0,4.0
BBB,2013B,444408,F,East Anglian Region,No Formal quals,20-30%,0-35,1,60,Y,Fail,-72.0,NA,19.0,84.0,58.0,80.0,88.0,79.0,NA,NA,NA,NA,NA,NA,60.0,100.0,95.0,100.0,NA,NA,NA,NA,NA,NA,246.0,0.0,107.0,1.0,1.0,29.0,16.0,0.0,32.0,25.0
BBB,2013B,444784,F,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-9.0,NA,29.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0,0.0,95.0,0.0,0.0,0.0,66.0,0.0,58.0,5.0
BBB,2013B,444926,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,180,Y,Pass,-50.0,NA,26.0,56.0,47.0,60.0,91.0,63.0,124.0,51.0,169.0,52.0,188.0,66.0,60.0,100.0,95.0,60.0,126.0,80.0,164.0,100.0,NA,NA,67.0,1.0,106.0,0.0,0.0,74.0,20.0,0.0,55.0,25.0
BBB,2013B,445065,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Distinction,-127.0,NA,16.0,74.0,41.0,79.0,81.0,85.0,117.0,95.0,152.0,97.0,180.0,98.0,60.0,80.0,95.0,100.0,126.0,60.0,164.0,100.0,189.0,100.0,6175.0,21.0,1336.0,2.0,6.0,191.0,215.0,0.0,822.0,157.0
BBB,2013B,445125,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-46.0,NA,17.0,73.0,44.0,46.0,86.0,64.0,120.0,62.0,152.0,75.0,181.0,52.0,60.0,60.0,95.0,80.0,126.0,100.0,164.0,80.0,189.0,40.0,140.0,0.0,97.0,0.0,0.0,130.0,3.0,0.0,6.0,5.0
BBB,2013B,445889,F,London Region,A Level or Equivalent,50-60%,35-55,1,60,N,Pass,-51.0,NA,15.0,55.0,46.0,58.0,89.0,52.0,124.0,55.0,159.0,56.0,186.0,62.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,100.0,189.0,100.0,466.0,0.0,116.0,0.0,0.0,63.0,39.0,1.0,31.0,13.0
BBB,2013B,446045,F,South Region,Lower Than A Level,NA,35-55,0,60,N,Pass,-30.0,NA,16.0,65.0,44.0,68.0,88.0,72.0,122.0,66.0,161.0,65.0,186.0,80.0,60.0,100.0,95.0,80.0,126.0,40.0,164.0,100.0,189.0,60.0,120.0,0.0,74.0,1.0,0.0,98.0,6.0,0.0,19.0,0.0
BBB,2013B,446145,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-61.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,446247,F,Scotland,HE Qualification,40-50%,0-35,1,60,N,Withdrawn,-67.0,47.0,18.0,83.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0,0.0,18.0,1.0,0.0,2.0,4.0,0.0,11.0,2.0
