code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,30709_date,30709_score,30710_date,30710_score,30711_date,30711_score,30712_date,30712_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
EEE,2013J,509156,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,-22.0,NA,34.0,52.0,67.0,84.0,123.0,71.0,NA,NA,3.0,71.0,137.0,0.0,409.0,0.0,0.0,148.0,4.0,69.0,12.0
EEE,2013J,509402,M,Scotland,Lower Than A Level,90-100%,0-35,0,30,N,Fail,-89.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,510169,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,-46.0,218.0,138.0,67.0,138.0,75.0,NA,NA,NA,NA,3.0,0.0,12.0,0.0,59.0,0.0,0.0,2.0,0.0,14.0,0.0
EEE,2013J,510401,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,30,N,Pass,-37.0,NA,33.0,89.0,68.0,93.0,124.0,66.0,159.0,84.0,1.0,20.0,114.0,1.0,314.0,121.0,0.0,89.0,3.0,9.0,19.0
EEE,2013J,510460,M,North Region,HE Qualification,30-40%,35-55,0,30,N,Pass,-28.0,NA,31.0,88.0,79.0,93.0,123.0,83.0,158.0,93.0,13.0,134.0,218.0,0.0,699.0,257.0,0.0,168.0,12.0,23.0,24.0
EEE,2013J,510694,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-29.0,NA,33.0,89.0,68.0,81.0,124.0,80.0,159.0,46.0,9.0,70.0,106.0,0.0,329.0,12.0,0.0,96.0,5.0,43.0,12.0
EEE,2013J,512693,M,East Anglian Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-28.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,16.0,6.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0
EEE,2013J,514040,M,West Midlands Region,HE Qualification,30-40%,0-35,0,90,N,Withdrawn,-145.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,87.0,0.0,252.0,0.0,0.0,0.0,0.0,3.0,15.0
EEE,2013J,515774,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,-72.0,NA,32.0,97.0,68.0,84.0,123.0,90.0,158.0,93.0,14.0,219.0,357.0,0.0,984.0,428.0,0.0,177.0,14.0,19.0,73.0
EEE,2013J,515821,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-22.0,NA,39.0,64.0,68.0,67.0,NA,NA,NA,NA,7.0,23.0,65.0,1.0,279.0,0.0,0.0,75.0,0.0,14.0,5.0
EEE,2013J,516047,M,North Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-136.0,73.0,33.0,72.0,NA,NA,NA,NA,NA,NA,3.0,0.0,22.0,0.0,56.0,0.0,0.0,76.0,0.0,6.0,0.0
EEE,2013J,518805,M,South Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn,-29.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,8.0,0.0,18.0,0.0,0.0,105.0,0.0,2.0,0.0
EEE,2013J,518906,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-28.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,519258,M,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-95.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,18.0,31.0,0.0,91.0,0.0,0.0,65.0,0.0,3.0,1.0
EEE,2013J,519684,M,Scotland,HE Qualification,70-80%,0-35,0,30,N,Pass,-65.0,NA,32.0,100.0,65.0,85.0,122.0,79.0,158.0,99.0,2.0,459.0,580.0,0.0,1785.0,193.0,0.0,200.0,20.0,185.0,52.0
EEE,2013J,520337,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-145.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2013J,521542,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Fail,-42.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,522484,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-51.0,NA,32.0,95.0,67.0,94.0,123.0,75.0,158.0,83.0,4.0,149.0,141.0,2.0,282.0,34.0,1.0,84.0,11.0,36.0,21.0
EEE,2013J,522994,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-32.0,NA,33.0,84.0,68.0,67.0,132.0,50.0,159.0,25.0,0.0,9.0,138.0,0.0,477.0,33.0,0.0,106.0,4.0,13.0,3.0
EEE,2013J,523169,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-94.0,NA,32.0,92.0,68.0,80.0,124.0,86.0,159.0,58.0,2.0,23.0,146.0,0.0,426.0,154.0,0.0,245.0,2.0,20.0,32.0
EEE,2013J,524631,M,Scotland,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,-46.0,NA,32.0,80.0,67.0,68.0,123.0,57.0,158.0,15.0,10.0,199.0,172.0,0.0,522.0,0.0,0.0,192.0,3.0,32.0,27.0
EEE,2013J,525246,M,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-51.0,NA,34.0,76.0,67.0,48.0,NA,NA,167.0,56.0,7.0,1.0,472.0,0.0,854.0,33.0,0.0,378.0,3.0,21.0,109.0
EEE,2013J,525703,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-22.0,NA,33.0,74.0,68.0,83.0,124.0,77.0,159.0,88.0,3.0,105.0,275.0,11.0,909.0,499.0,0.0,149.0,10.0,27.0,11.0
EEE,2013J,526051,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,90,Y,Withdrawn,-180.0,-11.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,6.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
EEE,2013J,526073,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-38.0,NA,33.0,79.0,68.0,89.0,124.0,66.0,159.0,67.0,1.0,335.0,209.0,0.0,525.0,145.0,0.0,183.0,1.0,21.0,29.0
EEE,2013J,528021,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-102.0,NA,32.0,92.0,68.0,98.0,122.0,90.0,158.0,100.0,4.0,260.0,209.0,0.0,439.0,135.0,0.0,90.0,30.0,11.0,42.0
EEE,2013J,528083,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-18.0,NA,33.0,86.0,68.0,95.0,124.0,83.0,159.0,75.0,7.0,361.0,237.0,1.0,757.0,165.0,0.0,212.0,22.0,25.0,15.0
EEE,2013J,528961,F,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,-143.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,8.0,8.0,1.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0
EEE,2013J,529503,M,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-24.0,25.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,288.0,120.0,0.0,99.0,0.0,0.0,117.0,0.0,48.0,14.0
EEE,2013J,529509,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,-24.0,NA,33.0,71.0,NA,NA,NA,NA,NA,NA,1.0,5.0,31.0,0.0,89.0,0.0,0.0,103.0,0.0,10.0,9.0
EEE,2013J,529512,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-17.0,NA,32.0,88.0,67.0,86.0,123.0,66.0,158.0,83.0,2.0,17.0,167.0,0.0,506.0,297.0,0.0,187.0,15.0,3.0,28.0
EEE,2013J,530172,M,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-28.0,111.0,36.0,68.0,NA,NA,NA,NA,NA,NA,4.0,10.0,114.0,1.0,244.0,0.0,0.0,76.0,7.0,16.0,10.0
EEE,2013J,530360,M,South Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail,-29.0,NA,33.0,91.0,70.0,79.0,129.0,74.0,166.0,82.0,7.0,672.0,245.0,3.0,535.0,181.0,0.0,79.0,5.0,57.0,49.0
EEE,2013J,530765,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-18.0,NA,32.0,80.0,67.0,78.0,123.0,73.0,166.0,57.0,18.0,130.0,87.0,1.0,231.0,0.0,0.0,112.0,4.0,26.0,14.0
EEE,2013J,531097,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Fail,-185.0,NA,33.0,72.0,NA,NA,NA,NA,NA,NA,9.0,4.0,43.0,0.0,321.0,0.0,0.0,140.0,1.0,36.0,1.0
EEE,2013J,532491,M,West Midlands Region,A Level or Equivalent,NA,0-35,0,60,N,Pass,-63.0,NA,28.0,91.0,64.0,87.0,121.0,89.0,156.0,78.0,2.0,218.0,568.0,0.0,642.0,140.0,0.0,163.0,9.0,19.0,68.0
EEE,2013J,533012,M,Scotland,A Level or Equivalent,50-60%,35-55,0,90,N,Fail,-32.0,NA,33.0,46.0,68.0,69.0,NA,NA,NA,NA,2.0,103.0,95.0,0.0,120.0,0.0,0.0,87.0,4.0,30.0,7.0
EEE,2013J,533311,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-29.0,NA,29.0,97.0,64.0,99.0,119.0,96.0,156.0,86.0,11.0,669.0,261.0,12.0,483.0,332.0,0.0,77.0,6.0,13.0,74.0
EEE,2013J,534371,M,Ireland,A Level or Equivalent,NA,35-55,0,90,N,Pass,-37.0,NA,32.0,92.0,74.0,91.0,121.0,93.0,155.0,96.0,0.0,999.0,405.0,2.0,825.0,456.0,0.0,100.0,6.0,8.0,100.0
EEE,2013J,535259,M,East Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Distinction,-16.0,NA,30.0,84.0,67.0,89.0,123.0,84.0,158.0,87.0,46.0,1278.0,33.0,1.0,1851.0,410.0,0.0,280.0,19.0,48.0,30.0
EEE,2013J,537929,M,North Region,A Level or Equivalent,NA,0-35,0,60,N,Pass,-30.0,NA,33.0,90.0,68.0,81.0,128.0,80.0,159.0,67.0,5.0,969.0,475.0,1.0,771.0,130.0,0.0,138.0,17.0,109.0,60.0
EEE,2013J,538040,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-88.0,NA,30.0,94.0,69.0,93.0,124.0,73.0,NA,NA,1.0,692.0,216.0,2.0,181.0,11.0,0.0,102.0,7.0,68.0,66.0
EEE,2013J,538887,M,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-29.0,NA,32.0,93.0,68.0,94.0,124.0,92.0,159.0,90.0,5.0,273.0,259.0,18.0,912.0,295.0,0.0,2.0,23.0,78.0,47.0
EEE,2013J,539063,F,London Region,HE Qualification,70-80%,0-35,0,30,N,Pass,-32.0,NA,32.0,91.0,82.0,92.0,127.0,99.0,158.0,87.0,4.0,133.0,145.0,0.0,589.0,145.0,1.0,182.0,11.0,25.0,38.0
EEE,2013J,539695,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,-32.0,NA,33.0,26.0,NA,NA,NA,NA,NA,NA,3.0,41.0,92.0,0.0,208.0,0.0,0.0,103.0,6.0,35.0,12.0
EEE,2013J,539775,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-96.0,124.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,10.0,9.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,1.0
EEE,2013J,539990,M,Wales,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-36.0,NA,32.0,90.0,68.0,72.0,123.0,50.0,NA,NA,6.0,1.0,102.0,0.0,254.0,0.0,0.0,83.0,2.0,8.0,14.0
EEE,2013J,541040,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-116.0,NA,31.0,73.0,68.0,58.0,NA,NA,159.0,43.0,7.0,133.0,244.0,3.0,1146.0,28.0,0.0,160.0,21.0,105.0,11.0
EEE,2013J,541174,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-60.0,NA,34.0,68.0,68.0,83.0,128.0,78.0,160.0,67.0,0.0,30.0,112.0,0.0,448.0,121.0,0.0,99.0,1.0,4.0,13.0
EEE,2013J,543417,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-86.0,NA,33.0,72.0,83.0,55.0,127.0,53.0,159.0,81.0,3.0,36.0,143.0,0.0,276.0,266.0,0.0,95.0,3.0,23.0,17.0
EEE,2013J,543474,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-25.0,NA,59.0,79.0,71.0,73.0,124.0,68.0,165.0,69.0,2.0,0.0,46.0,0.0,163.0,10.0,0.0,2.0,1.0,16.0,5.0
EEE,2013J,543576,M,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,-79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0
EEE,2013J,544383,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-60.0,NA,32.0,95.0,71.0,95.0,128.0,84.0,158.0,89.0,1.0,298.0,324.0,0.0,515.0,193.0,0.0,182.0,13.0,5.0,67.0
EEE,2013J,544791,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-45.0,NA,34.0,73.0,68.0,71.0,124.0,85.0,158.0,38.0,3.0,130.0,110.0,0.0,298.0,24.0,0.0,141.0,3.0,21.0,20.0
EEE,2013J,545740,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-65.0,NA,33.0,91.0,67.0,94.0,123.0,90.0,159.0,80.0,7.0,235.0,159.0,2.0,952.0,162.0,0.0,203.0,15.0,31.0,44.0
EEE,2013J,545758,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Pass,-158.0,NA,32.0,92.0,85.0,83.0,124.0,63.0,156.0,76.0,4.0,175.0,84.0,0.0,194.0,39.0,0.0,96.0,2.0,5.0,5.0
EEE,2013J,546604,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-170.0,NA,31.0,75.0,68.0,74.0,124.0,65.0,158.0,65.0,1.0,237.0,340.0,0.0,615.0,154.0,0.0,108.0,22.0,30.0,22.0
EEE,2013J,547173,M,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction,-142.0,NA,32.0,96.0,67.0,93.0,123.0,91.0,157.0,77.0,2.0,8.0,116.0,0.0,508.0,276.0,0.0,106.0,3.0,10.0,21.0
EEE,2013J,547424,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-32.0,NA,33.0,87.0,67.0,81.0,123.0,71.0,161.0,80.0,2.0,393.0,310.0,1.0,877.0,431.0,0.0,199.0,28.0,27.0,42.0
EEE,2013J,548861,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-185.0,NA,33.0,65.0,68.0,56.0,124.0,58.0,159.0,72.0,3.0,290.0,451.0,2.0,833.0,294.0,0.0,197.0,14.0,35.0,72.0
EEE,2013J,548992,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-79.0,80.0,36.0,46.0,68.0,75.0,NA,NA,NA,NA,1.0,0.0,37.0,0.0,138.0,0.0,0.0,94.0,0.0,4.0,0.0
EEE,2013J,548994,M,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-73.0,NA,32.0,92.0,68.0,87.0,121.0,96.0,156.0,85.0,2.0,105.0,276.0,4.0,602.0,216.0,0.0,174.0,3.0,6.0,62.0
EEE,2013J,549139,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,-156.0,17.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,13.0,13.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,549262,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-81.0,NA,32.0,81.0,67.0,80.0,123.0,89.0,157.0,50.0,4.0,63.0,116.0,0.0,428.0,37.0,0.0,107.0,4.0,7.0,45.0
EEE,2013J,549681,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,Y,Pass,-32.0,NA,31.0,63.0,68.0,54.0,124.0,43.0,159.0,51.0,12.0,131.0,165.0,0.0,1381.0,190.0,0.0,283.0,16.0,6.0,18.0
EEE,2013J,549960,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Distinction,-53.0,NA,32.0,86.0,67.0,88.0,123.0,96.0,158.0,92.0,2.0,350.0,502.0,8.0,1287.0,397.0,0.0,180.0,21.0,55.0,60.0
EEE,2013J,550025,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-60.0,NA,32.0,74.0,67.0,81.0,124.0,86.0,158.0,66.0,1.0,247.0,405.0,0.0,714.0,305.0,0.0,159.0,17.0,6.0,94.0
EEE,2013J,550059,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-29.0,NA,32.0,97.0,NA,NA,NA,NA,NA,NA,5.0,262.0,199.0,0.0,578.0,0.0,0.0,116.0,6.0,50.0,21.0
EEE,2013J,550393,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-109.0,NA,33.0,89.0,69.0,77.0,124.0,60.0,159.0,64.0,5.0,22.0,71.0,1.0,438.0,133.0,0.0,131.0,7.0,18.0,7.0
EEE,2013J,551017,F,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-114.0,NA,34.0,43.0,67.0,70.0,137.0,66.0,159.0,85.0,4.0,8.0,67.0,0.0,329.0,223.0,0.0,6.0,6.0,9.0,13.0
EEE,2013J,551182,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-144.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,28.0,0.0,34.0,0.0,0.0,1.0,0.0,1.0,1.0
EEE,2013J,551430,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-42.0,163.0,32.0,66.0,67.0,57.0,123.0,32.0,NA,NA,1.0,2.0,82.0,0.0,231.0,0.0,0.0,105.0,1.0,6.0,5.0
EEE,2013J,552485,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,-22.0,NA,32.0,97.0,NA,NA,NA,NA,NA,NA,6.0,0.0,95.0,0.0,249.0,0.0,0.0,133.0,4.0,13.0,14.0
EEE,2013J,552795,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-24.0,NA,37.0,95.0,67.0,92.0,144.0,57.0,NA,NA,3.0,296.0,364.0,1.0,455.0,392.0,0.0,164.0,20.0,17.0,55.0
EEE,2013J,553568,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-35.0,76.0,33.0,88.0,NA,NA,NA,NA,NA,NA,0.0,349.0,170.0,0.0,241.0,0.0,0.0,122.0,0.0,8.0,34.0
EEE,2013J,553943,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,-30.0,NA,33.0,76.0,67.0,76.0,NA,NA,NA,NA,3.0,4.0,44.0,0.0,196.0,0.0,0.0,103.0,1.0,12.0,10.0
EEE,2013J,554052,M,North Region,HE Qualification,0-10%,0-35,0,30,N,Distinction,-129.0,NA,30.0,100.0,67.0,100.0,124.0,87.0,158.0,97.0,1.0,368.0,613.0,6.0,1052.0,796.0,0.0,142.0,15.0,55.0,111.0
EEE,2013J,554132,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-31.0,NA,45.0,63.0,NA,NA,NA,NA,NA,NA,3.0,5.0,89.0,0.0,251.0,0.0,0.0,108.0,8.0,7.0,0.0
EEE,2013J,554235,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-44.0,228.0,28.0,74.0,67.0,53.0,146.0,17.0,NA,NA,7.0,113.0,126.0,0.0,436.0,1.0,0.0,187.0,19.0,13.0,33.0
EEE,2013J,554459,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-142.0,NA,50.0,75.0,NA,NA,NA,NA,NA,NA,3.0,8.0,115.0,2.0,138.0,3.0,0.0,81.0,11.0,40.0,22.0
EEE,2013J,554583,M,Scotland,Lower Than A Level,50-60%,0-35,0,90,N,Pass,-29.0,NA,29.0,95.0,65.0,85.0,123.0,62.0,159.0,82.0,5.0,418.0,200.0,2.0,546.0,342.0,0.0,186.0,17.0,42.0,50.0
EEE,2013J,554999,M,North Western Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,-5.0,234.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,22.0,0.0,43.0,0.0,0.0,5.0,0.0,0.0,6.0
EEE,2013J,555020,M,South East Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,-130.0,-37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2013J,555228,M,North Region,A Level or Equivalent,NA,0-35,0,60,Y,Pass,-38.0,NA,29.0,64.0,66.0,82.0,124.0,80.0,157.0,64.0,2.0,167.0,379.0,10.0,844.0,86.0,0.0,192.0,3.0,30.0,38.0
EEE,2013J,555447,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-80.0,NA,31.0,90.0,68.0,89.0,125.0,80.0,159.0,78.0,3.0,21.0,202.0,0.0,341.0,115.0,0.0,84.0,184.0,74.0,67.0
EEE,2013J,555925,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-124.0,-25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2013J,556109,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-89.0,NA,31.0,84.0,82.0,92.0,122.0,86.0,158.0,81.0,11.0,623.0,727.0,7.0,1013.0,322.0,0.0,234.0,79.0,91.0,138.0
EEE,2013J,556177,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,90,N,Pass,-22.0,NA,33.0,89.0,67.0,90.0,124.0,80.0,159.0,56.0,2.0,36.0,218.0,1.0,695.0,195.0,0.0,162.0,4.0,24.0,35.0
EEE,2013J,556211,M,North Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-106.0,NA,36.0,85.0,70.0,84.0,122.0,77.0,157.0,98.0,5.0,255.0,395.0,1.0,1003.0,348.0,0.0,199.0,29.0,47.0,110.0
EEE,2013J,556231,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,-29.0,NA,33.0,75.0,68.0,81.0,124.0,87.0,159.0,68.0,3.0,77.0,256.0,0.0,495.0,258.0,0.0,146.0,8.0,22.0,24.0
EEE,2013J,556450,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,Y,Fail,-74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,31.0,0.0,25.0,0.0,0.0,2.0,0.0,1.0,0.0
EEE,2013J,556521,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass,-86.0,NA,32.0,88.0,67.0,76.0,123.0,82.0,159.0,75.0,6.0,169.0,185.0,0.0,795.0,73.0,0.0,112.0,24.0,100.0,13.0
EEE,2013J,556645,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-30.0,NA,31.0,89.0,68.0,72.0,123.0,87.0,158.0,81.0,6.0,635.0,629.0,9.0,956.0,350.0,0.0,243.0,30.0,58.0,171.0
EEE,2013J,556709,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-43.0,NA,31.0,89.0,75.0,88.0,123.0,78.0,159.0,79.0,3.0,229.0,350.0,1.0,670.0,87.0,0.0,180.0,2.0,4.0,57.0
EEE,2013J,556742,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-130.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,14.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2013J,556836,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,150,N,Withdrawn,-178.0,-25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2013J,557147,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-44.0,NA,31.0,67.0,68.0,64.0,124.0,51.0,158.0,38.0,0.0,18.0,210.0,0.0,419.0,0.0,0.0,107.0,4.0,22.0,79.0
EEE,2013J,557415,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-81.0,NA,33.0,97.0,75.0,83.0,123.0,79.0,159.0,95.0,4.0,109.0,297.0,2.0,635.0,279.0,0.0,178.0,4.0,6.0,25.0
EEE,2013J,557490,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-83.0,NA,37.0,39.0,NA,NA,NA,NA,NA,NA,18.0,6.0,64.0,0.0,167.0,0.0,0.0,140.0,0.0,29.0,1.0
EEE,2013J,558054,M,North Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-52.0,NA,32.0,95.0,68.0,84.0,122.0,95.0,159.0,92.0,9.0,18.0,291.0,0.0,1044.0,346.0,0.0,209.0,3.0,5.0,39.0
EEE,2013J,558444,F,London Region,Lower Than A Level,10-20,0-35,0,180,N,Fail,-102.0,NA,33.0,67.0,74.0,65.0,125.0,46.0,NA,NA,6.0,82.0,134.0,2.0,446.0,0.0,0.0,201.0,16.0,26.0,32.0
EEE,2013J,558463,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-144.0,NA,36.0,82.0,66.0,84.0,NA,NA,166.0,63.0,8.0,22.0,194.0,0.0,492.0,72.0,0.0,113.0,36.0,15.0,37.0
EEE,2013J,559519,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,-35.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,35.0,17.0,0.0,33.0,0.0,0.0,1.0,2.0,9.0,3.0
EEE,2013J,559551,M,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail,-43.0,NA,32.0,84.0,67.0,83.0,123.0,82.0,158.0,67.0,2.0,11.0,67.0,0.0,515.0,71.0,0.0,89.0,2.0,6.0,7.0
EEE,2013J,559617,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,Y,Pass,-31.0,NA,31.0,83.0,67.0,84.0,123.0,85.0,156.0,77.0,2.0,3.0,190.0,0.0,557.0,171.0,0.0,136.0,15.0,3.0,27.0
EEE,2013J,559645,M,North Region,HE Qualification,50-60%,0-35,0,60,N,Fail,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,111.0,54.0,0.0,60.0,0.0,0.0,106.0,0.0,8.0,1.0
EEE,2013J,559758,M,Scotland,Lower Than A Level,60-70%,35-55,0,30,N,Pass,-35.0,NA,36.0,61.0,71.0,79.0,124.0,77.0,NA,NA,4.0,78.0,97.0,0.0,181.0,8.0,0.0,104.0,3.0,19.0,24.0
