code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,37415_date,37415_score,37416_date,37416_score,37417_date,37417_score,37418_date,37418_score,37419_date,37419_score,37420_date,37420_score,37421_date,37421_score,37422_date,37422_score,37423_date,37423_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_resource,clicks_subpage
GGG,2013J,568973,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,30,Y,Fail,-43.0,NA,39.0,68.0,NA,NA,NA,NA,104.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.0,3.0,77.0,26.0,18.0,17.0,15.0
GGG,2013J,569253,F,East Midlands Region,HE Qualification,60-70%,35-55,0,30,N,Distinction,-25.0,NA,58.0,84.0,123.0,75.0,172.0,80.0,164.0,80.0,149.0,100.0,164.0,100.0,203.0,100.0,207.0,100.0,224.0,100.0,182.0,2.0,214.0,446.0,152.0,51.0,32.0
GGG,2013J,569381,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-116.0,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2013J,569490,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-145.0,NA,52.0,65.0,122.0,65.0,168.0,69.0,94.0,100.0,140.0,60.0,154.0,100.0,192.0,80.0,207.0,20.0,216.0,100.0,8.0,0.0,77.0,221.0,84.0,23.0,7.0
GGG,2013J,569511,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,45,N,Pass,-45.0,NA,55.0,60.0,123.0,65.0,173.0,70.0,223.0,60.0,223.0,100.0,NA,NA,223.0,100.0,224.0,60.0,NA,NA,51.0,2.0,105.0,398.0,57.0,11.0,2.0
GGG,2013J,569595,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,Y,Fail,-32.0,NA,61.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,0.0,21.0,13.0,0.0,14.0,13.0
GGG,2013J,569679,M,South West Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-134.0,NA,58.0,75.0,121.0,85.0,170.0,80.0,96.0,100.0,143.0,80.0,152.0,100.0,200.0,80.0,200.0,100.0,227.0,100.0,36.0,1.0,95.0,125.0,106.0,29.0,9.0
GGG,2013J,569974,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass,-81.0,NA,56.0,65.0,129.0,35.0,188.0,55.0,101.0,80.0,140.0,60.0,159.0,60.0,185.0,80.0,199.0,60.0,NA,NA,30.0,4.0,206.0,241.0,70.0,64.0,34.0
GGG,2013J,569984,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,-26.0,NA,61.0,55.0,137.0,50.0,187.0,65.0,91.0,80.0,151.0,100.0,158.0,40.0,229.0,80.0,NA,NA,NA,NA,43.0,1.0,155.0,185.0,81.0,52.0,17.0
GGG,2013J,570141,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-39.0,NA,57.0,80.0,124.0,75.0,173.0,75.0,140.0,100.0,140.0,100.0,164.0,100.0,227.0,100.0,227.0,100.0,227.0,100.0,0.0,0.0,67.0,205.0,94.0,7.0,10.0
GGG,2013J,570529,M,South West Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-29.0,NA,59.0,40.0,122.0,45.0,171.0,45.0,98.0,100.0,143.0,80.0,160.0,60.0,207.0,80.0,213.0,80.0,231.0,100.0,45.0,2.0,275.0,628.0,158.0,77.0,15.0
GGG,2013J,570801,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,45,N,Pass,-26.0,NA,59.0,83.0,123.0,50.0,180.0,52.0,101.0,100.0,135.0,100.0,199.0,100.0,199.0,100.0,199.0,80.0,213.0,100.0,346.0,15.0,306.0,309.0,118.0,54.0,31.0
GGG,2013J,571334,F,West Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-74.0,NA,56.0,80.0,117.0,66.0,158.0,70.0,97.0,100.0,129.0,100.0,151.0,100.0,199.0,100.0,202.0,80.0,213.0,100.0,478.0,12.0,178.0,358.0,162.0,36.0,26.0
GGG,2013J,571359,F,North Western Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2013J,571380,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-29.0,NA,53.0,54.0,124.0,60.0,173.0,55.0,94.0,100.0,132.0,100.0,149.0,80.0,189.0,100.0,200.0,40.0,214.0,80.0,140.0,1.0,135.0,253.0,94.0,26.0,22.0
GGG,2013J,571458,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,45,N,Distinction,-109.0,NA,57.0,70.0,123.0,90.0,174.0,95.0,125.0,100.0,145.0,100.0,164.0,100.0,193.0,100.0,199.0,80.0,215.0,100.0,544.0,7.0,129.0,405.0,156.0,5.0,18.0
GGG,2013J,571577,F,South West Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-157.0,NA,54.0,60.0,118.0,75.0,170.0,75.0,110.0,100.0,150.0,80.0,158.0,100.0,187.0,100.0,200.0,100.0,213.0,40.0,178.0,3.0,387.0,406.0,150.0,83.0,14.0
GGG,2013J,571696,F,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-156.0,NA,56.0,35.0,118.0,75.0,183.0,60.0,90.0,80.0,158.0,100.0,164.0,100.0,213.0,100.0,216.0,80.0,224.0,80.0,0.0,2.0,83.0,234.0,133.0,22.0,14.0
GGG,2013J,571768,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,-151.0,NA,16.0,40.0,131.0,35.0,NA,NA,178.0,80.0,174.0,60.0,174.0,40.0,185.0,20.0,207.0,80.0,222.0,60.0,2.0,0.0,63.0,25.0,110.0,15.0,12.0
GGG,2013J,571787,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,90,N,Fail,-31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,33.0,8.0,1.0,17.0,9.0
GGG,2013J,571883,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,-163.0,NA,53.0,90.0,123.0,60.0,179.0,55.0,102.0,100.0,138.0,80.0,165.0,80.0,199.0,100.0,230.0,60.0,230.0,20.0,0.0,0.0,76.0,95.0,133.0,14.0,9.0
GGG,2013J,571896,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-172.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2013J,571952,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-124.0,NA,58.0,55.0,123.0,65.0,179.0,50.0,103.0,100.0,224.0,100.0,224.0,60.0,224.0,80.0,224.0,40.0,NA,NA,15.0,0.0,115.0,188.0,86.0,62.0,41.0
GGG,2013J,572335,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail,-29.0,NA,57.0,65.0,NA,NA,NA,NA,101.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,1.0,100.0,99.0,12.0,10.0,14.0
GGG,2013J,572388,F,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-145.0,NA,52.0,80.0,121.0,85.0,167.0,65.0,88.0,100.0,140.0,100.0,150.0,100.0,186.0,100.0,200.0,100.0,221.0,60.0,208.0,5.0,136.0,399.0,149.0,13.0,28.0
GGG,2013J,572663,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-42.0,NA,59.0,55.0,123.0,65.0,192.0,65.0,215.0,80.0,215.0,80.0,NA,NA,215.0,100.0,223.0,80.0,NA,NA,1.0,0.0,71.0,161.0,71.0,22.0,12.0
GGG,2013J,572714,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-172.0,NA,57.0,70.0,117.0,80.0,158.0,85.0,91.0,80.0,129.0,80.0,149.0,100.0,200.0,100.0,209.0,80.0,216.0,100.0,100.0,6.0,253.0,465.0,159.0,35.0,45.0
GGG,2013J,573134,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-135.0,NA,47.0,50.0,124.0,45.0,173.0,60.0,117.0,100.0,159.0,100.0,165.0,100.0,207.0,80.0,214.0,60.0,NA,NA,0.0,0.0,100.0,228.0,111.0,5.0,4.0
GGG,2013J,573294,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,-70.0,NA,61.0,55.0,125.0,80.0,187.0,70.0,95.0,100.0,185.0,100.0,185.0,100.0,185.0,100.0,229.0,60.0,229.0,100.0,37.0,0.0,151.0,166.0,93.0,53.0,20.0
GGG,2013J,573331,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,-151.0,NA,60.0,65.0,122.0,70.0,185.0,85.0,101.0,100.0,151.0,100.0,187.0,100.0,209.0,100.0,200.0,100.0,NA,NA,57.0,0.0,131.0,367.0,139.0,42.0,41.0
GGG,2013J,573460,F,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Fail,-86.0,NA,60.0,50.0,123.0,50.0,192.0,50.0,101.0,100.0,200.0,80.0,228.0,80.0,228.0,80.0,NA,NA,NA,NA,40.0,1.0,78.0,230.0,77.0,21.0,11.0
GGG,2013J,573464,F,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,-103.0,NA,29.0,73.0,109.0,71.0,165.0,78.0,87.0,100.0,136.0,100.0,152.0,80.0,185.0,100.0,200.0,100.0,NA,NA,115.0,2.0,140.0,341.0,146.0,12.0,19.0
GGG,2013J,573510,M,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,-103.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2013J,573554,F,South East Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-88.0,NA,54.0,65.0,123.0,60.0,172.0,45.0,161.0,80.0,161.0,40.0,209.0,40.0,209.0,100.0,228.0,20.0,NA,NA,19.0,2.0,36.0,65.0,79.0,13.0,41.0
GGG,2013J,573666,F,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-42.0,NA,61.0,58.0,124.0,64.0,174.0,48.0,171.0,80.0,171.0,60.0,171.0,52.0,208.0,80.0,208.0,80.0,217.0,80.0,30.0,1.0,75.0,272.0,127.0,25.0,20.0
GGG,2013J,574238,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,-148.0,NA,32.0,90.0,116.0,80.0,170.0,78.0,87.0,100.0,129.0,80.0,166.0,80.0,192.0,100.0,NA,NA,NA,NA,100.0,0.0,108.0,176.0,65.0,17.0,16.0
GGG,2013J,574351,F,South East Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,-67.0,NA,54.0,40.0,120.0,75.0,NA,NA,96.0,100.0,137.0,100.0,201.0,92.0,201.0,100.0,NA,NA,NA,NA,20.0,8.0,62.0,88.0,104.0,19.0,24.0
GGG,2013J,574504,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,-38.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,0.0,15.0,5.0,0.0,11.0,0.0
GGG,2013J,574512,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,30,N,Distinction,-123.0,NA,58.0,73.0,124.0,75.0,179.0,75.0,132.0,100.0,199.0,100.0,199.0,80.0,227.0,100.0,227.0,80.0,227.0,100.0,109.0,2.0,350.0,267.0,81.0,41.0,24.0
GGG,2013J,574606,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,-42.0,201.0,60.0,84.0,119.0,80.0,NA,NA,104.0,100.0,151.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,6.0,0.0,64.0,94.0,30.0,5.0,9.0
GGG,2013J,574642,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Withdrawn,-26.0,193.0,111.0,58.0,167.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.0,1.0,84.0,47.0,4.0,22.0,16.0
GGG,2013J,574857,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-151.0,NA,52.0,70.0,119.0,75.0,167.0,75.0,91.0,80.0,129.0,100.0,149.0,100.0,185.0,100.0,199.0,100.0,213.0,80.0,49.0,0.0,155.0,442.0,150.0,17.0,45.0
GGG,2013J,574948,F,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-97.0,NA,58.0,45.0,123.0,60.0,173.0,75.0,123.0,100.0,131.0,100.0,154.0,100.0,209.0,100.0,209.0,100.0,224.0,100.0,26.0,0.0,94.0,124.0,126.0,20.0,12.0
GGG,2013J,574957,F,South East Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-86.0,NA,60.0,75.0,124.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,15.0,17.0,1.0,8.0,7.0
GGG,2013J,574960,M,South West Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,-135.0,NA,58.0,69.0,121.0,90.0,170.0,80.0,94.0,100.0,137.0,100.0,157.0,80.0,199.0,100.0,200.0,100.0,217.0,100.0,286.0,21.0,226.0,299.0,190.0,10.0,14.0
GGG,2013J,574988,F,South East Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,-134.0,NA,47.0,95.0,114.0,84.0,171.0,95.0,88.0,100.0,129.0,60.0,149.0,100.0,185.0,100.0,199.0,80.0,213.0,100.0,114.0,96.0,324.0,757.0,251.0,148.0,31.0
GGG,2013J,575000,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,Y,Fail,-124.0,NA,45.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,29.0,14.0,0.0,13.0,15.0
GGG,2013J,575061,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,150,N,Pass,-66.0,NA,110.0,0.0,168.0,76.0,193.0,82.0,200.0,80.0,201.0,80.0,221.0,80.0,229.0,60.0,229.0,60.0,229.0,100.0,42.0,0.0,114.0,203.0,184.0,7.0,7.0
GGG,2013J,575080,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,-168.0,132.0,58.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,7.0,1.0,0.0,3.0,3.0
GGG,2013J,575136,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,-145.0,NA,55.0,35.0,119.0,50.0,172.0,69.0,108.0,80.0,149.0,80.0,171.0,100.0,228.0,100.0,228.0,60.0,228.0,100.0,21.0,0.0,146.0,170.0,147.0,42.0,24.0
GGG,2013J,575214,F,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-79.0,NA,53.0,60.0,122.0,70.0,171.0,70.0,88.0,100.0,138.0,100.0,208.0,80.0,186.0,100.0,208.0,60.0,NA,NA,44.0,0.0,76.0,215.0,63.0,7.0,13.0
GGG,2013J,575355,F,London Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-145.0,NA,56.0,48.0,121.0,65.0,171.0,50.0,96.0,100.0,137.0,80.0,157.0,100.0,185.0,80.0,NA,NA,NA,NA,139.0,7.0,123.0,270.0,96.0,22.0,33.0
GGG,2013J,575454,F,South Region,Lower Than A Level,30-40%,0-35,0,30,Y,Fail,-18.0,NA,NA,NA,138.0,54.0,174.0,51.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,31.0,32.0,0.0,11.0,2.0
GGG,2013J,575488,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Distinction,-103.0,NA,61.0,53.0,123.0,36.0,187.0,38.0,125.0,60.0,230.0,80.0,230.0,12.0,NA,NA,227.0,60.0,NA,NA,15.0,4.0,51.0,57.0,69.0,22.0,30.0
GGG,2013J,575554,F,South East Region,A Level or Equivalent,10-20,35-55,0,30,N,Pass,-129.0,NA,NA,NA,108.0,45.0,157.0,58.0,95.0,40.0,139.0,60.0,201.0,80.0,192.0,80.0,NA,NA,NA,NA,2.0,0.0,42.0,14.0,69.0,3.0,2.0
GGG,2013J,575559,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,-49.0,NA,59.0,80.0,122.0,80.0,171.0,80.0,102.0,100.0,194.0,80.0,194.0,60.0,194.0,100.0,208.0,60.0,229.0,100.0,97.0,0.0,128.0,300.0,140.0,18.0,3.0
GGG,2013J,575691,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,-134.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2013J,575720,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,-190.0,NA,52.0,80.0,117.0,90.0,169.0,90.0,87.0,100.0,132.0,80.0,150.0,100.0,187.0,100.0,200.0,100.0,214.0,80.0,35.0,1.0,110.0,316.0,146.0,22.0,11.0
GGG,2013J,575984,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,-155.0,NA,57.0,80.0,119.0,75.0,206.0,35.0,108.0,100.0,230.0,80.0,230.0,100.0,230.0,80.0,230.0,80.0,NA,NA,12.0,0.0,25.0,45.0,60.0,1.0,9.0
GGG,2013J,576141,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-137.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,12.0,0.0,0.0,4.0,5.0
GGG,2013J,576143,F,South Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,-128.0,NA,NA,NA,118.0,45.0,181.0,15.0,135.0,60.0,158.0,60.0,221.0,80.0,227.0,40.0,NA,NA,230.0,60.0,43.0,2.0,356.0,262.0,223.0,50.0,27.0
GGG,2013J,576371,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,-29.0,NA,61.0,84.0,124.0,85.0,172.0,80.0,NA,NA,NA,NA,171.0,80.0,222.0,100.0,223.0,100.0,228.0,100.0,16.0,0.0,67.0,187.0,63.0,3.0,21.0
GGG,2013J,576425,M,North Western Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,-109.0,NA,59.0,55.0,123.0,50.0,173.0,50.0,90.0,60.0,228.0,60.0,228.0,80.0,228.0,60.0,NA,NA,NA,NA,76.0,1.0,54.0,97.0,109.0,9.0,16.0
GGG,2013J,576445,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,30,Y,Pass,-134.0,NA,59.0,50.0,121.0,60.0,177.0,60.0,94.0,100.0,143.0,100.0,178.0,72.0,213.0,80.0,228.0,80.0,228.0,80.0,18.0,2.0,401.0,729.0,117.0,272.0,94.0
GGG,2013J,576447,F,South West Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,-137.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,14.0,2.0,0.0,8.0,1.0
GGG,2013J,576455,F,London Region,A Level or Equivalent,0-10%,35-55,0,30,N,Fail,-135.0,NA,60.0,45.0,NA,NA,NA,NA,109.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0,3.0,25.0,35.0,19.0,6.0,22.0
GGG,2013J,576488,F,London Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-53.0,NA,60.0,70.0,124.0,50.0,173.0,59.0,210.0,100.0,210.0,80.0,210.0,60.0,210.0,60.0,210.0,80.0,213.0,60.0,46.0,0.0,109.0,227.0,193.0,32.0,29.0
GGG,2013J,576593,F,London Region,A Level or Equivalent,10-20,35-55,0,30,N,Fail,-22.0,NA,61.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,11.0,3.0,0.0,7.0,8.0
GGG,2013J,576654,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,-109.0,NA,56.0,70.0,121.0,55.0,172.0,60.0,98.0,80.0,136.0,100.0,154.0,100.0,187.0,100.0,207.0,100.0,224.0,100.0,77.0,0.0,204.0,517.0,115.0,18.0,13.0
GGG,2013J,576761,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-38.0,NA,51.0,65.0,121.0,57.0,171.0,60.0,95.0,100.0,172.0,100.0,158.0,100.0,214.0,80.0,216.0,40.0,224.0,40.0,244.0,0.0,126.0,240.0,108.0,17.0,7.0
GGG,2013J,576948,F,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-157.0,NA,73.0,75.0,122.0,60.0,180.0,86.0,213.0,100.0,213.0,100.0,213.0,60.0,213.0,100.0,NA,NA,NA,NA,47.0,0.0,50.0,234.0,111.0,6.0,17.0
GGG,2013J,577439,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,-78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,19.0,17.0,0.0,2.0,3.0
GGG,2013J,577456,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,-137.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,4.0,1.0,0.0,3.0,2.0
GGG,2013J,577471,F,London Region,A Level or Equivalent,90-100%,35-55,0,30,N,Withdrawn,-165.0,101.0,53.0,85.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.0,1.0,69.0,74.0,2.0,11.0,14.0
GGG,2013J,577780,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-155.0,NA,63.0,84.0,126.0,85.0,175.0,85.0,94.0,100.0,154.0,100.0,164.0,60.0,199.0,100.0,213.0,80.0,213.0,40.0,169.0,4.0,356.0,422.0,152.0,88.0,42.0
GGG,2013J,577820,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-151.0,NA,56.0,80.0,122.0,85.0,172.0,80.0,90.0,100.0,135.0,100.0,153.0,60.0,199.0,100.0,214.0,60.0,228.0,80.0,243.0,2.0,135.0,380.0,108.0,31.0,33.0
GGG,2013J,577827,F,South West Region,Lower Than A Level,0-10%,35-55,0,90,Y,Fail,-58.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,0.0,20.0,6.0,0.0,23.0,13.0
GGG,2013J,577888,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,-141.0,NA,58.0,65.0,123.0,85.0,173.0,75.0,182.0,100.0,201.0,100.0,168.0,100.0,201.0,100.0,NA,NA,NA,NA,84.0,19.0,207.0,823.0,73.0,61.0,14.0
GGG,2013J,578140,F,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-142.0,NA,27.0,60.0,113.0,75.0,168.0,80.0,97.0,100.0,136.0,100.0,157.0,100.0,185.0,100.0,207.0,100.0,NA,NA,40.0,0.0,230.0,444.0,121.0,48.0,17.0
GGG,2013J,578207,M,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,-29.0,NA,67.0,54.0,124.0,65.0,179.0,35.0,91.0,80.0,222.0,100.0,227.0,80.0,227.0,100.0,227.0,100.0,227.0,100.0,88.0,0.0,134.0,130.0,168.0,46.0,19.0
GGG,2013J,578375,F,South East Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-141.0,NA,52.0,95.0,118.0,95.0,170.0,87.0,97.0,100.0,132.0,80.0,157.0,100.0,192.0,100.0,200.0,80.0,NA,NA,350.0,0.0,118.0,224.0,99.0,20.0,35.0
GGG,2013J,578378,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn,-59.0,178.0,59.0,68.0,124.0,30.0,NA,NA,96.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,119.0,52.0,15.0,78.0,35.0
GGG,2013J,578555,M,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,-134.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,12.0,9.0,0.0,4.0,0.0
GGG,2013J,578666,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail,-36.0,NA,59.0,39.0,125.0,39.0,162.0,39.0,119.0,80.0,147.0,100.0,171.0,52.0,187.0,100.0,207.0,60.0,216.0,100.0,63.0,2.0,206.0,435.0,225.0,83.0,47.0
GGG,2013J,578781,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Fail,-127.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,6.0,1.0,0.0,2.0,1.0
GGG,2013J,578940,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass,-29.0,NA,54.0,70.0,123.0,55.0,168.0,55.0,91.0,100.0,143.0,100.0,153.0,100.0,192.0,100.0,207.0,80.0,217.0,100.0,1791.0,3.0,775.0,1046.0,176.0,53.0,47.0
GGG,2013J,578941,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,-43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2013J,578977,F,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,21.0,13.0,0.0,13.0,9.0
GGG,2013J,579015,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass,-37.0,NA,55.0,45.0,116.0,55.0,167.0,60.0,171.0,100.0,179.0,60.0,185.0,64.0,200.0,60.0,207.0,40.0,213.0,60.0,0.0,0.0,57.0,169.0,146.0,16.0,5.0
GGG,2013J,579020,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-35.0,NA,59.0,80.0,124.0,65.0,171.0,85.0,95.0,100.0,139.0,80.0,157.0,100.0,196.0,80.0,202.0,80.0,229.0,80.0,79.0,0.0,153.0,133.0,108.0,13.0,16.0
GGG,2013J,579086,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-129.0,NA,52.0,70.0,119.0,65.0,171.0,65.0,87.0,100.0,132.0,100.0,154.0,100.0,185.0,100.0,199.0,20.0,NA,NA,87.0,0.0,117.0,228.0,66.0,31.0,15.0
GGG,2013J,579164,F,South Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,-129.0,NA,58.0,70.0,122.0,72.0,171.0,85.0,119.0,100.0,158.0,100.0,161.0,100.0,213.0,100.0,213.0,100.0,213.0,100.0,8.0,0.0,87.0,281.0,85.0,9.0,5.0
