code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,25362_date,25362_score,25363_date,25363_score,25364_date,25364_score,25365_date,25365_score,25366_date,25366_score,25367_date,25367_score,25368_date,25368_score,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_resource,clicks_subpage,clicks_url
DDD,2014J,466289,M,Ireland,Lower Than A Level,60-70%,0-35,0,90,N,Pass,-91.0,NA,20.0,35.0,40.0,95.0,63.0,90.0,110.0,80.0,146.0,47.0,195.0,55.0,243.0,51.0,8.0,297.0,30.0,282.0,73.0,77.0,0.0,57.0,190.0,35.0
DDD,2014J,466714,M,South West Region,A Level or Equivalent,40-50%,0-35,3,60,Y,Withdrawn,-41.0,-12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DDD,2014J,466956,M,London Region,Lower Than A Level,50-60%,0-35,0,210,N,Withdrawn,-100.0,-71.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,467893,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-43.0,NA,20.0,60.0,40.0,100.0,62.0,95.0,118.0,79.0,153.0,61.0,195.0,71.0,243.0,64.0,6.0,514.0,19.0,466.0,49.0,383.0,0.0,82.0,274.0,49.0
DDD,2014J,468386,F,Scotland,HE Qualification,0-10%,0-35,3,150,N,Fail,-134.0,NA,-1.0,75.0,32.0,95.0,111.0,NA,111.0,33.0,NA,NA,NA,NA,NA,NA,4.0,102.0,0.0,152.0,0.0,130.0,0.0,43.0,104.0,9.0
DDD,2014J,468720,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-24.0,NA,20.0,85.0,41.0,100.0,62.0,90.0,111.0,78.0,146.0,68.0,195.0,74.0,243.0,73.0,9.0,82.0,0.0,234.0,76.0,224.0,0.0,50.0,151.0,29.0
DDD,2014J,468845,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-39.0,NA,20.0,90.0,41.0,85.0,61.0,88.0,111.0,94.0,156.0,83.0,195.0,89.0,243.0,78.0,12.0,306.0,1.0,201.0,35.0,51.0,0.0,69.0,171.0,28.0
DDD,2014J,469624,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-74.0,NA,19.0,60.0,40.0,80.0,62.0,60.0,111.0,36.0,146.0,28.0,195.0,50.0,242.0,42.0,11.0,47.0,12.0,194.0,19.0,271.0,0.0,30.0,78.0,30.0
DDD,2014J,469633,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-142.0,NA,20.0,75.0,41.0,100.0,62.0,95.0,111.0,92.0,145.0,79.0,194.0,62.0,243.0,78.0,0.0,315.0,11.0,29.0,23.0,160.0,6.0,22.0,74.0,4.0
DDD,2014J,470555,M,South West Region,Lower Than A Level,20-30%,0-35,1,90,Y,Fail,-161.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,6.0,0.0,0.0,0.0,42.0,0.0,0.0
DDD,2014J,470914,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,N,Pass,-36.0,NA,20.0,65.0,41.0,65.0,62.0,53.0,123.0,33.0,146.0,27.0,195.0,41.0,243.0,44.0,5.0,55.0,24.0,141.0,17.0,164.0,0.0,30.0,86.0,5.0
DDD,2014J,471781,F,Scotland,A Level or Equivalent,60-70%,0-35,2,60,N,Withdrawn,-155.0,-25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,471976,M,South Region,HE Qualification,90-100%,0-35,0,60,N,Fail,-30.0,NA,20.0,45.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,33.0,14.0,42.0,7.0,25.0,0.0,7.0,33.0,5.0
DDD,2014J,472073,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-109.0,NA,22.0,85.0,41.0,100.0,NA,NA,111.0,83.0,146.0,70.0,194.0,55.0,243.0,62.0,5.0,263.0,5.0,239.0,15.0,123.0,0.0,77.0,75.0,34.0
DDD,2014J,472616,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,150,N,Distinction,-84.0,NA,19.0,75.0,41.0,80.0,61.0,75.0,111.0,44.0,146.0,80.0,195.0,79.0,243.0,91.0,21.0,19.0,9.0,241.0,9.0,70.0,0.0,80.0,161.0,9.0
DDD,2014J,472649,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,-37.0,-37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,472949,F,London Region,HE Qualification,20-30%,35-55,2,60,N,Fail,-30.0,NA,20.0,100.0,41.0,90.0,62.0,100.0,111.0,96.0,NA,NA,NA,NA,NA,NA,2.0,31.0,8.0,103.0,2.0,97.0,0.0,17.0,43.0,4.0
DDD,2014J,473129,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,-38.0,NA,20.0,85.0,40.0,95.0,62.0,95.0,111.0,89.0,146.0,69.0,191.0,35.0,243.0,76.0,2.0,55.0,0.0,87.0,0.0,46.0,0.0,29.0,65.0,19.0
DDD,2014J,474119,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-48.0,124.0,20.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,19.0,10.0,53.0,0.0,78.0,0.0,4.0,29.0,4.0
DDD,2014J,474246,M,South East Region,Lower Than A Level,10-20,0-35,2,60,N,Fail,-4.0,NA,20.0,80.0,37.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,92.0,12.0,92.0,0.0,44.0,0.0,5.0,8.0,1.0
DDD,2014J,475443,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-162.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,21.0,0.0,10.0,0.0,2.0,9.0,9.0
DDD,2014J,475839,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,Y,Fail,-29.0,NA,20.0,50.0,41.0,65.0,62.0,33.0,111.0,30.0,NA,NA,NA,NA,NA,NA,3.0,63.0,0.0,143.0,1.0,233.0,0.0,27.0,51.0,4.0
DDD,2014J,475863,M,North Region,Lower Than A Level,NA,35-55,0,60,N,Pass,-81.0,NA,17.0,90.0,35.0,80.0,58.0,88.0,106.0,96.0,144.0,85.0,190.0,89.0,242.0,73.0,46.0,352.0,14.0,348.0,80.0,72.0,0.0,77.0,157.0,26.0
DDD,2014J,475908,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-74.0,NA,18.0,85.0,41.0,70.0,62.0,63.0,111.0,67.0,146.0,50.0,195.0,55.0,243.0,27.0,17.0,153.0,3.0,154.0,6.0,50.0,0.0,62.0,206.0,22.0
DDD,2014J,477099,M,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,-50.0,12.0,20.0,65.0,41.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,179.0,0.0,132.0,2.0,27.0,0.0,31.0,85.0,11.0
DDD,2014J,477354,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-58.0,NA,20.0,80.0,46.0,90.0,72.0,78.0,123.0,89.0,160.0,62.0,204.0,59.0,242.0,64.0,43.0,480.0,18.0,1097.0,224.0,318.0,0.0,430.0,835.0,156.0
DDD,2014J,477556,F,South East Region,A Level or Equivalent,50-60%,0-35,2,60,N,Fail,-136.0,NA,19.0,75.0,43.0,80.0,71.0,60.0,115.0,63.0,NA,NA,202.0,36.0,242.0,38.0,7.0,11.0,0.0,75.0,0.0,156.0,0.0,15.0,24.0,2.0
DDD,2014J,478326,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,240,Y,Withdrawn,-156.0,12.0,22.0,75.0,43.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,19.0,0.0,63.0,1.0,13.0,0.0,16.0,15.0,4.0
DDD,2014J,478517,M,South West Region,A Level or Equivalent,60-70%,35-55,1,120,N,Fail,-30.0,NA,20.0,85.0,41.0,95.0,62.0,85.0,111.0,82.0,NA,NA,NA,NA,NA,NA,1.0,220.0,2.0,169.0,2.0,56.0,0.0,24.0,52.0,11.0
DDD,2014J,479553,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-136.0,NA,15.0,55.0,40.0,95.0,60.0,83.0,110.0,82.0,145.0,66.0,194.0,64.0,243.0,49.0,5.0,475.0,2.0,364.0,31.0,45.0,0.0,72.0,285.0,49.0
DDD,2014J,482173,F,Scotland,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-161.0,NA,-1.0,89.0,-1.0,98.0,-1.0,98.0,-1.0,94.0,147.0,88.0,NA,NA,243.0,87.0,11.0,180.0,0.0,135.0,0.0,42.0,0.0,24.0,83.0,7.0
DDD,2014J,483136,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-58.0,NA,19.0,55.0,40.0,80.0,65.0,68.0,113.0,77.0,160.0,62.0,202.0,33.0,243.0,64.0,5.0,33.0,6.0,86.0,16.0,62.0,0.0,34.0,81.0,7.0
DDD,2014J,483149,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-31.0,NA,15.0,80.0,50.0,80.0,61.0,93.0,120.0,86.0,149.0,82.0,202.0,94.0,242.0,71.0,16.0,237.0,0.0,188.0,44.0,259.0,0.0,119.0,253.0,46.0
DDD,2014J,483200,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-48.0,NA,18.0,95.0,38.0,90.0,60.0,83.0,110.0,88.0,146.0,71.0,194.0,85.0,242.0,69.0,36.0,599.0,6.0,686.0,41.0,162.0,0.0,138.0,462.0,84.0
DDD,2014J,483343,F,South West Region,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn,-156.0,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,484130,F,London Region,A Level or Equivalent,60-70%,0-35,1,180,N,Withdrawn,-15.0,237.0,-1.0,59.0,41.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,235.0,1.0,62.0,3.0,50.0,0.0,8.0,8.0,4.0
DDD,2014J,484171,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Withdrawn,-153.0,-145.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,485282,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-86.0,NA,19.0,95.0,40.0,90.0,62.0,93.0,110.0,78.0,146.0,82.0,NA,NA,243.0,78.0,15.0,296.0,29.0,222.0,6.0,114.0,0.0,90.0,356.0,27.0
DDD,2014J,485421,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-100.0,NA,NA,NA,41.0,60.0,65.0,65.0,111.0,48.0,146.0,40.0,195.0,41.0,243.0,42.0,18.0,82.0,11.0,175.0,0.0,90.0,0.0,20.0,69.0,8.0
DDD,2014J,485612,F,South Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,-162.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,42.0,7.0,35.0,0.0,21.0,0.0,16.0,10.0,3.0
DDD,2014J,486244,F,South Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Withdrawn,-44.0,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,38.0,0.0,33.0,0.0,115.0,0.0,3.0,37.0,1.0
DDD,2014J,486287,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,-70.0,NA,18.0,65.0,39.0,90.0,60.0,98.0,111.0,74.0,146.0,67.0,195.0,61.0,242.0,71.0,26.0,774.0,0.0,998.0,100.0,419.0,0.0,107.0,286.0,61.0
DDD,2014J,486539,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,-57.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,487556,M,East Midlands Region,HE Qualification,90-100%,0-35,1,60,N,Pass,-109.0,NA,-1.0,56.0,-1.0,79.0,-1.0,79.0,-1.0,76.0,146.0,57.0,201.0,61.0,242.0,49.0,44.0,144.0,0.0,221.0,138.0,49.0,0.0,41.0,168.0,26.0
DDD,2014J,487607,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-45.0,NA,3.0,70.0,31.0,60.0,52.0,55.0,108.0,38.0,137.0,36.0,192.0,28.0,NA,NA,3.0,34.0,24.0,102.0,5.0,63.0,8.0,50.0,126.0,8.0
DDD,2014J,488575,M,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,-156.0,183.0,19.0,85.0,41.0,80.0,62.0,78.0,111.0,90.0,NA,NA,NA,NA,NA,NA,5.0,90.0,13.0,120.0,17.0,100.0,0.0,42.0,34.0,7.0
DDD,2014J,488941,M,North Region,Post Graduate Qualification,NA,55<=,0,120,N,Distinction,-92.0,NA,11.0,100.0,27.0,100.0,54.0,98.0,72.0,94.0,126.0,93.0,155.0,94.0,244.0,91.0,11.0,560.0,12.0,425.0,60.0,70.0,0.0,85.0,410.0,68.0
DDD,2014J,490629,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-102.0,NA,17.0,90.0,40.0,90.0,54.0,93.0,110.0,94.0,142.0,89.0,190.0,79.0,242.0,73.0,12.0,83.0,0.0,369.0,23.0,39.0,0.0,70.0,99.0,30.0
DDD,2014J,491688,M,South East Region,Lower Than A Level,30-40%,0-35,2,90,Y,Withdrawn,-81.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,18.0,0.0,27.0,0.0,12.0,14.0,0.0
DDD,2014J,492254,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-81.0,-25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,492480,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-143.0,NA,19.0,50.0,39.0,85.0,60.0,58.0,110.0,61.0,145.0,73.0,194.0,59.0,242.0,67.0,0.0,49.0,0.0,139.0,24.0,163.0,0.0,30.0,2.0,1.0
DDD,2014J,492496,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,-86.0,NA,19.0,95.0,40.0,85.0,61.0,83.0,110.0,83.0,149.0,85.0,195.0,71.0,242.0,93.0,20.0,295.0,8.0,407.0,38.0,100.0,0.0,105.0,251.0,51.0
DDD,2014J,493207,F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-53.0,NA,-1.0,66.0,40.0,85.0,62.0,63.0,111.0,86.0,146.0,18.0,195.0,10.0,243.0,40.0,3.0,383.0,0.0,276.0,7.0,87.0,0.0,38.0,81.0,5.0
DDD,2014J,493434,M,Ireland,Lower Than A Level,NA,35-55,1,60,N,Fail,-109.0,NA,-1.0,75.0,-1.0,80.0,-1.0,80.0,-1.0,97.0,NA,NA,NA,NA,NA,NA,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
DDD,2014J,493650,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-87.0,145.0,13.0,70.0,40.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,19.0,0.0,42.0,0.0,49.0,0.0,9.0,37.0,3.0
DDD,2014J,493826,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,Y,Withdrawn,-60.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,43.0,0.0,31.0,0.0,69.0,0.0,213.0,7.0,1.0
DDD,2014J,493876,M,London Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,-121.0,NA,18.0,35.0,39.0,75.0,66.0,45.0,117.0,34.0,146.0,35.0,NA,NA,NA,NA,2.0,97.0,20.0,132.0,6.0,123.0,0.0,26.0,40.0,6.0
DDD,2014J,495493,M,North Region,Lower Than A Level,NA,0-35,0,60,Y,Pass,-36.0,NA,19.0,70.0,41.0,100.0,62.0,98.0,110.0,91.0,157.0,85.0,194.0,50.0,244.0,93.0,25.0,338.0,1.0,261.0,69.0,261.0,0.0,82.0,224.0,34.0
DDD,2014J,495615,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-120.0,NA,10.0,75.0,37.0,70.0,61.0,90.0,111.0,85.0,146.0,71.0,194.0,64.0,242.0,64.0,25.0,271.0,0.0,343.0,31.0,411.0,0.0,53.0,135.0,26.0
DDD,2014J,495762,M,Wales,HE Qualification,60-70%,0-35,2,60,N,Withdrawn,-25.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,495881,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-56.0,NA,20.0,80.0,41.0,90.0,62.0,88.0,111.0,94.0,160.0,67.0,NA,NA,242.0,60.0,14.0,663.0,2.0,572.0,55.0,377.0,0.0,119.0,410.0,73.0
DDD,2014J,495903,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-156.0,190.0,16.0,35.0,38.0,80.0,61.0,63.0,110.0,72.0,NA,NA,NA,NA,NA,NA,1.0,32.0,36.0,144.0,1.0,114.0,0.0,118.0,102.0,23.0
DDD,2014J,496154,F,South Region,A Level or Equivalent,50-60%,35-55,1,60,N,Withdrawn,-116.0,172.0,20.0,75.0,41.0,55.0,69.0,63.0,148.0,53.0,NA,NA,NA,NA,NA,NA,4.0,61.0,31.0,75.0,12.0,89.0,0.0,49.0,87.0,7.0
DDD,2014J,496494,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-77.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,14.0,0.0,9.0,0.0,0.0,3.0,1.0
DDD,2014J,496916,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-116.0,NA,19.0,70.0,40.0,95.0,61.0,85.0,110.0,99.0,144.0,91.0,195.0,62.0,242.0,91.0,22.0,188.0,0.0,302.0,1.0,324.0,0.0,125.0,371.0,56.0
DDD,2014J,497989,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,-86.0,12.0,15.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,55.0,0.0,42.0,1.0,14.0,0.0,12.0,20.0,6.0
DDD,2014J,498326,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-21.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,499865,F,Scotland,HE Qualification,80-90%,0-35,1,90,N,Withdrawn,-109.0,151.0,16.0,85.0,37.0,85.0,60.0,80.0,109.0,84.0,NA,NA,NA,NA,NA,NA,13.0,1044.0,0.0,495.0,8.0,140.0,0.0,71.0,138.0,20.0
DDD,2014J,500339,M,North Western Region,Lower Than A Level,70-80%,0-35,1,120,N,Withdrawn,-41.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014J,500707,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,2,60,Y,Fail,-162.0,NA,10.0,75.0,40.0,70.0,62.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,7.0,129.0,51.0,134.0,0.0,73.0,0.0,13.0,37.0,8.0
DDD,2014J,502470,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-23.0,NA,20.0,80.0,41.0,70.0,NA,NA,110.0,85.0,156.0,62.0,195.0,55.0,243.0,53.0,8.0,23.0,0.0,160.0,2.0,122.0,0.0,48.0,76.0,21.0
DDD,2014J,502557,M,South West Region,HE Qualification,20-30%,0-35,1,60,N,Withdrawn,-87.0,103.0,20.0,80.0,41.0,65.0,62.0,58.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,256.0,1.0,176.0,4.0,241.0,0.0,38.0,69.0,14.0
DDD,2014J,504034,F,Ireland,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn,-39.0,47.0,-1.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
DDD,2014J,504064,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,2,60,Y,Fail,-45.0,NA,19.0,55.0,40.0,70.0,61.0,63.0,111.0,57.0,146.0,34.0,195.0,37.0,243.0,36.0,15.0,28.0,10.0,210.0,30.0,384.0,0.0,66.0,288.0,46.0
DDD,2014J,504251,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-102.0,NA,20.0,70.0,40.0,85.0,61.0,95.0,111.0,92.0,146.0,82.0,NA,NA,243.0,53.0,19.0,207.0,0.0,168.0,23.0,170.0,0.0,53.0,195.0,21.0
DDD,2014J,504552,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-87.0,NA,20.0,50.0,44.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,0.0,66.0,0.0,14.0,0.0,26.0,24.0,1.0
DDD,2014J,504589,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-43.0,NA,19.0,55.0,42.0,90.0,63.0,68.0,111.0,83.0,146.0,54.0,195.0,81.0,242.0,56.0,10.0,127.0,0.0,62.0,16.0,40.0,0.0,50.0,123.0,6.0
DDD,2014J,504749,M,South Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-30.0,157.0,20.0,65.0,46.0,55.0,67.0,70.0,114.0,80.0,NA,NA,NA,NA,NA,NA,3.0,73.0,0.0,51.0,1.0,79.0,0.0,8.0,63.0,3.0
DDD,2014J,504841,M,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-12.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,5.0,0.0,10.0,0.0,1.0,0.0,2.0,2.0,0.0
DDD,2014J,506824,M,South Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-122.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,8.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0
DDD,2014J,507478,M,West Midlands Region,Lower Than A Level,NA,0-35,2,60,N,Fail,-86.0,NA,19.0,75.0,41.0,55.0,61.0,58.0,113.0,67.0,146.0,42.0,NA,NA,NA,NA,0.0,0.0,16.0,24.0,0.0,21.0,0.0,9.0,19.0,1.0
DDD,2014J,507576,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,-130.0,-16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0
DDD,2014J,508615,M,London Region,HE Qualification,40-50%,0-35,2,60,N,Fail,-80.0,NA,NA,NA,NA,NA,-1.0,59.0,111.0,74.0,NA,NA,195.0,40.0,242.0,27.0,1.0,0.0,0.0,29.0,0.0,8.0,0.0,52.0,3.0,0.0
DDD,2014J,508829,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-38.0,152.0,20.0,50.0,NA,NA,60.0,20.0,118.0,15.0,150.0,10.0,NA,NA,NA,NA,0.0,0.0,13.0,36.0,0.0,54.0,0.0,12.0,8.0,0.0
DDD,2014J,508859,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-73.0,NA,20.0,85.0,41.0,90.0,62.0,65.0,111.0,81.0,145.0,66.0,194.0,75.0,243.0,80.0,33.0,1726.0,36.0,1083.0,107.0,576.0,0.0,114.0,406.0,75.0
DDD,2014J,508872,M,North Western Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,21.0,0.0,10.0,0.0,8.0,0.0,0.0,3.0,0.0
DDD,2014J,509933,F,North Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-50.0,NA,19.0,80.0,41.0,90.0,61.0,78.0,111.0,72.0,146.0,45.0,195.0,63.0,243.0,27.0,11.0,182.0,0.0,232.0,9.0,56.0,0.0,45.0,219.0,27.0
DDD,2014J,509998,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-109.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,15.0,0.0,48.0,0.0,1.0,1.0,1.0
DDD,2014J,510424,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-24.0,NA,6.0,75.0,39.0,90.0,68.0,83.0,110.0,81.0,145.0,63.0,194.0,62.0,243.0,56.0,5.0,35.0,15.0,77.0,4.0,63.0,0.0,21.0,105.0,12.0
DDD,2014J,510456,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,-85.0,NA,18.0,90.0,39.0,90.0,60.0,85.0,110.0,89.0,145.0,87.0,195.0,76.0,243.0,89.0,14.0,2973.0,0.0,807.0,107.0,96.0,0.0,105.0,361.0,62.0
DDD,2014J,510532,F,South Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,-29.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DDD,2014J,511345,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-116.0,NA,8.0,85.0,35.0,80.0,50.0,83.0,100.0,91.0,140.0,64.0,184.0,89.0,242.0,80.0,16.0,195.0,30.0,162.0,23.0,185.0,0.0,51.0,74.0,13.0
DDD,2014J,511676,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail,-100.0,NA,19.0,65.0,40.0,75.0,62.0,63.0,111.0,57.0,152.0,21.0,195.0,44.0,243.0,44.0,4.0,116.0,9.0,169.0,5.0,43.0,0.0,67.0,189.0,17.0
DDD,2014J,512046,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-94.0,NA,19.0,50.0,40.0,85.0,66.0,78.0,106.0,74.0,157.0,70.0,202.0,64.0,243.0,62.0,6.0,61.0,21.0,214.0,1.0,228.0,0.0,80.0,89.0,30.0
