code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,15020_date,15020_score,15021_date,15021_score,15022_date,15022_score,15023_date,15023_score,15024_date,15024_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_questionnaire,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
BBB,2014J,505878,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-37.0,NA,17.0,100.0,52.0,50.0,109.0,44.0,163.0,40.0,200.0,40.0,0.0,0.0,33.0,3.0,63.0,0.0,3.0,7.0,4.0,0.0
BBB,2014J,506020,F,Scotland,HE Qualification,60-70%,0-35,2,60,N,Pass,-43.0,NA,16.0,100.0,52.0,85.0,109.0,57.0,150.0,67.0,200.0,70.0,61.0,5.0,82.0,11.0,120.0,0.0,72.0,16.0,21.0,5.0
BBB,2014J,506219,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Pass,-45.0,NA,13.0,100.0,42.0,68.0,108.0,75.0,150.0,78.0,201.0,80.0,48.0,5.0,299.0,9.0,1001.0,11.0,148.0,45.0,71.0,7.0
BBB,2014J,506679,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-31.0,12.0,0.0,100.0,34.0,NA,NA,NA,NA,NA,NA,NA,6.0,0.0,62.0,0.0,273.0,0.0,37.0,7.0,9.0,1.0
BBB,2014J,507014,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-160.0,NA,12.0,100.0,49.0,40.0,96.0,45.0,151.0,69.0,200.0,71.0,9.0,0.0,77.0,2.0,128.0,0.0,13.0,29.0,29.0,0.0
BBB,2014J,507149,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,-100.0,NA,15.0,100.0,54.0,90.0,110.0,95.0,166.0,95.0,200.0,98.0,338.0,2.0,179.0,16.0,340.0,7.0,122.0,63.0,32.0,1.0
BBB,2014J,507386,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-22.0,NA,10.0,1.0,51.0,56.0,NA,NA,NA,NA,NA,NA,0.0,0.0,34.0,0.0,262.0,0.0,11.0,16.0,16.0,2.0
BBB,2014J,507783,F,Wales,HE Qualification,40-50%,0-35,0,60,N,Pass,-32.0,NA,18.0,100.0,54.0,80.0,109.0,75.0,151.0,68.0,201.0,75.0,6.0,0.0,183.0,0.0,1607.0,19.0,299.0,59.0,30.0,2.0
BBB,2014J,508431,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-35.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
BBB,2014J,509466,F,Ireland,HE Qualification,0-10%,0-35,1,60,N,Fail,-109.0,NA,19.0,100.0,53.0,50.0,110.0,50.0,NA,NA,NA,NA,5.0,1.0,38.0,0.0,22.0,0.0,0.0,18.0,13.0,4.0
BBB,2014J,509578,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-38.0,NA,19.0,1.0,54.0,50.0,117.0,45.0,152.0,35.0,201.0,25.0,312.0,3.0,537.0,13.0,528.0,0.0,88.0,239.0,181.0,0.0
BBB,2014J,509935,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,60,N,Pass,-57.0,NA,1.0,100.0,60.0,65.0,110.0,68.0,152.0,75.0,204.0,68.0,7.0,1.0,149.0,1.0,450.0,5.0,104.0,30.0,22.0,1.0
BBB,2014J,510068,F,Scotland,HE Qualification,0-10%,0-35,1,120,N,Fail,-72.0,NA,19.0,100.0,54.0,75.0,110.0,40.0,NA,NA,NA,NA,7.0,0.0,38.0,1.0,15.0,0.0,0.0,34.0,27.0,1.0
BBB,2014J,510471,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-43.0,NA,2.0,100.0,47.0,76.0,108.0,67.0,155.0,73.0,191.0,68.0,4.0,0.0,112.0,0.0,1189.0,0.0,176.0,35.0,21.0,2.0
BBB,2014J,511001,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,180,Y,Pass,-15.0,NA,15.0,100.0,53.0,75.0,109.0,78.0,158.0,65.0,200.0,66.0,607.0,17.0,501.0,17.0,1266.0,14.0,152.0,80.0,46.0,13.0
BBB,2014J,511295,F,Scotland,HE Qualification,0-10%,35-55,0,60,N,Fail,-121.0,NA,19.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,16.0,0.0,7.0,0.0,0.0,8.0,4.0,1.0
BBB,2014J,511424,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-109.0,-46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,511807,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-142.0,NA,17.0,1.0,54.0,65.0,110.0,48.0,157.0,40.0,199.0,54.0,69.0,2.0,290.0,8.0,1254.0,3.0,202.0,62.0,27.0,3.0
BBB,2014J,511962,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-73.0,-19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,512411,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-32.0,NA,18.0,90.0,53.0,86.0,109.0,73.0,151.0,85.0,200.0,84.0,185.0,3.0,158.0,9.0,641.0,4.0,115.0,32.0,46.0,1.0
BBB,2014J,512493,M,London Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,-81.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,512722,F,West Midlands Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,-22.0,NA,7.0,1.0,52.0,65.0,106.0,65.0,151.0,75.0,200.0,65.0,32.0,0.0,259.0,5.0,508.0,12.0,147.0,25.0,40.0,1.0
BBB,2014J,513250,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Fail,-45.0,NA,16.0,100.0,54.0,67.0,NA,NA,NA,NA,NA,NA,290.0,6.0,205.0,3.0,180.0,0.0,136.0,33.0,45.0,2.0
BBB,2014J,513751,F,North Western Region,HE Qualification,20-30%,35-55,0,60,Y,Pass,-39.0,NA,17.0,1.0,52.0,56.0,108.0,54.0,150.0,44.0,198.0,68.0,149.0,5.0,328.0,7.0,1192.0,14.0,547.0,73.0,58.0,3.0
BBB,2014J,514006,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,-78.0,-8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2014J,514581,F,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-162.0,-46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,515329,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,-42.0,NA,10.0,1.0,53.0,77.0,110.0,76.0,151.0,68.0,200.0,75.0,2.0,0.0,88.0,3.0,429.0,9.0,214.0,30.0,20.0,0.0
BBB,2014J,515349,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,120,N,Distinction,-14.0,NA,18.0,100.0,53.0,90.0,110.0,86.0,152.0,80.0,201.0,88.0,73.0,28.0,235.0,6.0,783.0,6.0,173.0,78.0,35.0,2.0
BBB,2014J,516434,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-121.0,NA,15.0,100.0,47.0,40.0,109.0,52.0,156.0,60.0,195.0,52.0,345.0,8.0,284.0,2.0,887.0,0.0,145.0,58.0,57.0,2.0
BBB,2014J,516588,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-50.0,NA,17.0,100.0,114.0,72.0,NA,NA,NA,NA,NA,NA,0.0,0.0,12.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0
BBB,2014J,517112,M,Yorkshire Region,HE Qualification,0-10%,0-35,1,120,N,Withdrawn,-57.0,-19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,518389,M,Scotland,HE Qualification,90-100%,35-55,4,180,Y,Pass,-44.0,NA,19.0,100.0,54.0,77.0,117.0,60.0,160.0,70.0,206.0,69.0,47.0,0.0,188.0,4.0,355.0,0.0,1.0,66.0,65.0,4.0
BBB,2014J,519995,F,South West Region,A Level or Equivalent,40-50%,0-35,0,240,N,Withdrawn,-12.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2014J,520024,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-43.0,NA,17.0,1.0,54.0,84.0,111.0,50.0,153.0,70.0,205.0,40.0,2.0,0.0,33.0,4.0,57.0,0.0,0.0,2.0,4.0,0.0
BBB,2014J,520076,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-136.0,NA,19.0,100.0,54.0,58.0,117.0,70.0,166.0,62.0,201.0,56.0,132.0,5.0,359.0,0.0,3210.0,3.0,123.0,114.0,38.0,0.0
BBB,2014J,520972,F,Scotland,HE Qualification,60-70%,0-35,1,60,N,Pass,-94.0,NA,11.0,100.0,51.0,68.0,107.0,71.0,153.0,40.0,200.0,55.0,43.0,3.0,184.0,16.0,3108.0,1.0,83.0,14.0,33.0,2.0
BBB,2014J,521081,F,Yorkshire Region,Lower Than A Level,10-20,0-35,1,60,Y,Pass,-150.0,NA,14.0,100.0,53.0,65.0,123.0,60.0,166.0,62.0,201.0,66.0,226.0,1.0,190.0,13.0,374.0,7.0,107.0,23.0,35.0,4.0
BBB,2014J,521164,F,South West Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail,-21.0,NA,17.0,1.0,53.0,85.0,109.0,70.0,157.0,65.0,NA,NA,17.0,0.0,21.0,0.0,54.0,0.0,18.0,1.0,7.0,2.0
BBB,2014J,522189,F,Wales,Lower Than A Level,30-40%,0-35,3,60,N,Pass,-52.0,NA,18.0,1.0,54.0,72.0,109.0,70.0,152.0,75.0,201.0,84.0,323.0,14.0,250.0,25.0,611.0,0.0,86.0,24.0,19.0,5.0
BBB,2014J,522381,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-67.0,NA,17.0,1.0,54.0,75.0,109.0,77.0,152.0,70.0,201.0,72.0,1.0,4.0,139.0,2.0,614.0,14.0,150.0,46.0,25.0,0.0
BBB,2014J,522478,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,210,Y,Fail,-60.0,NA,4.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,9.0,0.0,48.0,0.0,47.0,0.0,0.0,96.0,4.0,1.0
BBB,2014J,522784,F,Wales,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-32.0,24.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,523132,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,-81.0,NA,18.0,100.0,53.0,55.0,110.0,72.0,152.0,68.0,201.0,65.0,91.0,2.0,267.0,22.0,653.0,14.0,159.0,39.0,32.0,1.0
BBB,2014J,523831,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-128.0,156.0,18.0,100.0,NA,NA,109.0,59.0,NA,NA,NA,NA,484.0,3.0,117.0,2.0,103.0,0.0,3.0,47.0,21.0,3.0
BBB,2014J,523905,F,South Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,-94.0,NA,4.0,1.0,51.0,85.0,108.0,90.0,150.0,88.0,213.0,84.0,368.0,10.0,321.0,5.0,443.0,3.0,319.0,43.0,39.0,1.0
BBB,2014J,524043,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-66.0,NA,18.0,100.0,53.0,74.0,118.0,60.0,151.0,86.0,201.0,89.0,45.0,0.0,76.0,0.0,110.0,0.0,79.0,7.0,9.0,2.0
BBB,2014J,526789,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-122.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,526844,F,North Western Region,A Level or Equivalent,60-70%,0-35,2,60,N,Withdrawn,-67.0,-18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,527102,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-160.0,NA,16.0,100.0,52.0,58.0,NA,NA,NA,NA,NA,NA,26.0,0.0,65.0,4.0,29.0,0.0,0.0,48.0,30.0,0.0
BBB,2014J,527742,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-48.0,NA,16.0,100.0,52.0,60.0,109.0,78.0,151.0,73.0,200.0,58.0,5.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
BBB,2014J,528432,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,-57.0,NA,3.0,100.0,52.0,90.0,109.0,85.0,152.0,86.0,200.0,88.0,34.0,1.0,91.0,3.0,225.0,0.0,36.0,16.0,11.0,0.0
BBB,2014J,528702,F,Wales,Lower Than A Level,20-30%,0-35,1,60,N,Fail,-23.0,NA,18.0,1.0,54.0,84.0,110.0,58.0,NA,NA,NA,NA,65.0,0.0,213.0,0.0,238.0,0.0,22.0,67.0,54.0,1.0
BBB,2014J,530021,F,London Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,-73.0,153.0,10.0,100.0,61.0,51.0,118.0,50.0,NA,NA,NA,NA,21.0,2.0,68.0,1.0,86.0,0.0,153.0,21.0,7.0,0.0
BBB,2014J,530772,F,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-155.0,NA,1.0,100.0,48.0,75.0,104.0,83.0,139.0,81.0,188.0,84.0,471.0,0.0,922.0,12.0,1067.0,3.0,95.0,56.0,78.0,5.0
BBB,2014J,530941,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-39.0,NA,17.0,100.0,47.0,86.0,109.0,76.0,148.0,70.0,196.0,80.0,0.0,1.0,212.0,0.0,527.0,12.0,92.0,90.0,54.0,1.0
BBB,2014J,530960,F,South West Region,HE Qualification,30-40%,0-35,0,120,N,Withdrawn,-94.0,-79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,531450,F,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-48.0,NA,18.0,80.0,48.0,64.0,109.0,60.0,150.0,69.0,199.0,65.0,433.0,2.0,375.0,11.0,294.0,0.0,199.0,44.0,39.0,3.0
BBB,2014J,531753,M,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Pass,-122.0,NA,4.0,100.0,51.0,75.0,108.0,75.0,152.0,62.0,200.0,80.0,1.0,16.0,210.0,1.0,837.0,19.0,110.0,46.0,14.0,2.0
BBB,2014J,531865,M,Scotland,HE Qualification,10-20,35-55,0,60,N,Pass,-73.0,NA,17.0,1.0,53.0,78.0,110.0,80.0,152.0,73.0,201.0,93.0,110.0,1.0,221.0,3.0,624.0,4.0,154.0,16.0,29.0,5.0
BBB,2014J,532779,F,East Anglian Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-91.0,NA,14.0,1.0,50.0,59.0,108.0,64.0,148.0,62.0,197.0,66.0,80.0,0.0,162.0,2.0,526.0,7.0,411.0,46.0,35.0,5.0
BBB,2014J,532794,F,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,-114.0,-87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,533209,F,Wales,HE Qualification,40-50%,35-55,0,60,N,Pass,-21.0,NA,17.0,100.0,52.0,68.0,109.0,69.0,151.0,69.0,199.0,68.0,40.0,6.0,94.0,5.0,559.0,0.0,3.0,81.0,41.0,0.0
BBB,2014J,534428,F,North Region,Lower Than A Level,20-30%,0-35,1,120,N,Pass,-81.0,NA,-3.0,1.0,61.0,50.0,109.0,51.0,151.0,62.0,201.0,70.0,105.0,2.0,118.0,2.0,189.0,0.0,55.0,25.0,26.0,2.0
BBB,2014J,534588,F,South Region,A Level or Equivalent,70-80%,35-55,1,120,N,Withdrawn,-9.0,12.0,19.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,54.0,0.0,10.0,0.0,39.0,0.0,0.0,8.0,2.0,1.0
BBB,2014J,534715,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,-43.0,NA,19.0,100.0,54.0,75.0,110.0,65.0,152.0,60.0,201.0,75.0,0.0,0.0,137.0,0.0,262.0,0.0,0.0,46.0,48.0,0.0
BBB,2014J,534884,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-52.0,157.0,13.0,100.0,46.0,54.0,NA,NA,NA,NA,NA,NA,0.0,0.0,50.0,0.0,89.0,0.0,17.0,10.0,10.0,1.0
BBB,2014J,535963,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,60,N,Distinction,-35.0,NA,17.0,1.0,53.0,85.0,109.0,90.0,156.0,85.0,200.0,90.0,408.0,10.0,316.0,13.0,581.0,8.0,115.0,25.0,42.0,0.0
BBB,2014J,536767,F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,-42.0,NA,18.0,100.0,53.0,64.0,108.0,53.0,151.0,14.0,NA,NA,2.0,0.0,20.0,1.0,20.0,0.0,0.0,7.0,16.0,1.0
BBB,2014J,537194,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-84.0,NA,12.0,100.0,51.0,78.0,106.0,71.0,150.0,77.0,197.0,69.0,1009.0,9.0,657.0,9.0,1874.0,3.0,662.0,51.0,96.0,2.0
BBB,2014J,537221,F,South West Region,A Level or Equivalent,0-10%,0-35,3,120,N,Withdrawn,-70.0,59.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,537640,F,South Region,Lower Than A Level,50-60%,0-35,0,60,Y,Distinction,-131.0,NA,18.0,1.0,53.0,74.0,106.0,86.0,152.0,91.0,201.0,86.0,29.0,0.0,207.0,15.0,456.0,0.0,144.0,57.0,65.0,3.0
BBB,2014J,539635,F,South East Region,HE Qualification,80-90%,35-55,0,120,N,Distinction,-29.0,NA,12.0,100.0,53.0,70.0,110.0,75.0,165.0,81.0,201.0,83.0,250.0,1.0,436.0,29.0,706.0,14.0,175.0,76.0,124.0,3.0
BBB,2014J,539657,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,-160.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,541123,F,North Western Region,No Formal quals,0-10%,35-55,0,120,N,Withdrawn,-155.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,9.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0
BBB,2014J,541171,F,Wales,A Level or Equivalent,60-70%,0-35,2,60,N,Fail,-122.0,NA,18.0,1.0,NA,NA,128.0,61.0,152.0,66.0,NA,NA,0.0,1.0,92.0,0.0,228.0,6.0,160.0,12.0,18.0,1.0
BBB,2014J,541315,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-53.0,NA,16.0,1.0,57.0,55.0,117.0,57.0,163.0,54.0,201.0,40.0,0.0,1.0,133.0,0.0,279.0,0.0,124.0,48.0,60.0,9.0
BBB,2014J,541476,F,Wales,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-78.0,NA,9.0,1.0,43.0,64.0,109.0,76.0,151.0,74.0,193.0,78.0,787.0,4.0,967.0,10.0,803.0,9.0,418.0,56.0,116.0,6.0
BBB,2014J,541995,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-79.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,2.0,27.0,0.0,75.0,0.0,0.0,2.0,2.0,1.0
BBB,2014J,542164,F,Scotland,HE Qualification,0-10%,0-35,0,60,N,Pass,-81.0,NA,10.0,100.0,47.0,65.0,107.0,70.0,152.0,65.0,201.0,62.0,234.0,4.0,189.0,20.0,548.0,10.0,179.0,23.0,36.0,3.0
BBB,2014J,543439,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-108.0,NA,3.0,1.0,48.0,95.0,100.0,72.0,148.0,63.0,201.0,60.0,18.0,1.0,148.0,0.0,717.0,7.0,158.0,35.0,46.0,0.0
BBB,2014J,544177,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,-161.0,-75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,545964,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-78.0,NA,10.0,100.0,51.0,75.0,107.0,60.0,151.0,70.0,199.0,66.0,24.0,0.0,154.0,0.0,451.0,4.0,115.0,20.0,14.0,1.0
BBB,2014J,546114,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-73.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,546250,F,North Western Region,HE Qualification,0-10%,0-35,0,60,Y,Pass,-67.0,NA,17.0,100.0,52.0,58.0,110.0,52.0,152.0,54.0,201.0,45.0,30.0,2.0,59.0,6.0,138.0,0.0,7.0,25.0,15.0,2.0
BBB,2014J,547408,F,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-71.0,NA,13.0,1.0,52.0,78.0,108.0,76.0,151.0,71.0,200.0,72.0,37.0,28.0,183.0,3.0,985.0,10.0,176.0,20.0,35.0,6.0
BBB,2014J,547788,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,-99.0,NA,17.0,100.0,47.0,70.0,106.0,75.0,150.0,65.0,200.0,75.0,244.0,0.0,249.0,17.0,594.0,3.0,153.0,21.0,15.0,1.0
BBB,2014J,549288,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-77.0,24.0,19.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,26.0,0.0,25.0,0.0,0.0,2.0,1.0,0.0
BBB,2014J,549775,F,London Region,Lower Than A Level,30-40%,0-35,0,180,N,Distinction,-17.0,NA,11.0,1.0,53.0,78.0,109.0,80.0,151.0,85.0,198.0,85.0,25.0,4.0,201.0,1.0,1016.0,15.0,144.0,47.0,30.0,0.0
BBB,2014J,549839,F,London Region,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn,-44.0,-31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,550081,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-128.0,NA,18.0,100.0,54.0,90.0,110.0,80.0,152.0,38.0,201.0,42.0,597.0,0.0,259.0,14.0,63.0,0.0,0.0,14.0,14.0,0.0
BBB,2014J,550245,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-157.0,NA,17.0,100.0,53.0,67.0,109.0,63.0,155.0,67.0,200.0,59.0,0.0,1.0,80.0,0.0,60.0,0.0,6.0,38.0,40.0,2.0
BBB,2014J,551000,F,Wales,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,-29.0,NA,17.0,1.0,53.0,50.0,109.0,50.0,183.0,48.0,NA,NA,39.0,0.0,139.0,0.0,207.0,0.0,128.0,11.0,21.0,1.0
BBB,2014J,551237,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-23.0,2.0,8.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,52.0,0.0,43.0,0.0,89.0,0.0,0.0,13.0,12.0,0.0
BBB,2014J,551242,F,South West Region,HE Qualification,20-30%,35-55,0,60,N,Pass,-102.0,NA,0.0,100.0,49.0,69.0,109.0,63.0,149.0,68.0,200.0,47.0,318.0,6.0,328.0,55.0,752.0,14.0,190.0,59.0,48.0,0.0
BBB,2014J,551276,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,-122.0,NA,19.0,100.0,54.0,82.0,111.0,67.0,151.0,67.0,200.0,68.0,0.0,0.0,8.0,0.0,24.0,0.0,0.0,4.0,2.0,0.0
BBB,2014J,551922,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-162.0,NA,12.0,1.0,53.0,85.0,110.0,85.0,160.0,84.0,201.0,85.0,5.0,0.0,92.0,0.0,134.0,0.0,94.0,26.0,34.0,0.0
BBB,2014J,552698,M,South West Region,Lower Than A Level,10-20,35-55,0,60,Y,Fail,-15.0,NA,18.0,100.0,52.0,45.0,111.0,35.0,152.0,41.0,201.0,39.0,143.0,4.0,129.0,94.0,185.0,0.0,43.0,18.0,20.0,4.0
BBB,2014J,553196,F,Scotland,Lower Than A Level,10-20,0-35,2,120,Y,Withdrawn,-50.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,23.0,0.0,6.0,0.0,0.0,6.0,4.0,0.0
BBB,2014J,554048,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-65.0,NA,10.0,1.0,53.0,86.0,127.0,70.0,172.0,57.0,200.0,94.0,290.0,3.0,152.0,12.0,524.0,0.0,75.0,41.0,31.0,2.0
BBB,2014J,554243,F,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-31.0,NA,18.0,100.0,53.0,69.0,123.0,65.0,NA,NA,NA,NA,39.0,1.0,73.0,1.0,50.0,0.0,0.0,25.0,14.0,1.0
BBB,2014J,554599,F,Wales,A Level or Equivalent,0-10%,0-35,1,60,Y,Pass,-30.0,NA,9.0,100.0,67.0,66.0,126.0,66.0,159.0,71.0,203.0,72.0,20.0,0.0,93.0,0.0,152.0,0.0,1.0,24.0,10.0,1.0
BBB,2014J,555749,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-31.0,NA,18.0,100.0,53.0,74.0,110.0,85.0,166.0,85.0,201.0,95.0,38.0,1.0,92.0,3.0,327.0,3.0,124.0,41.0,26.0,2.0
BBB,2014J,556290,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,Y,Withdrawn,-160.0,45.0,4.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,41.0,0.0,38.0,0.0,45.0,13.0,6.0,1.0
BBB,2014J,556644,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-67.0,NA,3.0,1.0,50.0,83.0,87.0,78.0,134.0,75.0,193.0,77.0,113.0,0.0,276.0,6.0,888.0,11.0,290.0,71.0,33.0,1.0
