code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34873_date,34873_score,34874_date,34874_score,34875_date,34875_score,34876_date,34876_score,34877_date,34877_score,34878_date,34878_score,34879_date,34879_score,34880_date,34880_score,34881_date,34881_score,34882_date,34882_score,34883_date,34883_score,34884_date,34884_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
FFF,2013J,351505,M,South East Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,-37.0,NA,13.0,92.0,44.0,86.0,100.0,74.0,127.0,79.0,165.0,83.0,11.0,95.0,13.0,97.0,49.0,76.0,98.0,81.0,147.0,78.0,156.0,87.0,156.0,83.0,0.0,0.0,2.0,54.0,0.0,195.0,0.0,128.0,2.0,3.0,0.0,574.0,0.0,27.0,120.0,9.0
FFF,2013J,352083,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,-32.0,-18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,352102,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn,-31.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,4.0,0.0,6.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,0.0
FFF,2013J,353066,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-38.0,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,353790,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-19.0,NA,19.0,82.0,47.0,50.0,114.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,0.0,78.0,0.0,46.0,2.0,68.0,1.0,6.0,0.0,59.0,0.0,10.0,57.0,9.0
FFF,2013J,354550,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-92.0,NA,20.0,48.0,NA,NA,96.0,44.0,131.0,41.0,173.0,56.0,112.0,85.0,115.0,75.0,115.0,76.0,237.0,59.0,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,4.0,0.0,74.0,2.0,88.0,1.0,4.0,0.0,422.0,0.0,8.0,78.0,4.0
FFF,2013J,355293,M,East Midlands Region,Lower Than A Level,30-40%,0-35,1,150,N,Withdrawn,-54.0,228.0,17.0,76.0,45.0,80.0,99.0,38.0,131.0,0.0,NA,NA,33.0,79.0,52.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,70.0,0.0,232.0,7.0,320.0,6.0,2.0,4.0,389.0,0.0,43.0,151.0,5.0
FFF,2013J,355335,M,Ireland,Lower Than A Level,0-10%,35-55,2,90,N,Pass,-136.0,NA,17.0,86.0,45.0,64.0,94.0,63.0,130.0,65.0,166.0,89.0,150.0,80.0,173.0,90.0,173.0,71.0,199.0,76.0,220.0,81.0,220.0,73.0,220.0,69.0,0.0,0.0,1.0,592.0,0.0,275.0,9.0,673.0,22.0,7.0,3.0,544.0,0.0,37.0,140.0,12.0
FFF,2013J,356397,M,South East Region,Lower Than A Level,50-60%,0-35,2,90,N,Fail,-37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,29.0,0.0,95.0,0.0,272.0,8.0,8.0,0.0,133.0,0.0,3.0,89.0,4.0
FFF,2013J,357851,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,90,Y,Withdrawn,-145.0,234.0,15.0,96.0,45.0,72.0,94.0,89.0,130.0,94.0,NA,NA,16.0,97.0,31.0,97.0,96.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,868.0,0.0,394.0,2.0,547.0,8.0,31.0,3.0,327.0,0.0,18.0,137.0,17.0
FFF,2013J,359149,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-145.0,166.0,11.0,94.0,47.0,80.0,NA,NA,NA,NA,NA,NA,3.0,88.0,4.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,162.0,0.0,133.0,1.0,154.0,6.0,16.0,3.0,142.0,0.0,30.0,104.0,9.0
FFF,2013J,360581,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-38.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0
FFF,2013J,360747,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-67.0,NA,19.0,80.0,47.0,82.0,95.0,77.0,131.0,64.0,177.0,74.0,48.0,91.0,207.0,99.0,207.0,85.0,207.0,86.0,207.0,92.0,229.0,89.0,229.0,93.0,8.0,22.0,3.0,108.0,10.0,277.0,3.0,1268.0,18.0,12.0,29.0,541.0,0.0,113.0,243.0,26.0
FFF,2013J,360986,M,London Region,A Level or Equivalent,10-20,35-55,1,120,N,Pass,-23.0,NA,18.0,64.0,47.0,76.0,104.0,38.0,131.0,52.0,171.0,71.0,4.0,77.0,4.0,75.0,70.0,66.0,97.0,73.0,136.0,50.0,166.0,69.0,165.0,68.0,0.0,0.0,3.0,1259.0,0.0,474.0,33.0,865.0,40.0,9.0,8.0,915.0,0.0,427.0,358.0,45.0
FFF,2013J,361837,M,Wales,HE Qualification,60-70%,35-55,2,120,N,Fail,-157.0,NA,-1.0,92.0,-1.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FFF,2013J,363273,F,Wales,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
FFF,2013J,363738,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-53.0,93.0,16.0,90.0,46.0,48.0,NA,NA,NA,NA,NA,NA,48.0,82.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,79.0,0.0,58.0,0.0,68.0,3.0,8.0,0.0,69.0,0.0,12.0,69.0,6.0
FFF,2013J,364790,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,-83.0,NA,18.0,94.0,47.0,82.0,94.0,96.0,130.0,91.0,171.0,91.0,228.0,78.0,229.0,93.0,229.0,79.0,229.0,81.0,230.0,74.0,230.0,79.0,230.0,72.0,0.0,8.0,3.0,1127.0,0.0,964.0,5.0,1880.0,34.0,11.0,9.0,519.0,0.0,36.0,369.0,63.0
FFF,2013J,364974,M,North Region,Lower Than A Level,40-50%,35-55,1,180,N,Pass,-73.0,NA,17.0,78.0,46.0,54.0,102.0,53.0,131.0,68.0,172.0,72.0,20.0,57.0,33.0,60.0,65.0,53.0,108.0,65.0,172.0,56.0,217.0,48.0,206.0,58.0,43.0,10.0,2.0,3386.0,0.0,2451.0,0.0,2172.0,26.0,14.0,29.0,866.0,0.0,45.0,558.0,77.0
FFF,2013J,367510,M,London Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Withdrawn,-37.0,94.0,19.0,88.0,47.0,44.0,NA,NA,NA,NA,NA,NA,17.0,85.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,65.0,0.0,166.0,0.0,319.0,30.0,4.0,0.0,301.0,0.0,18.0,95.0,7.0
FFF,2013J,367605,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-37.0,NA,18.0,76.0,46.0,66.0,95.0,53.0,130.0,56.0,172.0,64.0,103.0,67.0,108.0,70.0,154.0,58.0,154.0,62.0,201.0,66.0,229.0,63.0,206.0,68.0,0.0,1.0,1.0,87.0,0.0,218.0,0.0,641.0,9.0,4.0,3.0,682.0,0.0,24.0,124.0,7.0
FFF,2013J,368315,M,London Region,Lower Than A Level,30-40%,0-35,0,120,Y,Pass,-31.0,NA,18.0,82.0,46.0,80.0,95.0,82.0,130.0,86.0,172.0,93.0,16.0,100.0,19.0,100.0,49.0,100.0,108.0,100.0,130.0,100.0,175.0,100.0,175.0,100.0,43.0,17.0,4.0,2509.0,1.0,2910.0,67.0,8314.0,80.0,41.0,44.0,4246.0,0.0,96.0,1218.0,144.0
FFF,2013J,368935,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Fail,-194.0,NA,30.0,74.0,45.0,50.0,95.0,27.0,136.0,31.0,171.0,50.0,28.0,51.0,55.0,62.0,144.0,55.0,182.0,69.0,185.0,56.0,194.0,56.0,193.0,54.0,0.0,0.0,5.0,27.0,0.0,263.0,3.0,555.0,3.0,3.0,0.0,841.0,0.0,55.0,160.0,38.0
FFF,2013J,369208,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-142.0,NA,16.0,90.0,45.0,68.0,96.0,44.0,130.0,46.0,NA,NA,47.0,93.0,52.0,94.0,230.0,86.0,NA,NA,NA,NA,237.0,86.0,NA,NA,0.0,5.0,2.0,116.0,0.0,265.0,5.0,352.0,5.0,5.0,3.0,332.0,0.0,52.0,158.0,6.0
FFF,2013J,369826,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-82.0,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,370934,M,Yorkshire Region,Lower Than A Level,10-20,35-55,1,60,N,Withdrawn,-150.0,-110.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,371133,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-71.0,134.0,27.0,76.0,46.0,42.0,NA,NA,131.0,NA,NA,NA,56.0,87.0,108.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,49.0,0.0,94.0,0.0,192.0,2.0,7.0,0.0,266.0,0.0,21.0,115.0,3.0
FFF,2013J,371247,M,East Midlands Region,HE Qualification,80-90%,35-55,1,120,N,Pass,-28.0,NA,19.0,80.0,47.0,78.0,96.0,72.0,131.0,74.0,173.0,24.0,235.0,81.0,235.0,99.0,235.0,75.0,235.0,90.0,235.0,77.0,235.0,88.0,235.0,92.0,0.0,3.0,1.0,27.0,0.0,126.0,0.0,274.0,0.0,2.0,0.0,591.0,0.0,51.0,124.0,2.0
FFF,2013J,371869,M,Wales,HE Qualification,50-60%,35-55,0,240,N,Pass,-51.0,NA,11.0,84.0,44.0,94.0,90.0,74.0,115.0,47.0,NA,NA,4.0,99.0,19.0,94.0,60.0,89.0,98.0,83.0,130.0,68.0,153.0,89.0,153.0,0.0,0.0,1.0,1.0,4181.0,0.0,2604.0,0.0,953.0,3.0,8.0,0.0,752.0,0.0,19.0,350.0,10.0
FFF,2013J,372262,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction,-88.0,NA,17.0,96.0,46.0,98.0,95.0,86.0,129.0,100.0,172.0,100.0,150.0,97.0,150.0,99.0,194.0,91.0,214.0,83.0,210.0,88.0,216.0,93.0,227.0,82.0,34.0,7.0,1.0,2651.0,138.0,1780.0,31.0,1865.0,121.0,36.0,18.0,818.0,0.0,65.0,555.0,69.0
FFF,2013J,372619,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-174.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,377705,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail,-88.0,NA,16.0,90.0,45.0,96.0,96.0,86.0,138.0,71.0,NA,NA,24.0,88.0,58.0,94.0,108.0,69.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,14.0,0.0,717.0,5.0,482.0,2.0,1469.0,24.0,16.0,20.0,330.0,0.0,27.0,260.0,60.0
FFF,2013J,379070,M,Scotland,HE Qualification,0-10%,0-35,0,60,N,Distinction,-28.0,NA,18.0,84.0,45.0,74.0,95.0,84.0,134.0,87.0,172.0,91.0,214.0,93.0,214.0,94.0,215.0,91.0,215.0,91.0,215.0,89.0,236.0,86.0,216.0,77.0,15.0,0.0,2.0,243.0,0.0,190.0,2.0,908.0,3.0,8.0,3.0,465.0,0.0,28.0,169.0,10.0
FFF,2013J,379843,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-64.0,NA,18.0,80.0,46.0,84.0,93.0,88.0,131.0,79.0,172.0,88.0,46.0,77.0,52.0,78.0,75.0,70.0,122.0,72.0,165.0,85.0,215.0,83.0,214.0,84.0,78.0,12.0,3.0,812.0,7.0,651.0,21.0,2045.0,73.0,16.0,46.0,781.0,0.0,40.0,523.0,59.0
FFF,2013J,380161,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,-108.0,-101.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,380435,F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Distinction,-158.0,NA,15.0,94.0,43.0,88.0,93.0,90.0,127.0,87.0,170.0,87.0,52.0,87.0,63.0,77.0,182.0,71.0,181.0,83.0,171.0,82.0,199.0,82.0,199.0,84.0,0.0,1.0,3.0,1011.0,35.0,1019.0,17.0,956.0,18.0,9.0,12.0,798.0,0.0,196.0,429.0,52.0
FFF,2013J,380710,M,London Region,Lower Than A Level,20-30%,35-55,0,180,N,Withdrawn,-38.0,37.0,18.0,32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,62.0,0.0,135.0,0.0,131.0,0.0,8.0,0.0,21.0,0.0,12.0,73.0,5.0
FFF,2013J,381058,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-135.0,NA,19.0,54.0,46.0,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,128.0,0.0,52.0,0.0,26.0,2.0,3.0,0.0,0.0,0.0,17.0,33.0,1.0
FFF,2013J,381365,M,North Western Region,Lower Than A Level,30-40%,0-35,2,120,N,Withdrawn,-37.0,104.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,25.0,0.0,35.0,0.0,33.0,2.0,3.0,0.0,0.0,0.0,8.0,32.0,0.0
FFF,2013J,381414,M,South East Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,-101.0,51.0,19.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,381.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,21.0,0.0,28.0,0.0,47.0,1.0,3.0,0.0,1.0,0.0,27.0,30.0,4.0
FFF,2013J,381959,M,Wales,Lower Than A Level,80-90%,0-35,1,60,N,Fail,-95.0,NA,22.0,62.0,47.0,60.0,96.0,80.0,NA,NA,NA,NA,52.0,95.0,52.0,94.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,11.0,0.0,130.0,0.0,346.0,0.0,1595.0,28.0,14.0,9.0,222.0,0.0,55.0,222.0,15.0
FFF,2013J,382125,M,North Region,Lower Than A Level,10-20,0-35,1,90,N,Withdrawn,-145.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
FFF,2013J,382156,M,Wales,Lower Than A Level,40-50%,0-35,1,60,N,Fail,-54.0,NA,17.0,74.0,49.0,68.0,NA,NA,NA,NA,NA,NA,4.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,112.0,0.0,76.0,0.0,119.0,1.0,3.0,0.0,68.0,0.0,4.0,63.0,1.0
FFF,2013J,382738,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-94.0,NA,18.0,82.0,54.0,56.0,95.0,54.0,130.0,42.0,173.0,64.0,227.0,63.0,227.0,91.0,237.0,49.0,235.0,73.0,236.0,71.0,237.0,71.0,237.0,51.0,0.0,0.0,2.0,15.0,0.0,93.0,1.0,403.0,1.0,0.0,0.0,576.0,0.0,12.0,157.0,8.0
FFF,2013J,383517,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-25.0,NA,19.0,82.0,45.0,68.0,96.0,71.0,130.0,87.0,173.0,76.0,44.0,86.0,47.0,87.0,133.0,66.0,133.0,78.0,214.0,64.0,234.0,72.0,214.0,85.0,0.0,2.0,2.0,545.0,0.0,652.0,0.0,1204.0,15.0,14.0,0.0,612.0,0.0,95.0,238.0,14.0
FFF,2013J,384227,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-158.0,NA,18.0,46.0,46.0,64.0,96.0,86.0,131.0,76.0,NA,NA,3.0,84.0,31.0,97.0,84.0,81.0,130.0,87.0,208.0,82.0,227.0,88.0,227.0,75.0,2.0,8.0,3.0,100.0,0.0,209.0,0.0,683.0,7.0,8.0,0.0,569.0,0.0,39.0,214.0,11.0
FFF,2013J,385033,M,Yorkshire Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-149.0,NA,18.0,90.0,47.0,98.0,96.0,89.0,131.0,60.0,172.0,74.0,220.0,100.0,221.0,99.0,223.0,98.0,224.0,93.0,227.0,96.0,227.0,93.0,227.0,96.0,15.0,13.0,3.0,182.0,0.0,320.0,5.0,1308.0,31.0,3.0,15.0,604.0,0.0,27.0,181.0,22.0
FFF,2013J,385195,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-101.0,NA,18.0,84.0,46.0,82.0,95.0,86.0,135.0,62.0,173.0,43.0,223.0,95.0,227.0,87.0,228.0,58.0,228.0,59.0,228.0,61.0,235.0,62.0,237.0,67.0,0.0,5.0,1.0,543.0,5.0,320.0,3.0,926.0,22.0,13.0,6.0,1155.0,0.0,49.0,286.0,39.0
FFF,2013J,385209,M,London Region,Lower Than A Level,30-40%,0-35,1,90,Y,Fail,-61.0,NA,18.0,64.0,46.0,70.0,95.0,22.0,129.0,30.0,187.0,38.0,236.0,71.0,236.0,71.0,236.0,59.0,237.0,48.0,237.0,64.0,237.0,55.0,237.0,78.0,0.0,6.0,0.0,89.0,0.0,157.0,0.0,863.0,11.0,6.0,0.0,679.0,0.0,15.0,137.0,16.0
FFF,2013J,385547,M,North Western Region,Lower Than A Level,20-30%,0-35,0,180,N,Pass,-27.0,NA,18.0,76.0,46.0,66.0,95.0,66.0,130.0,65.0,171.0,66.0,112.0,77.0,112.0,80.0,112.0,74.0,136.0,69.0,194.0,69.0,195.0,69.0,174.0,78.0,0.0,2.0,4.0,201.0,0.0,222.0,1.0,1467.0,0.0,9.0,0.0,1169.0,0.0,30.0,224.0,19.0
FFF,2013J,387507,M,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-149.0,NA,16.0,92.0,46.0,82.0,95.0,84.0,129.0,74.0,170.0,93.0,10.0,81.0,24.0,59.0,108.0,66.0,157.0,67.0,157.0,77.0,214.0,56.0,206.0,76.0,17.0,9.0,1.0,384.0,0.0,405.0,8.0,1622.0,37.0,18.0,21.0,504.0,0.0,124.0,227.0,39.0
FFF,2013J,387941,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-67.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,3.0,0.0,26.0,0.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0
FFF,2013J,388754,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Distinction,-192.0,NA,19.0,94.0,47.0,78.0,96.0,88.0,131.0,79.0,173.0,89.0,68.0,80.0,209.0,99.0,209.0,92.0,210.0,84.0,210.0,76.0,224.0,67.0,224.0,76.0,22.0,7.0,2.0,530.0,0.0,473.0,19.0,1841.0,52.0,15.0,31.0,591.0,0.0,109.0,277.0,48.0
FFF,2013J,389208,M,Wales,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-38.0,NA,18.0,74.0,47.0,72.0,96.0,67.0,NA,NA,172.0,66.0,214.0,74.0,214.0,86.0,214.0,67.0,214.0,69.0,214.0,67.0,214.0,55.0,214.0,67.0,0.0,6.0,3.0,995.0,0.0,478.0,2.0,1935.0,1.0,11.0,7.0,826.0,0.0,53.0,357.0,20.0
FFF,2013J,391187,M,Scotland,HE Qualification,40-50%,0-35,1,60,N,Pass,-38.0,NA,18.0,84.0,46.0,88.0,96.0,52.0,131.0,55.0,NA,NA,223.0,81.0,223.0,83.0,223.0,81.0,NA,NA,NA,NA,224.0,71.0,NA,NA,0.0,0.0,3.0,209.0,0.0,127.0,0.0,66.0,3.0,1.0,0.0,341.0,0.0,10.0,63.0,2.0
FFF,2013J,392210,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-89.0,NA,18.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,8.0,0.0,47.0,1.0,21.0,1.0,5.0,0.0,1.0,0.0,19.0,30.0,1.0
FFF,2013J,392427,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Fail,-49.0,NA,19.0,68.0,47.0,36.0,105.0,31.0,152.0,25.0,184.0,55.0,237.0,56.0,237.0,65.0,238.0,60.0,238.0,58.0,238.0,43.0,238.0,41.0,238.0,60.0,0.0,0.0,0.0,235.0,0.0,121.0,4.0,108.0,2.0,2.0,0.0,865.0,0.0,16.0,135.0,20.0
FFF,2013J,392692,F,North Western Region,A Level or Equivalent,0-10%,35-55,3,180,N,Withdrawn,-62.0,62.0,17.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,31.0,0.0,67.0,0.0,125.0,0.0,2.0,0.0,24.0,0.0,9.0,49.0,11.0
FFF,2013J,393526,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Distinction,-66.0,NA,19.0,94.0,47.0,92.0,96.0,82.0,131.0,84.0,173.0,93.0,28.0,74.0,41.0,74.0,145.0,73.0,152.0,74.0,156.0,76.0,237.0,69.0,228.0,76.0,33.0,6.0,5.0,366.0,0.0,814.0,8.0,2064.0,74.0,26.0,20.0,977.0,0.0,120.0,626.0,65.0
FFF,2013J,393698,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-32.0,209.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,19.0,0.0,56.0,1.0,2.0,0.0,0.0,0.0,33.0,12.0,0.0
FFF,2013J,393827,F,London Region,A Level or Equivalent,30-40%,0-35,1,150,N,Pass,-42.0,NA,32.0,78.0,47.0,72.0,96.0,45.0,134.0,49.0,NA,NA,237.0,79.0,237.0,91.0,237.0,74.0,237.0,78.0,237.0,73.0,237.0,69.0,237.0,81.0,0.0,0.0,1.0,23.0,0.0,88.0,0.0,374.0,1.0,0.0,0.0,591.0,0.0,8.0,128.0,1.0
FFF,2013J,394218,M,North Region,A Level or Equivalent,10-20,35-55,1,60,N,Fail,-121.0,NA,-1.0,62.0,-1.0,66.0,102.0,24.0,130.0,25.0,180.0,54.0,-1.0,57.0,59.0,79.0,94.0,69.0,199.0,63.0,199.0,65.0,228.0,51.0,206.0,59.0,0.0,1.0,7.0,110.0,0.0,522.0,24.0,1621.0,10.0,4.0,13.0,955.0,0.0,93.0,344.0,36.0
FFF,2013J,394239,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-44.0,NA,28.0,74.0,53.0,70.0,103.0,63.0,131.0,56.0,173.0,37.0,227.0,87.0,237.0,67.0,228.0,83.0,234.0,97.0,234.0,93.0,234.0,80.0,234.0,86.0,16.0,1.0,1.0,44.0,0.0,243.0,4.0,1188.0,12.0,1.0,4.0,460.0,0.0,15.0,171.0,12.0
FFF,2013J,395107,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-32.0,73.0,18.0,80.0,54.0,82.0,NA,NA,NA,NA,NA,NA,46.0,70.0,47.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,7.0,0.0,92.0,0.0,126.0,0.0,307.0,38.0,2.0,10.0,220.0,0.0,11.0,105.0,6.0
FFF,2013J,395373,M,North Region,A Level or Equivalent,NA,0-35,2,120,N,Pass,-18.0,NA,NA,NA,46.0,56.0,94.0,75.0,129.0,74.0,172.0,34.0,45.0,98.0,45.0,98.0,95.0,91.0,129.0,86.0,142.0,89.0,171.0,91.0,206.0,62.0,0.0,1.0,2.0,178.0,0.0,229.0,2.0,885.0,8.0,5.0,12.0,682.0,0.0,12.0,240.0,9.0
FFF,2013J,395696,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-28.0,NA,19.0,64.0,53.0,38.0,96.0,56.0,138.0,64.0,172.0,73.0,214.0,93.0,235.0,88.0,235.0,73.0,235.0,72.0,236.0,76.0,236.0,65.0,236.0,70.0,0.0,0.0,3.0,103.0,0.0,142.0,8.0,388.0,1.0,23.0,0.0,770.0,0.0,53.0,161.0,20.0
