code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,25348_date,25348_score,25349_date,25349_score,25350_date,25350_score,25351_date,25351_score,25352_date,25352_score,25353_date,25353_score,25354_date,25354_score,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_resource,clicks_subpage,clicks_url
DDD,2013J,311877,F,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,-59.0,207.0,24.0,44.0,60.0,51.0,95.0,47.0,123.0,31.0,NA,NA,NA,NA,NA,NA,4.0,281.0,16.0,260.0,14.0,39.0,20.0,17.0,63.0,4.0
DDD,2013J,314123,F,North Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn,-158.0,-25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013J,314219,M,South East Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-94.0,-7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013J,314956,M,South East Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,-113.0,NA,24.0,83.0,53.0,97.0,88.0,92.0,124.0,96.0,165.0,69.0,207.0,75.0,237.0,58.0,2.0,310.0,0.0,132.0,6.0,59.0,73.0,14.0,55.0,3.0
DDD,2013J,315082,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-73.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,4.0,0.0,12.0,1.0,4.0,2.0,1.0,10.0,1.0
DDD,2013J,315388,M,South East Region,A Level or Equivalent,50-60%,0-35,1,60,Y,Withdrawn,-123.0,52.0,23.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,0.0,0.0,60.0,0.0,34.0,6.0,10.0,45.0,7.0
DDD,2013J,315517,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,180,Y,Withdrawn,-19.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,65.0,1.0,168.0,4.0,46.0,12.0,31.0,75.0,11.0
DDD,2013J,315625,M,South East Region,A Level or Equivalent,50-60%,0-35,1,60,N,Pass,-36.0,NA,24.0,74.0,53.0,81.0,87.0,93.0,136.0,62.0,164.0,44.0,206.0,56.0,237.0,56.0,4.0,68.0,0.0,218.0,0.0,249.0,65.0,29.0,79.0,5.0
DDD,2013J,315730,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-82.0,NA,25.0,90.0,57.0,92.0,95.0,95.0,127.0,82.0,165.0,65.0,209.0,69.0,241.0,67.0,8.0,869.0,0.0,288.0,18.0,152.0,62.0,66.0,275.0,15.0
DDD,2013J,315909,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-173.0,NA,25.0,68.0,53.0,74.0,88.0,82.0,NA,NA,172.0,43.0,207.0,10.0,242.0,22.0,1.0,174.0,0.0,89.0,1.0,44.0,79.0,5.0,24.0,4.0
DDD,2013J,317096,F,London Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-114.0,NA,22.0,74.0,53.0,59.0,87.0,71.0,123.0,38.0,164.0,14.0,207.0,18.0,237.0,51.0,2.0,23.0,1.0,249.0,1.0,127.0,9.0,83.0,296.0,19.0
DDD,2013J,318574,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-113.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,14.0,0.0,29.0,0.0,33.0,0.0,2.0,14.0,1.0
DDD,2013J,318794,F,North Western Region,Lower Than A Level,0-10%,0-35,0,150,N,Pass,-74.0,NA,24.0,81.0,52.0,72.0,87.0,72.0,122.0,69.0,165.0,72.0,207.0,64.0,242.0,67.0,5.0,251.0,0.0,207.0,0.0,211.0,95.0,28.0,145.0,12.0
DDD,2013J,318977,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-201.0,NA,25.0,58.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,86.0,0.0,53.0,0.0,46.0,35.0,3.0,49.0,7.0
DDD,2013J,319479,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,-32.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,0.0,39.0,0.0,22.0,0.0,2.0,20.0,14.0
DDD,2013J,320963,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-145.0,NA,28.0,59.0,52.0,64.0,86.0,61.0,122.0,42.0,164.0,63.0,211.0,24.0,242.0,42.0,6.0,114.0,0.0,166.0,35.0,199.0,89.0,61.0,165.0,31.0
DDD,2013J,325497,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail,-152.0,NA,25.0,43.0,59.0,65.0,88.0,79.0,128.0,40.0,165.0,53.0,207.0,47.0,237.0,38.0,20.0,314.0,0.0,402.0,10.0,338.0,103.0,47.0,158.0,19.0
DDD,2013J,328173,F,Scotland,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-67.0,164.0,27.0,72.0,59.0,66.0,89.0,52.0,145.0,38.0,NA,NA,NA,NA,NA,NA,8.0,133.0,0.0,177.0,0.0,217.0,48.0,33.0,108.0,26.0
DDD,2013J,331315,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,130,N,Pass,-23.0,NA,25.0,88.0,54.0,68.0,88.0,78.0,123.0,89.0,167.0,61.0,208.0,46.0,237.0,67.0,6.0,356.0,20.0,315.0,17.0,58.0,26.0,103.0,344.0,26.0
DDD,2013J,331404,F,North Region,HE Qualification,NA,55<=,0,60,N,Pass,-54.0,NA,23.0,93.0,52.0,95.0,85.0,97.0,122.0,91.0,164.0,90.0,206.0,68.0,242.0,89.0,45.0,497.0,47.0,285.0,9.0,74.0,75.0,190.0,725.0,47.0
DDD,2013J,332309,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-25.0,NA,25.0,87.0,52.0,92.0,88.0,86.0,128.0,26.0,165.0,64.0,NA,NA,242.0,51.0,4.0,571.0,9.0,464.0,12.0,90.0,100.0,38.0,96.0,14.0
DDD,2013J,332436,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-74.0,NA,17.0,90.0,49.0,89.0,73.0,95.0,112.0,91.0,161.0,85.0,197.0,82.0,237.0,82.0,18.0,400.0,37.0,588.0,33.0,477.0,147.0,87.0,281.0,30.0
DDD,2013J,332726,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-170.0,NA,23.0,75.0,53.0,61.0,91.0,60.0,122.0,32.0,164.0,47.0,203.0,30.0,237.0,20.0,3.0,260.0,0.0,317.0,4.0,168.0,84.0,46.0,47.0,22.0
DDD,2013J,333155,M,North Western Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,-135.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
DDD,2013J,334255,F,Scotland,HE Qualification,30-40%,0-35,0,60,Y,Pass,-78.0,NA,24.0,58.0,55.0,59.0,94.0,58.0,122.0,31.0,164.0,53.0,211.0,27.0,242.0,42.0,3.0,441.0,35.0,161.0,4.0,65.0,50.0,46.0,220.0,8.0
DDD,2013J,334257,M,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,-150.0,NA,17.0,75.0,53.0,68.0,85.0,77.0,123.0,64.0,163.0,53.0,204.0,61.0,245.0,44.0,21.0,512.0,12.0,332.0,49.0,146.0,87.0,77.0,361.0,39.0
DDD,2013J,335018,F,London Region,Lower Than A Level,50-60%,0-35,1,100,N,Withdrawn,-2.0,233.0,34.0,61.0,53.0,54.0,88.0,64.0,NA,NA,165.0,31.0,230.0,33.0,NA,NA,10.0,0.0,0.0,46.0,0.0,45.0,0.0,13.0,57.0,4.0
DDD,2013J,335405,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-69.0,NA,12.0,87.0,48.0,89.0,82.0,92.0,113.0,87.0,162.0,89.0,201.0,77.0,241.0,87.0,16.0,530.0,0.0,433.0,16.0,212.0,164.0,79.0,521.0,61.0
DDD,2013J,335910,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-184.0,-43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013J,336037,M,North Region,Post Graduate Qualification,NA,0-35,1,60,N,Pass,-36.0,NA,25.0,90.0,53.0,85.0,93.0,100.0,123.0,84.0,170.0,66.0,207.0,86.0,242.0,80.0,10.0,300.0,3.0,269.0,9.0,111.0,100.0,32.0,117.0,19.0
DDD,2013J,337314,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,-51.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013J,338034,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-86.0,NA,24.0,88.0,55.0,74.0,88.0,88.0,123.0,62.0,165.0,77.0,208.0,40.0,241.0,7.0,5.0,305.0,0.0,240.0,31.0,161.0,101.0,54.0,158.0,27.0
DDD,2013J,339739,F,South Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail,-52.0,NA,23.0,93.0,52.0,93.0,99.0,91.0,123.0,82.0,172.0,85.0,NA,NA,241.0,42.0,4.0,207.0,0.0,270.0,0.0,40.0,68.0,62.0,189.0,13.0
DDD,2013J,339924,M,North Western Region,No Formal quals,10-20,0-35,3,60,N,Fail,-53.0,NA,33.0,50.0,53.0,11.0,95.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,7.0,16.0,0.0,86.0,0.0,93.0,0.0,24.0,35.0,4.0
DDD,2013J,341854,M,Wales,HE Qualification,70-80%,35-55,0,60,N,Fail,-35.0,NA,25.0,90.0,52.0,84.0,88.0,96.0,123.0,91.0,NA,NA,NA,NA,NA,NA,3.0,115.0,0.0,87.0,0.0,92.0,51.0,25.0,166.0,15.0
DDD,2013J,341855,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-32.0,207.0,24.0,31.0,53.0,38.0,88.0,45.0,131.0,15.0,165.0,34.0,207.0,12.0,NA,NA,3.0,157.0,0.0,103.0,0.0,193.0,97.0,51.0,85.0,9.0
DDD,2013J,342100,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-54.0,NA,21.0,87.0,50.0,80.0,87.0,95.0,122.0,86.0,164.0,72.0,NA,NA,241.0,87.0,14.0,478.0,11.0,608.0,7.0,252.0,149.0,95.0,352.0,38.0
DDD,2013J,342176,M,West Midlands Region,Lower Than A Level,60-70%,35-55,2,60,N,Withdrawn,-187.0,-5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013J,342387,F,London Region,A Level or Equivalent,20-30%,0-35,1,180,N,Fail,-44.0,NA,25.0,67.0,53.0,85.0,88.0,85.0,123.0,45.0,165.0,68.0,207.0,68.0,237.0,38.0,11.0,173.0,0.0,222.0,4.0,561.0,83.0,60.0,312.0,14.0
DDD,2013J,342483,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-85.0,233.0,25.0,77.0,53.0,67.0,88.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,6.0,206.0,0.0,250.0,7.0,132.0,33.0,29.0,93.0,15.0
DDD,2013J,342697,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-38.0,68.0,31.0,46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,0.0,0.0,61.0,0.0,40.0,0.0,6.0,73.0,2.0
DDD,2013J,342949,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,70,N,Fail,-29.0,NA,23.0,68.0,53.0,72.0,88.0,84.0,123.0,53.0,165.0,35.0,207.0,30.0,241.0,36.0,2.0,93.0,41.0,116.0,2.0,40.0,31.0,12.0,80.0,5.0
DDD,2013J,343238,F,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-45.0,NA,23.0,66.0,60.0,67.0,88.0,68.0,121.0,19.0,164.0,59.0,206.0,15.0,237.0,51.0,3.0,454.0,0.0,394.0,1.0,459.0,177.0,36.0,52.0,6.0
DDD,2013J,343781,F,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction,-53.0,NA,22.0,98.0,47.0,92.0,85.0,80.0,117.0,91.0,159.0,77.0,196.0,95.0,237.0,96.0,16.0,388.0,104.0,243.0,2.0,123.0,150.0,82.0,495.0,71.0
DDD,2013J,343911,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-87.0,NA,24.0,73.0,52.0,67.0,87.0,65.0,122.0,53.0,164.0,60.0,206.0,61.0,237.0,40.0,10.0,517.0,37.0,499.0,20.0,388.0,85.0,59.0,429.0,42.0
DDD,2013J,344474,M,South West Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail,-45.0,NA,24.0,79.0,53.0,64.0,95.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,10.0,137.0,0.0,110.0,0.0,163.0,54.0,17.0,61.0,4.0
DDD,2013J,346333,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-54.0,NA,23.0,66.0,53.0,91.0,87.0,90.0,123.0,82.0,165.0,86.0,207.0,72.0,237.0,76.0,10.0,319.0,0.0,340.0,15.0,351.0,99.0,78.0,325.0,54.0
DDD,2013J,348050,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass,-164.0,NA,11.0,90.0,45.0,85.0,66.0,90.0,107.0,97.0,138.0,80.0,183.0,85.0,241.0,64.0,4.0,102.0,0.0,99.0,0.0,49.0,91.0,24.0,147.0,10.0
DDD,2013J,348547,M,North Western Region,No Formal quals,10-20,0-35,0,120,N,Withdrawn,-199.0,83.0,22.0,89.0,50.0,73.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,31.0,0.0,126.0,0.0,140.0,6.0,14.0,43.0,3.0
DDD,2013J,349182,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,2,120,N,Fail,-68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,0.0,40.0,0.0,57.0,2.0,8.0,19.0,2.0
DDD,2013J,349710,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,-19.0,101.0,25.0,71.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,14.0,5.0,25.0,0.0,14.0,0.0,3.0,23.0,2.0
DDD,2013J,350164,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn,-65.0,51.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,46.0,0.0,59.0,1.0,27.0,0.0,4.0,45.0,4.0
DDD,2013J,350644,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail,-39.0,NA,25.0,91.0,NA,NA,88.0,80.0,132.0,36.0,NA,NA,NA,NA,NA,NA,3.0,60.0,0.0,101.0,1.0,91.0,0.0,2.0,15.0,1.0
DDD,2013J,350929,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction,-141.0,NA,19.0,92.0,48.0,96.0,70.0,97.0,112.0,97.0,157.0,50.0,187.0,77.0,242.0,91.0,23.0,26.0,0.0,180.0,29.0,72.0,23.0,57.0,147.0,9.0
DDD,2013J,350949,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,-74.0,123.0,25.0,69.0,53.0,75.0,87.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,112.0,0.0,239.0,2.0,144.0,29.0,54.0,108.0,23.0
DDD,2013J,352051,F,North Western Region,Lower Than A Level,20-30%,35-55,1,60,N,Pass,-96.0,NA,-1.0,85.0,-1.0,73.0,-1.0,87.0,-1.0,48.0,-1.0,67.0,207.0,59.0,242.0,56.0,0.0,5.0,0.0,24.0,0.0,6.0,13.0,4.0,20.0,0.0
DDD,2013J,352641,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,-190.0,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,54.0,0.0,49.0,0.0,10.0,25.0,6.0,31.0,2.0
DDD,2013J,352771,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-73.0,NA,24.0,84.0,52.0,85.0,87.0,93.0,122.0,74.0,164.0,84.0,206.0,75.0,237.0,76.0,2.0,311.0,4.0,173.0,1.0,164.0,91.0,37.0,148.0,12.0
DDD,2013J,355510,F,North Western Region,A Level or Equivalent,90-100%,35-55,1,150,N,Pass,-177.0,NA,20.0,86.0,48.0,78.0,85.0,97.0,121.0,99.0,163.0,84.0,199.0,89.0,242.0,91.0,41.0,415.0,456.0,696.0,42.0,152.0,164.0,114.0,528.0,110.0
DDD,2013J,356274,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,N,Fail,-71.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,43.0,0.0,22.0,0.0,5.0,2.0,2.0,10.0,2.0
DDD,2013J,358504,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-127.0,NA,25.0,68.0,52.0,82.0,88.0,99.0,123.0,91.0,164.0,93.0,207.0,91.0,241.0,84.0,36.0,273.0,0.0,811.0,18.0,230.0,130.0,127.0,553.0,112.0
DDD,2013J,359855,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-38.0,205.0,22.0,90.0,50.0,76.0,87.0,81.0,123.0,73.0,164.0,64.0,NA,NA,NA,NA,8.0,153.0,0.0,150.0,1.0,124.0,52.0,26.0,99.0,13.0
DDD,2013J,359943,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-82.0,NA,30.0,61.0,52.0,71.0,88.0,92.0,122.0,82.0,164.0,81.0,207.0,70.0,237.0,53.0,2.0,219.0,0.0,63.0,8.0,30.0,69.0,48.0,67.0,8.0
DDD,2013J,361243,F,South Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,-43.0,NA,23.0,51.0,51.0,79.0,87.0,81.0,120.0,86.0,164.0,68.0,206.0,51.0,237.0,53.0,2.0,99.0,0.0,80.0,0.0,52.0,61.0,21.0,112.0,12.0
DDD,2013J,361282,M,Wales,Lower Than A Level,10-20,0-35,1,60,N,Fail,-36.0,NA,-1.0,60.0,-1.0,77.0,-1.0,77.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,0.0,10.0,0.0,2.0,0.0,2.0,13.0,0.0
DDD,2013J,361889,F,Wales,Lower Than A Level,50-60%,35-55,0,120,Y,Withdrawn,-81.0,87.0,24.0,81.0,52.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,79.0,0.0,145.0,0.0,59.0,39.0,29.0,145.0,15.0
DDD,2013J,362647,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-115.0,NA,27.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,59.0,0.0,109.0,4.0,45.0,0.0,9.0,65.0,9.0
DDD,2013J,363990,F,London Region,A Level or Equivalent,20-30%,0-35,2,60,Y,Fail,-39.0,NA,25.0,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,31.0,1.0,22.0,11.0,1.0,18.0,6.0
DDD,2013J,364239,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-169.0,NA,25.0,90.0,53.0,84.0,88.0,92.0,123.0,69.0,164.0,86.0,206.0,70.0,237.0,87.0,14.0,421.0,0.0,779.0,9.0,325.0,204.0,79.0,291.0,30.0
DDD,2013J,364547,M,South Region,A Level or Equivalent,50-60%,0-35,0,210,N,Pass,-44.0,NA,26.0,69.0,52.0,87.0,88.0,96.0,122.0,69.0,165.0,80.0,207.0,77.0,237.0,47.0,8.0,344.0,0.0,501.0,4.0,227.0,76.0,79.0,200.0,27.0
DDD,2013J,364770,M,North Western Region,Lower Than A Level,10-20,0-35,1,60,N,Pass,-49.0,NA,25.0,96.0,53.0,85.0,91.0,81.0,137.0,40.0,NA,NA,NA,NA,242.0,73.0,8.0,294.0,0.0,267.0,11.0,125.0,31.0,27.0,121.0,24.0
DDD,2013J,365239,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-184.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,128.0,0.0,186.0,0.0,46.0,7.0,6.0,24.0,2.0
DDD,2013J,365893,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-110.0,88.0,23.0,60.0,60.0,45.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,29.0,0.0,53.0,5.0,39.0,11.0,12.0,38.0,4.0
DDD,2013J,365939,F,Wales,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-117.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,37.0,0.0,46.0,0.0,46.0,5.0,7.0,44.0,4.0
DDD,2013J,366267,F,North Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,6.0,167.0,-1.0,58.0,-1.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,0.0,14.0,0.0,3.0,0.0,5.0,8.0,1.0
DDD,2013J,366449,M,East Anglian Region,A Level or Equivalent,10-20,0-35,1,120,Y,Pass,-39.0,NA,23.0,87.0,53.0,80.0,88.0,97.0,123.0,93.0,165.0,62.0,207.0,73.0,242.0,67.0,2.0,34.0,0.0,121.0,5.0,223.0,2.0,21.0,131.0,7.0
DDD,2013J,366535,F,Wales,A Level or Equivalent,40-50%,0-35,1,120,Y,Withdrawn,-54.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0
DDD,2013J,366987,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-36.0,NA,24.0,93.0,59.0,78.0,87.0,82.0,122.0,76.0,165.0,55.0,NA,NA,237.0,80.0,1.0,111.0,0.0,188.0,16.0,93.0,23.0,32.0,77.0,2.0
DDD,2013J,367045,M,Scotland,Lower Than A Level,80-90%,0-35,0,240,N,Withdrawn,-187.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
DDD,2013J,368106,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-122.0,NA,25.0,55.0,53.0,32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,11.0,0.0,20.0,0.0,44.0,0.0,19.0,41.0,3.0
DDD,2013J,368436,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-130.0,NA,23.0,77.0,51.0,77.0,78.0,84.0,121.0,65.0,164.0,75.0,206.0,44.0,237.0,47.0,7.0,736.0,24.0,1044.0,30.0,175.0,395.0,126.0,569.0,100.0
DDD,2013J,369319,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-171.0,NA,24.0,70.0,60.0,79.0,96.0,73.0,129.0,53.0,NA,NA,207.0,38.0,241.0,56.0,6.0,505.0,0.0,363.0,28.0,150.0,59.0,89.0,379.0,48.0
DDD,2013J,370294,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,2,70,Y,Fail,-199.0,NA,-1.0,90.0,-1.0,95.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,133.0,0.0,84.0,0.0,29.0,10.0,16.0,72.0,7.0
DDD,2013J,370336,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Withdrawn,-121.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,2.0,0.0
DDD,2013J,370367,F,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,-54.0,230.0,32.0,73.0,60.0,75.0,NA,NA,135.0,42.0,177.0,62.0,NA,NA,NA,NA,4.0,284.0,160.0,242.0,13.0,52.0,114.0,36.0,290.0,39.0
DDD,2013J,370920,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-172.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
DDD,2013J,371362,F,South West Region,A Level or Equivalent,0-10%,0-35,2,60,N,Withdrawn,-131.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,2.0,0.0,16.0,0.0,44.0,0.0,3.0,16.0,2.0
DDD,2013J,371679,F,South East Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-31.0,-8.0,23.0,43.0,49.0,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,53.0,0.0,79.0,1.0,42.0,14.0,18.0,14.0,5.0
DDD,2013J,373237,F,East Midlands Region,Lower Than A Level,10-20,0-35,1,150,Y,Fail,-71.0,NA,24.0,50.0,52.0,58.0,88.0,36.0,123.0,42.0,164.0,55.0,207.0,25.0,242.0,29.0,3.0,190.0,8.0,192.0,0.0,189.0,68.0,35.0,300.0,21.0
DDD,2013J,373280,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-45.0,233.0,25.0,63.0,NA,NA,107.0,75.0,125.0,91.0,NA,NA,206.0,48.0,NA,NA,5.0,37.0,0.0,120.0,0.0,451.0,33.0,52.0,110.0,3.0
DDD,2013J,374636,M,Ireland,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-141.0,NA,21.0,82.0,50.0,68.0,86.0,89.0,115.0,94.0,163.0,71.0,207.0,56.0,242.0,60.0,5.0,164.0,0.0,188.0,4.0,54.0,46.0,36.0,130.0,11.0
DDD,2013J,376067,M,North Western Region,A Level or Equivalent,20-30%,0-35,2,120,N,Withdrawn,-201.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
DDD,2013J,378825,M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-29.0,NA,24.0,72.0,53.0,64.0,88.0,74.0,122.0,69.0,165.0,62.0,NA,NA,241.0,56.0,7.0,358.0,0.0,393.0,23.0,437.0,94.0,93.0,343.0,63.0
DDD,2013J,379023,F,East Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Fail,-117.0,NA,14.0,64.0,47.0,67.0,81.0,67.0,111.0,41.0,154.0,51.0,NA,NA,237.0,42.0,3.0,60.0,0.0,165.0,5.0,291.0,102.0,45.0,156.0,3.0
