code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2014B,516726,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-24.0,,28.0,92.0,98.0,80.0,151.0,92.0,198.0,80.0,,,69.0,98.0,139.0,94.0,209.0,74.0,230.0,100.0,36.0,190.0,0.0,3.0,1.0,508.0,57.0,68.0,20.0
2014B,517999,F,North Region,Lower Than A Level,,35-55,0,40,N,Distinction,-25.0,,32.0,98.0,98.0,98.0,148.0,97.0,188.0,89.0,20.0,100.0,69.0,100.0,139.0,100.0,209.0,100.0,234.0,98.0,594.0,871.0,2.0,464.0,9.0,2199.0,115.0,679.0,51.0
2014B,518116,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-66.0,,,,,,,,,,,,,,,,,,,,2.0,23.0,0.0,1.0,0.0,26.0,10.0,14.0,0.0
2014B,518330,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,-131.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,518363,M,South East Region,HE Qualification,80-90%,0-35,0,150,N,Pass,-85.0,,,,,,,,,,20.0,60.0,69.0,89.0,139.0,98.0,209.0,48.0,230.0,46.0,13.0,219.0,0.0,108.0,3.0,906.0,75.0,182.0,9.0
2014B,518862,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-255.0,,32.0,94.0,102.0,80.0,151.0,82.0,200.0,78.0,20.0,60.0,69.0,76.0,139.0,83.0,209.0,72.0,234.0,72.0,12.0,170.0,0.0,2.0,2.0,611.0,59.0,99.0,7.0
2014B,519544,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-200.0,,41.0,76.0,109.0,94.0,151.0,87.0,,,20.0,50.0,69.0,15.0,139.0,43.0,209.0,48.0,230.0,62.0,166.0,114.0,0.0,0.0,0.0,329.0,29.0,67.0,6.0
2014B,519589,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-47.0,,,,,,,,,,20.0,20.0,,,,,,,,,0.0,36.0,8.0,14.0,0.0,82.0,11.0,28.0,1.0
2014B,520332,M,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-62.0,-12.0,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2014B,520377,F,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-141.0,,31.0,84.0,101.0,94.0,150.0,82.0,199.0,52.0,20.0,50.0,69.0,94.0,139.0,67.0,209.0,43.0,234.0,64.0,336.0,348.0,4.0,308.0,0.0,1538.0,49.0,323.0,8.0
2014B,520588,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-44.0,,29.0,74.0,99.0,75.0,149.0,61.0,197.0,34.0,20.0,60.0,69.0,81.0,139.0,70.0,209.0,57.0,230.0,34.0,40.0,370.0,12.0,200.0,5.0,1210.0,81.0,364.0,16.0
2014B,521051,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-304.0,,32.0,86.0,102.0,76.0,151.0,56.0,200.0,57.0,20.0,50.0,69.0,92.0,,,209.0,43.0,234.0,52.0,69.0,166.0,0.0,4.0,0.0,252.0,24.0,36.0,2.0
2014B,521297,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,-129.0,,,,,,,,,,20.0,40.0,69.0,68.0,139.0,32.0,209.0,48.0,230.0,50.0,147.0,509.0,21.0,404.0,2.0,833.0,161.0,223.0,7.0
2014B,521542,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Fail,-124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,521601,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-36.0,17.0,,,,,,,,,,,,,,,,,,,9.0,29.0,0.0,0.0,0.0,14.0,4.0,11.0,2.0
2014B,521614,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,-57.0,,31.0,100.0,101.0,98.0,149.0,94.0,199.0,100.0,20.0,100.0,69.0,100.0,139.0,100.0,209.0,100.0,230.0,98.0,1238.0,1139.0,0.0,69.0,7.0,518.0,104.0,237.0,23.0
2014B,522312,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,-240.0,,22.0,78.0,91.0,82.0,150.0,69.0,188.0,78.0,20.0,80.0,69.0,69.0,139.0,54.0,209.0,63.0,230.0,76.0,10.0,213.0,0.0,17.0,1.0,673.0,54.0,124.0,5.0
2014B,522484,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-170.0,,32.0,18.0,,,,,,,20.0,20.0,69.0,9.0,,,209.0,48.0,234.0,28.0,67.0,103.0,0.0,38.0,0.0,214.0,25.0,61.0,3.0
2014B,522682,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-116.0,90.0,33.0,20.0,,,,,,,,,,,,,,,,,0.0,32.0,0.0,1.0,0.0,0.0,13.0,5.0,3.0
2014B,523061,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-66.0,,,,,,,,,,20.0,60.0,69.0,37.0,139.0,69.0,209.0,39.0,234.0,40.0,1.0,135.0,0.0,1.0,0.0,380.0,87.0,93.0,12.0
2014B,523079,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-25.0,,32.0,86.0,102.0,80.0,151.0,61.0,200.0,65.0,20.0,90.0,69.0,94.0,139.0,57.0,209.0,63.0,230.0,60.0,129.0,133.0,0.0,12.0,0.0,473.0,34.0,64.0,3.0
2014B,523239,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-81.0,51.0,32.0,42.0,,,,,,,20.0,40.0,,,,,,,,,43.0,71.0,0.0,3.0,0.0,86.0,20.0,24.0,2.0
2014B,523271,F,Wales,HE Qualification,0-10%,35-55,0,30,N,Withdrawn,-120.0,23.0,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,3.0,0.0,71.0,6.0,12.0,3.0
2014B,523335,M,Ireland,HE Qualification,50-60%,0-35,0,30,N,Withdrawn,-52.0,167.0,39.0,22.0,,,,,,,20.0,40.0,69.0,9.0,,,,,,,10.0,25.0,0.0,2.0,0.0,235.0,5.0,25.0,2.0
2014B,523710,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail,-93.0,,,,,,,,,,20.0,30.0,,,,,,,,,6.0,94.0,0.0,5.0,0.0,143.0,15.0,18.0,4.0
2014B,524128,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,-190.0,,32.0,92.0,107.0,93.0,150.0,96.0,198.0,96.0,20.0,70.0,69.0,72.0,139.0,90.0,209.0,100.0,230.0,100.0,239.0,560.0,5.0,152.0,1.0,3363.0,132.0,261.0,10.0
2014B,524295,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-117.0,,,,,,,,,,20.0,70.0,69.0,80.0,139.0,73.0,209.0,91.0,234.0,70.0,7.0,249.0,1.0,390.0,2.0,1635.0,110.0,285.0,13.0
2014B,524378,F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-193.0,,28.0,92.0,101.0,95.0,151.0,84.0,200.0,77.0,20.0,80.0,,,139.0,88.0,209.0,74.0,234.0,62.0,200.0,239.0,1.0,373.0,1.0,402.0,64.0,173.0,8.0
2014B,524386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-138.0,,32.0,74.0,,,,,,,20.0,70.0,69.0,69.0,,,,,,,0.0,31.0,2.0,22.0,0.0,113.0,4.0,18.0,4.0
2014B,525332,M,London Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail,-29.0,,38.0,32.0,111.0,81.0,,,,,20.0,40.0,69.0,74.0,139.0,44.0,,,,,10.0,126.0,0.0,16.0,0.0,311.0,26.0,60.0,6.0
2014B,525832,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,-198.0,,,,,,146.0,77.0,198.0,76.0,20.0,90.0,69.0,89.0,139.0,75.0,209.0,65.0,234.0,74.0,547.0,481.0,15.0,350.0,3.0,1491.0,118.0,192.0,12.0
2014B,526073,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-88.0,110.0,32.0,48.0,102.0,23.0,,,,,20.0,30.0,69.0,56.0,,,,,,,31.0,75.0,0.0,43.0,0.0,98.0,38.0,34.0,4.0
2014B,526235,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,90,N,Withdrawn,-127.0,223.0,32.0,58.0,102.0,32.0,,,199.0,36.0,20.0,30.0,69.0,35.0,,,209.0,35.0,,,130.0,50.0,0.0,0.0,0.0,333.0,13.0,56.0,2.0
2014B,526547,F,Wales,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,-114.0,33.0,,,,,,,,,20.0,30.0,,,,,,,,,18.0,30.0,0.0,2.0,0.0,77.0,4.0,19.0,1.0
2014B,526564,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Withdrawn,-43.0,222.0,31.0,74.0,102.0,9.0,172.0,23.0,,,20.0,100.0,69.0,65.0,139.0,73.0,,,,,1909.0,713.0,2.0,60.0,2.0,369.0,56.0,87.0,14.0
2014B,526876,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-204.0,,32.0,62.0,102.0,59.0,165.0,51.0,200.0,26.0,20.0,100.0,69.0,69.0,139.0,56.0,209.0,39.0,234.0,34.0,19.0,227.0,1.0,99.0,2.0,672.0,217.0,335.0,4.0
2014B,526927,M,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-93.0,,35.0,98.0,103.0,83.0,,,200.0,55.0,20.0,90.0,69.0,98.0,139.0,77.0,,,230.0,70.0,25.0,203.0,0.0,18.0,2.0,258.0,83.0,68.0,4.0
2014B,527771,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-121.0,,31.0,84.0,,,,,,,20.0,70.0,,,,,,,,,14.0,102.0,0.0,65.0,0.0,414.0,28.0,75.0,5.0
2014B,527826,F,Wales,HE Qualification,30-40%,0-35,0,90,N,Distinction,-92.0,,30.0,98.0,100.0,99.0,146.0,99.0,199.0,94.0,20.0,100.0,69.0,100.0,139.0,100.0,209.0,98.0,230.0,98.0,2523.0,1171.0,0.0,448.0,3.0,2690.0,231.0,473.0,10.0
2014B,527964,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-12.0,,30.0,92.0,102.0,82.0,150.0,88.0,199.0,75.0,20.0,80.0,69.0,87.0,139.0,67.0,209.0,80.0,230.0,52.0,111.0,112.0,0.0,66.0,2.0,450.0,53.0,145.0,7.0
2014B,528021,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-221.0,143.0,,,,,,,,,20.0,40.0,,,,,,,,,15.0,49.0,0.0,6.0,0.0,100.0,9.0,20.0,4.0
2014B,528023,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,-24.0,,32.0,46.0,102.0,45.0,,,,,20.0,30.0,69.0,31.0,139.0,28.0,,,,,26.0,51.0,0.0,0.0,0.0,266.0,12.0,26.0,4.0
2014B,528066,M,Ireland,HE Qualification,70-80%,35-55,0,60,N,Pass,-17.0,,,,,,,,,,20.0,60.0,69.0,93.0,139.0,86.0,209.0,78.0,236.0,80.0,119.0,280.0,0.0,775.0,2.0,544.0,99.0,347.0,7.0
2014B,528083,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-75.0,19.0,,,,,,,,,20.0,30.0,,,,,,,,,9.0,41.0,0.0,14.0,0.0,64.0,13.0,14.0,3.0
2014B,528892,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-171.0,,31.0,92.0,108.0,52.0,158.0,67.0,199.0,36.0,20.0,40.0,69.0,58.0,139.0,40.0,209.0,43.0,230.0,60.0,121.0,142.0,0.0,3.0,0.0,350.0,33.0,53.0,5.0
2014B,529025,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-100.0,,44.0,90.0,100.0,85.0,156.0,77.0,200.0,68.0,20.0,40.0,69.0,75.0,139.0,60.0,209.0,67.0,230.0,80.0,229.0,251.0,0.0,13.0,5.0,898.0,67.0,152.0,9.0
2014B,529073,M,North Western Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn,-144.0,101.0,,,,,,,,,20.0,40.0,69.0,52.0,,,,,,,7.0,58.0,0.0,0.0,0.0,192.0,18.0,23.0,0.0
2014B,529078,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail,-25.0,,32.0,60.0,102.0,46.0,158.0,31.0,200.0,29.0,20.0,70.0,69.0,81.0,139.0,53.0,209.0,52.0,230.0,36.0,141.0,268.0,0.0,314.0,0.0,558.0,82.0,147.0,9.0
2014B,529153,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,-144.0,33.0,,,,,,,,,20.0,10.0,,,,,,,,,8.0,28.0,0.0,0.0,0.0,144.0,7.0,17.0,2.0
2014B,529434,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-95.0,,32.0,40.0,102.0,42.0,158.0,40.0,200.0,60.0,20.0,60.0,69.0,57.0,139.0,35.0,209.0,33.0,230.0,48.0,11.0,88.0,0.0,1.0,0.0,293.0,69.0,73.0,5.0
2014B,530113,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,-17.0,32.0,,,,,,,,,20.0,60.0,,,,,,,,,20.0,37.0,0.0,2.0,0.0,92.0,14.0,27.0,0.0
2014B,530270,M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn,-208.0,-95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,530481,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,-29.0,212.0,31.0,68.0,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
2014B,530650,M,London Region,HE Qualification,10-20,0-35,0,90,N,Pass,-57.0,,30.0,92.0,100.0,89.0,150.0,74.0,198.0,56.0,20.0,80.0,69.0,79.0,139.0,73.0,209.0,30.0,230.0,98.0,4.0,55.0,0.0,7.0,1.0,181.0,139.0,81.0,11.0
2014B,530936,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn,-17.0,225.0,32.0,26.0,114.0,2.0,,,,,20.0,20.0,,,,,,,,,30.0,45.0,0.0,2.0,0.0,102.0,27.0,42.0,3.0
2014B,531047,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-264.0,44.0,32.0,36.0,,,,,,,20.0,0.0,,,,,,,,,61.0,71.0,0.0,12.0,0.0,184.0,7.0,28.0,3.0
2014B,531075,M,North Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-232.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,532020,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,-197.0,,32.0,66.0,107.0,74.0,151.0,75.0,200.0,56.0,20.0,60.0,69.0,60.0,139.0,54.0,209.0,85.0,230.0,54.0,150.0,177.0,0.0,254.0,4.0,396.0,110.0,144.0,2.0
2014B,532252,M,Ireland,Lower Than A Level,,35-55,0,30,N,Withdrawn,-92.0,-5.0,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,5.0,0.0,1.0,3.0,1.0,1.0
2014B,532350,M,South Region,HE Qualification,90-100%,35-55,0,30,N,Pass,-129.0,,,,,,,,,,20.0,70.0,69.0,92.0,139.0,64.0,209.0,74.0,230.0,48.0,147.0,195.0,0.0,85.0,0.0,1896.0,28.0,75.0,11.0
2014B,532440,M,South East Region,Lower Than A Level,60-70%,0-35,0,150,N,Withdrawn,-186.0,-8.0,,,,,,,,,,,,,,,,,,,0.0,27.0,0.0,8.0,0.0,41.0,0.0,14.0,4.0
2014B,532531,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,-5.0,,38.0,60.0,107.0,31.0,,,,,,,69.0,48.0,139.0,5.0,,,237.0,26.0,1.0,45.0,0.0,7.0,0.0,134.0,26.0,33.0,2.0
2014B,532565,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,-116.0,58.0,31.0,46.0,,,,,,,20.0,30.0,,,,,,,,,318.0,171.0,0.0,52.0,0.0,149.0,33.0,39.0,2.0
2014B,532718,M,North Western Region,HE Qualification,20-30%,35-55,0,30,N,Pass,-141.0,,32.0,72.0,,,,,,,20.0,80.0,69.0,87.0,139.0,96.0,209.0,74.0,234.0,86.0,47.0,44.0,0.0,2.0,0.0,108.0,9.0,22.0,6.0
2014B,532859,M,Scotland,HE Qualification,20-30%,0-35,0,180,N,Fail,-124.0,,,,,,,,,,20.0,10.0,,,,,,,,,0.0,25.0,0.0,3.0,0.0,53.0,8.0,10.0,1.0
2014B,533004,M,West Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Fail,-151.0,,33.0,32.0,,,,,,,,,,,,,,,,,0.0,19.0,0.0,18.0,0.0,4.0,14.0,16.0,1.0
2014B,533311,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-25.0,4.0,,,,,,,,,,,,,,,,,,,15.0,21.0,0.0,8.0,0.0,18.0,3.0,2.0,1.0
2014B,534047,M,Ireland,HE Qualification,,35-55,0,30,N,Withdrawn,-110.0,19.0,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
2014B,534074,M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,-34.0,115.0,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,535047,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-28.0,,32.0,74.0,101.0,94.0,151.0,88.0,200.0,71.0,20.0,30.0,69.0,89.0,139.0,71.0,209.0,83.0,230.0,52.0,0.0,39.0,0.0,3.0,0.0,502.0,13.0,47.0,9.0
2014B,535590,M,North Western Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,-149.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,535682,M,Wales,Lower Than A Level,50-60%,0-35,0,30,N,Fail,-36.0,,,,,,,,,,20.0,0.0,,,,,,,,,0.0,12.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
2014B,536032,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,-29.0,,,,,,,,,,20.0,20.0,69.0,37.0,,,,,,,2.0,12.0,0.0,0.0,0.0,80.0,0.0,4.0,1.0
2014B,536170,M,North Western Region,HE Qualification,90-100%,35-55,0,90,N,Distinction,-54.0,,30.0,94.0,101.0,96.0,144.0,99.0,192.0,98.0,20.0,100.0,69.0,100.0,139.0,100.0,209.0,100.0,230.0,100.0,1627.0,954.0,5.0,114.0,3.0,836.0,99.0,216.0,23.0
2014B,536261,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-304.0,,36.0,68.0,103.0,87.0,151.0,79.0,200.0,49.0,,,69.0,98.0,139.0,83.0,209.0,76.0,230.0,76.0,9.0,58.0,0.0,11.0,0.0,201.0,25.0,44.0,2.0
2014B,536435,M,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail,-148.0,,,,,,,,,,20.0,80.0,69.0,100.0,139.0,71.0,,,,,9.0,252.0,0.0,17.0,0.0,738.0,141.0,164.0,11.0
2014B,536536,M,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn,-47.0,190.0,,,,,,,,,20.0,30.0,69.0,83.0,,,,,,,5.0,30.0,0.0,0.0,0.0,132.0,12.0,17.0,1.0
2014B,537322,M,Scotland,A Level or Equivalent,70-80%,35-55,0,90,N,Pass,-25.0,,30.0,84.0,102.0,59.0,150.0,88.0,199.0,88.0,20.0,70.0,69.0,87.0,139.0,88.0,209.0,80.0,230.0,90.0,232.0,241.0,8.0,13.0,1.0,951.0,97.0,160.0,19.0
2014B,537603,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-141.0,,47.0,44.0,115.0,31.0,151.0,31.0,199.0,44.0,20.0,40.0,69.0,65.0,139.0,26.0,209.0,52.0,230.0,26.0,60.0,196.0,0.0,0.0,2.0,1065.0,30.0,122.0,4.0
2014B,537606,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-116.0,,,,,,,,,,20.0,80.0,69.0,56.0,,,,,,,22.0,55.0,0.0,1.0,0.0,194.0,18.0,26.0,3.0
2014B,537622,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Withdrawn,-269.0,39.0,,,,,,,,,20.0,70.0,,,,,,,,,6.0,17.0,0.0,0.0,0.0,68.0,9.0,25.0,1.0
2014B,537654,M,North Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Withdrawn,-114.0,191.0,32.0,56.0,113.0,65.0,169.0,60.0,,,20.0,10.0,69.0,44.0,139.0,54.0,,,,,6.0,225.0,9.0,174.0,0.0,276.0,126.0,222.0,3.0
2014B,537658,F,Wales,Lower Than A Level,20-30%,0-35,0,90,N,Fail,-22.0,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0
2014B,538887,M,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,-22.0,156.0,32.0,66.0,,,,,,,20.0,70.0,69.0,47.0,,,,,,,47.0,87.0,1.0,20.0,0.0,287.0,38.0,27.0,2.0
2014B,539328,M,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-261.0,192.0,31.0,66.0,101.0,54.0,150.0,47.0,,,20.0,50.0,69.0,80.0,139.0,71.0,,,,,539.0,1028.0,1.0,429.0,0.0,1511.0,315.0,450.0,7.0
2014B,539514,F,North Region,Lower Than A Level,,0-35,0,30,N,Fail,-85.0,,29.0,94.0,95.0,93.0,136.0,96.0,190.0,92.0,20.0,100.0,69.0,83.0,139.0,79.0,209.0,87.0,,,62.0,138.0,8.0,20.0,0.0,752.0,43.0,64.0,4.0
2014B,539695,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,-144.0,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,539784,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-103.0,,31.0,100.0,101.0,98.0,149.0,97.0,199.0,82.0,20.0,90.0,69.0,100.0,139.0,100.0,209.0,91.0,236.0,74.0,53.0,350.0,0.0,2039.0,0.0,1309.0,133.0,285.0,5.0
2014B,539971,F,Wales,HE Qualification,0-10%,0-35,0,90,N,Pass,-25.0,,,,,,,,,,20.0,30.0,69.0,74.0,139.0,44.0,209.0,28.0,234.0,42.0,11.0,47.0,1.0,8.0,0.0,213.0,20.0,42.0,6.0
2014B,540509,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-92.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,540686,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-247.0,,31.0,80.0,101.0,89.0,149.0,92.0,199.0,88.0,20.0,80.0,69.0,91.0,139.0,94.0,209.0,87.0,230.0,74.0,637.0,649.0,1.0,665.0,0.0,1892.0,147.0,421.0,4.0
2014B,540937,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-147.0,-15.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,541003,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-25.0,,31.0,58.0,,,,,,,20.0,50.0,69.0,66.0,,,,,,,104.0,111.0,0.0,38.0,0.0,259.0,93.0,110.0,14.0
2014B,541184,M,North Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn,-29.0,37.0,,,,,,,,,20.0,30.0,,,,,,,,,0.0,35.0,0.0,19.0,0.0,208.0,23.0,26.0,4.0
2014B,542050,M,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,-22.0,148.0,35.0,70.0,102.0,46.0,,,,,20.0,60.0,69.0,60.0,,,,,,,11.0,128.0,1.0,128.0,0.0,193.0,51.0,52.0,2.0
2014B,542721,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,543170,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,Y,Pass,-157.0,,,,,,,,199.0,57.0,20.0,70.0,69.0,91.0,139.0,58.0,,,230.0,72.0,58.0,159.0,0.0,13.0,0.0,205.0,43.0,52.0,4.0
2014B,543417,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-205.0,142.0,44.0,30.0,,,,,,,20.0,0.0,69.0,15.0,,,,,,,2.0,63.0,1.0,4.0,0.0,93.0,25.0,36.0,2.0
2014B,543475,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-29.0,,45.0,48.0,113.0,54.0,151.0,49.0,200.0,55.0,20.0,20.0,69.0,45.0,139.0,27.0,209.0,48.0,236.0,26.0,212.0,268.0,2.0,245.0,2.0,314.0,113.0,97.0,9.0
2014B,543571,M,North Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-24.0,-2.0,,,,,,,,,,,,,,,,,,,0.0,16.0,0.0,3.0,0.0,3.0,3.0,12.0,0.0
2014B,543628,M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,-109.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,543678,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-36.0,,37.0,82.0,113.0,75.0,,,,,20.0,70.0,69.0,74.0,139.0,65.0,209.0,30.0,230.0,58.0,6.0,162.0,0.0,4.0,1.0,276.0,180.0,146.0,14.0
2014B,543924,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-28.0,,32.0,56.0,,,,,,,,,,,,,,,,,0.0,14.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0
2014B,543948,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-100.0,,34.0,72.0,,,152.0,75.0,,,20.0,80.0,69.0,55.0,139.0,60.0,209.0,70.0,230.0,58.0,486.0,403.0,3.0,373.0,4.0,1212.0,98.0,197.0,12.0
2014B,544075,M,North Region,A Level or Equivalent,,35-55,0,30,N,Withdrawn,-269.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,544090,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-138.0,,37.0,86.0,110.0,83.0,151.0,83.0,204.0,21.0,20.0,80.0,69.0,94.0,139.0,85.0,209.0,52.0,230.0,34.0,21.0,105.0,0.0,0.0,0.0,598.0,52.0,95.0,4.0
2014B,544467,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-124.0,48.0,,,,,,,,,20.0,0.0,,,,,,,,,32.0,40.0,0.0,28.0,0.0,77.0,4.0,9.0,1.0
